,full-existence,full-executive,full-existence-executive,full-property,full-existence-property,full-executive-property,full-existence-executive-property,full-,content management-existence,content management-executive,content management-existence-executive,content management-property,content management-existence-property,content management-executive-property,content management-existence-executive-property,content management-,data storage & processing-existence,data storage & processing-executive,data storage & processing-existence-executive,data storage & processing-property,data storage & processing-existence-property,data storage & processing-executive-property,data storage & processing-existence-executive-property,data storage & processing-,devops and cloud-existence,devops and cloud-executive,devops and cloud-existence-executive,devops and cloud-property,devops and cloud-existence-property,devops and cloud-executive-property,devops and cloud-existence-executive-property,devops and cloud-,soa and middlewares-existence,soa and middlewares-executive,soa and middlewares-existence-executive,soa and middlewares-property,soa and middlewares-existence-property,soa and middlewares-executive-property,soa and middlewares-existence-executive-property,soa and middlewares-,software development tools-existence,software development tools-executive,software development tools-existence-executive,software development tools-property,software development tools-existence-property,software development tools-executive-property,software development tools-existence-executive-property,software development tools-,web development-existence,web development-executive,web development-existence-executive,web development-property,web development-existence-property,web development-executive-property,web development-existence-executive-property,web development-,
content management-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
content management-property,,,,,,,,,,,,,Less (4.071541137422662e-05),Equal (0.07233324944937265),,Greater (1.0),Greater (0.9999991883735798),Greater (1.0),,Greater (0.9999097990892857),Less (1.0221848359695438e-09),Greater (0.9999999444382018),,Greater (1.0),Greater (0.9983369794685036),Greater (1.0),,Greater (0.999999999999362),Less (0.011997950282674287),Greater (0.999999886470442),,Greater (1.0),Greater (0.9999999990146485),Greater (1.0),,Greater (0.9999999993802321),Equal (0.6423017539682516),Greater (0.9922888672695244),,Greater (1.0),Greater (0.9993228076229966),Greater (1.0),,Greater (0.9999992751488238),Equal (0.25461944412658066),Greater (0.988516665035196),,Greater (1.0),Equal (0.21523999523554227),Greater (1.0),,Greater (0.9997215560079362),Equal (0.20872314743376796),Greater (0.985750588856632),,Greater (1.0),
content management-existence-property,,,,,,,,,,,,,,Greater (0.9994439629870421),,Greater (0.9999999999498221),Greater (0.9999997404388369),Greater (1.0),,Greater (0.9999998013730612),Equal (0.2272396237521641),Greater (0.9999999987316786),,Greater (1.0),Greater (0.9999856339553209),Greater (1.0),,Greater (0.9999999999294983),Equal (0.3288451509017428),Greater (0.9999999949506894),,Greater (1.0),Greater (0.9999999908959165),Greater (1.0),,Greater (0.9999999936077321),Greater (0.9907831295589881),Greater (0.9998203319807097),,Greater (1.0),Greater (0.9999985570266849),Greater (1.0),,Greater (0.9999999842093972),Equal (0.16055649980123554),Greater (0.9996703934459289),,Greater (1.0),Greater (0.9999292142842581),Greater (1.0),,Greater (0.9999997534661154),Equal (0.10040913238450201),Greater (0.999334186683714),,Greater (0.9999999999999996),
content management-executive-property,,,,,,,,,,,,,,,,Equal (0.9125381954482905),Equal (0.5221890213434783),Greater (0.9999999644316242),,Equal (0.3043879281606994),Less (0.00128015673499683),Equal (0.12893444422901118),,Greater (0.9936445654740205),Equal (0.4921647847203324),Greater (0.9999999997499418),,Equal (0.7172904593065188),Less (0.016038803701733138),Greater (0.9933869809067275),,Greater (0.9999272459225782),Equal (0.8259241829955472),Greater (0.9999999996636848),,Equal (0.8622750403817964),Equal (0.09883347763426698),Equal (0.4383632481961527),,Greater (0.9906628550242786),Equal (0.5586657295828568),Greater (0.9999993524800813),,Equal (0.9085268015121815),Less (0.019334800194327),Equal (0.5538321201979187),,Greater (0.9804621838829362),Equal (0.3003649035129081),Greater (0.9999999999932844),,Equal (0.6029761204715963),Less (0.013860375217133436),Equal (0.3657243924052139),,Equal (0.07029226045914846),
content management-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
content management-,,,,,,,,,,,,,,,,,Less (1.416434109867951e-19),Greater (1.0),,Less (2.2105292730155796e-27),Less (5.170425645516878e-60),Greater (0.9919503987527502),,Greater (1.0),Less (4.2026128267150773e-08),Greater (1.0),,Equal (0.18424788168418194),Less (6.46145525004087e-07),Greater (0.9997740833990734),,Greater (1.0),Equal (0.12148599829584866),Greater (1.0),,Equal (0.7826428394731074),Less (0.0003407494803405647),Equal (0.3475551684281567),,Greater (1.0),Less (0.0014640091395600133),Greater (1.0),,Equal (0.9235560297589867),Less (0.0010245744437207998),Equal (0.5469589001178765),,Greater (1.0),Less (4.30222402683347e-11),Greater (1.0),,Less (0.012230120340709139),Less (0.00034898470340773136),Equal (0.44272789123768086),,Greater (1.0),
data storage & processing-existence,,,,,,,,,,,,,,,,,,Greater (1.0),,Less (0.019664243465002777),Less (3.345551619593603e-29),Greater (0.9997239762703014),,Greater (1.0),Equal (0.6020263482295307),Greater (1.0),,Greater (0.9999959350296103),Less (0.00027596818156316497),Greater (0.9999879077549069),,Greater (1.0),Greater (0.9949293794554206),Greater (1.0),,Greater (0.9992464940034588),Less (0.020497859999094252),Equal (0.13291499804500082),,Greater (1.0),Equal (0.8880021145420496),Greater (1.0),,Greater (0.9828167309690307),Less (0.01762462987688355),Equal (0.22921687329330764),,Greater (1.0),Less (0.010895255161595325),Greater (1.0),,Equal (0.630582933800786),Less (0.010753019370521708),Equal (0.19138347846773973),,Greater (1.0),
data storage & processing-executive,,,,,,,,,,,,,,,,,,,,Less (0.0),Less (2.602161428022221e-276),Less (8.86082087373378e-14),,Less (0.0),Less (2.8282760970278495e-268),Greater (1.0),,Less (3.678794184853241e-117),Less (7.908758835486365e-33),Less (0.0005941511255738733),,Less (1.2833839933120984e-210),Less (8.997703221223757e-220),Greater (1.0),,Less (3.2479296198066355e-108),Less (1.133333518540321e-28),Less (3.188964686653262e-05),,Less (0.0),Less (8.726356783472879e-121),Equal (0.3294792107558141),,Less (2.0768717518168556e-64),Less (1.2577063316707358e-15),Less (7.120244905342481e-06),,Less (0.0),Less (3.414345193696813e-199),Greater (1.0),,Less (6.452810987268804e-91),Less (3.0295578957810664e-18),Less (0.00012079027038562685),,Less (0.0),
data storage & processing-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data storage & processing-property,,,,,,,,,,,,,,,,,,,,,Less (1.1202900563230952e-26),Greater (0.9999861274129342),,Greater (1.0),Equal (0.6325195813884864),Greater (1.0),,Greater (0.9999999856427866),Less (0.00039337850285831765),Greater (0.9999974990630975),,Greater (1.0),Greater (0.9999651088796565),Greater (1.0),,Greater (0.999992597983703),Equal (0.08043904772153905),Equal (0.06929172856139176),,Greater (1.0),Equal (0.30328184619546983),Greater (1.0),,Greater (0.99904227512414),Less (0.02265968354863927),Equal (0.1155949066797977),,Greater (1.0),Equal (0.12855139965110113),Greater (1.0),,Equal (0.17327744847077953),Less (0.013162089813353293),Equal (0.11011486618099245),,Greater (1.0),
data storage & processing-existence-property,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999976343),,Greater (1.0),Greater (0.9999999999999997),Greater (1.0),,Greater (1.0),Equal (0.8166156449020208),Greater (0.9999999998816674),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9768843364513244),Greater (0.9996364231884185),,Greater (1.0),Greater (0.9999999999999895),Greater (1.0),,Greater (0.9999999999999999),Equal (0.4356830295511318),Greater (0.9993548724088258),,Greater (1.0),Greater (0.9999999999210663),Greater (1.0),,Greater (0.9999999999999925),Equal (0.35678004963612353),Greater (0.9987914209719402),,Greater (1.0),
data storage & processing-executive-property,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.0580523887541505),Less (0.0010973951519514132),Greater (1.0),,Equal (0.07553964446645392),Less (2.5547811457492517e-06),Equal (0.09605417549404698),,Greater (0.99999831768655),Less (0.004195095579293299),Greater (1.0),,Less (0.02470953858557938),Less (2.5252029143387046e-05),Equal (0.7950491208199869),,Equal (0.06337782354458432),Less (0.0008341763613854569),Greater (0.9999999999922785),,Less (0.015379328173918513),Less (4.547113060575969e-05),Equal (0.5432154191593697),,Equal (0.2763524059491914),Less (6.65035432054324e-05),Greater (1.0),,Less (0.0008899746980070514),Less (1.1816185443149624e-05),Equal (0.7782127172315987),,Equal (0.44186840229922),
data storage & processing-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data storage & processing-,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.6270787511814312e-75),Greater (1.0),,Less (8.510706524152513e-21),Less (7.310569602287557e-15),Equal (0.45636319559587224),,Greater (1.0),Less (2.0458609417049442e-51),Greater (1.0),,Less (5.789004656931865e-22),Less (1.0693157884605973e-11),Equal (0.2364148899880103),,Greater (0.9999862709702795),Less (1.66160865676467e-32),Greater (1.0),,Less (3.3083790173598386e-14),Less (1.504332043089454e-07),Equal (0.1131156926095834),,Less (6.79145688634789e-175),Less (1.1344070418997621e-62),Greater (1.0),,Less (3.465048979716634e-24),Less (1.1228172709040826e-08),Equal (0.22867179311487718),,Less (2.0934317302050713e-301),
devops and cloud-existence,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),,Greater (0.9999772704907981),Less (0.0018292862544613943),Greater (0.9999489197801601),,Greater (1.0),Greater (0.9929332690853331),Greater (1.0),,Greater (0.9977639775779695),Equal (0.11034332205881632),Equal (0.17811428404448715),,Greater (1.0),Equal (0.5909859755238955),Greater (1.0),,Greater (0.9756386774311481),Equal (0.10674448623885147),Equal (0.2673928486718832),,Greater (1.0),Equal (0.18516753614344883),Greater (1.0),,Equal (0.3885795005632027),Equal (0.08090959943938535),Equal (0.22044598221341472),,Greater (1.0),
devops and cloud-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (3.986717998559836e-158),Less (7.416204862410042e-39),Less (1.7398887818240747e-05),,Less (0.0),Less (2.4970574850871733e-292),Greater (0.9999999639988788),,Less (7.532736688995667e-145),Less (7.048461042811418e-35),Less (9.081861853128647e-07),,Less (0.0),Less (4.219752482387366e-156),Less (1.1420999530704812e-08),,Less (2.15028772775995e-85),Less (1.970199055994397e-18),Less (1.6908738783103828e-07),,Less (0.0),Less (5.73398274410533e-253),Greater (1.0),,Less (2.3800447172669523e-117),Less (1.4200169493863556e-21),Less (6.54666459858572e-06),,Less (0.0),
devops and cloud-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devops and cloud-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (4.439241589493155e-07),Greater (0.998370370656579),,Greater (1.0),Equal (0.056214807678297264),Greater (1.0),,Equal (0.4683647111539415),Less (0.00019992698629125362),Equal (0.48849348753293786),,Greater (1.0),Less (0.0011848287906351092),Greater (1.0),,Equal (0.40902273738581063),Less (0.0006459200903000631),Equal (0.7290772415417677),,Greater (0.999999999999959),Less (7.239080194366807e-08),Greater (1.0),,Less (0.00609425627358707),Less (0.00022374960069617802),Equal (0.6567089044905016),,Greater (0.9999999998784507),
devops and cloud-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999991684531168),,Greater (1.0),Greater (0.9999805230735697),Greater (1.0),,Greater (0.9999884995141374),Equal (0.26105022332140115),Greater (0.9958082670564888),,Greater (0.9999999999999704),Greater (0.9994653340364236),Greater (1.0),,Greater (0.999963417498908),Equal (0.6449137337588248),Greater (0.9929086431010502),,Greater (0.9999999999998398),Greater (0.9923629277336742),Greater (1.0),,Greater (0.999776330241086),Equal (0.6042915851639517),Greater (0.9902215696583925),,Greater (0.9999999999957911),
devops and cloud-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.1990126726068766),Less (0.00018633742259849866),Greater (0.9999946072908035),,Less (0.0006707971782576288),Less (6.4229531419648064e-06),Equal (0.1876283629223512),,Equal (0.5180425961472956),Less (5.4981032971783406e-05),Greater (0.998733374308456),,Less (0.0005105895838495363),Less (2.006830494641449e-05),Equal (0.10472278721478419),,Equal (0.2167515678134626),Less (4.940802138712462e-06),Greater (0.9999999780620337),,Less (8.357349139059265e-05),Less (7.207673223892439e-06),Equal (0.20217128353023506),,Equal (0.15558789605994097),
devops and cloud-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devops and cloud-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (3.616123702056057e-119),Greater (1.0),,Less (2.352642811648364e-55),Less (8.22534552486161e-18),Less (0.004506976199328916),,Less (0.0),Less (5.5586995635389834e-67),Greater (1.0),,Less (2.3606314705439147e-33),Less (2.576909358287916e-10),Less (0.001810631983339986),,Less (0.0),Less (2.092177679332442e-118),Greater (1.0),,Less (3.639618274705476e-49),Less (6.723799303579164e-12),Less (0.008069697303943673),,Less (0.0),
soa and middlewares-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),,Equal (0.2660787277932184),Less (0.0028842033214098867),Equal (0.2906897701154134),,Greater (1.0),Equal (0.11739871451604368),Greater (1.0),,Equal (0.5597013244662757),Less (0.003968130912968224),Equal (0.4269370025451359),,Greater (1.0),Less (6.658098373211206e-05),Greater (1.0),,Equal (0.2645228887804041),Less (0.0018628411792223423),Equal (0.3709061845282552),,Greater (1.0),
soa and middlewares-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (9.050143571797514e-140),Less (3.16515692420234e-34),Less (6.122413071443041e-07),,Less (0.0),Less (2.2099164970746676e-150),Less (4.654758710156636e-16),,Less (8.449441545111112e-84),Less (4.615239320053091e-18),Less (1.3913938551575522e-07),,Less (0.0),Less (6.832440272049012e-239),Greater (1.0),,Less (1.556319810077721e-113),Less (3.824578932961926e-21),Less (5.907381403313971e-06),,Less (0.0),
soa and middlewares-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soa and middlewares-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0010167805788302668),Equal (0.41546051515459836),,Greater (1.0),Less (0.01497733495068858),Greater (1.0),,Equal (0.8065691319009466),Less (0.00196484437549116),Equal (0.65001571490601),,Greater (0.9999999999999977),Less (3.199366260522575e-05),Greater (1.0),,Equal (0.07437838145878134),Less (0.0009316539658697988),Equal (0.5264939560408088),,Greater (0.9999999999963326),
soa and middlewares-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9903054169428295),,Greater (0.9999999999397762),Equal (0.052192421528306235),Greater (1.0),,Greater (0.9981509770490982),Equal (0.6223828162324289),Greater (0.980420508398699),,Greater (0.9999999996824824),Equal (0.31729709196555966),Greater (1.0),,Greater (0.9828353192534678),Equal (0.5161191199920085),Greater (0.9857803420365233),,Greater (0.9999999937977743),
soa and middlewares-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.242233245617962),Equal (0.1581949871465358),Greater (0.9998989138252455),,Equal (0.33090637896995023),Less (0.007451414737382816),Equal (0.7999445771773366),,Equal (0.4265932039959286),Equal (0.07631348323133501),Greater (0.9999999882164237),,Equal (0.15459653808915697),Less (0.003792240998035759),Equal (0.9521028894290859),,Equal (0.53023140684497),
soa and middlewares-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soa and middlewares-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.3064748406873759e-30),Greater (1.0),,Less (2.5188088527753315e-13),Less (4.3474383357993383e-07),Equal (0.1261191507944279),,Less (8.611396126636992e-130),Less (1.5131551560013483e-59),Greater (1.0),,Less (1.834086598620572e-22),Less (4.2007003627534237e-08),Equal (0.25207697620301583),,Less (2.909586215862256e-222),
software development tools-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),,Equal (0.11237480026137309),Less (0.02466022813153126),Equal (0.2548532838097607),,Greater (1.0),Equal (0.08657120085072284),Greater (1.0),,Equal (0.7322141851938495),Less (0.015247932765200348),Equal (0.23778784591946445),,Greater (1.0),
software development tools-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (4.253457690027096e-53),Less (1.892840220332276e-13),Less (3.721360796945023e-05),,Less (0.0),Less (1.5559391072159988e-159),Greater (1.0),,Less (1.3945027588480815e-73),Less (1.7167447482762473e-15),Less (0.00047736819080666077),,Less (0.0),
software development tools-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
software development tools-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0026969701350754547),Equal (0.5901355634170766),,Greater (0.9999999996918776),Less (0.0011065034633765398),Greater (1.0),,Equal (0.16635671104568872),Less (0.0010044617271762137),Equal (0.4329563521439709),,Greater (0.9999999735932137),
software development tools-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9917015927231673),,Greater (0.999999358635905),Equal (0.18555249919100736),Greater (1.0),,Greater (0.9866893265566749),Equal (0.9774550389954889),Greater (0.9933782887647765),,Greater (0.9999960835162123),
software development tools-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.23671457955216968),Equal (0.12481294745886241),Greater (0.9999999958768231),,Equal (0.27105046070983807),Less (0.005653349342521669),Equal (0.952083575944267),,Equal (0.3208916021307139),
software development tools-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
software development tools-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.5983239472646503e-51),Greater (1.0),,Less (7.538537095011391e-19),Less (5.99478782270035e-08),Equal (0.4081976485920764),,Less (2.418785221470733e-21),
web development-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),,Greater (0.9789364246587247),Equal (0.18141360936053696),Equal (0.11412242334296643),,Greater (1.0),
web development-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (5.563611680898592e-137),Less (2.702170993482697e-23),Less (3.368042733353074e-07),,Less (0.0),
web development-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
web development-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.007496518130792667),Equal (0.23845998113819478),,Greater (0.9999999999999972),
web development-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9950445541370126),,Greater (0.9999994567058611),
web development-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.5011802677649552),
