,full-existence,full-executive,full-existence-executive,full-property,full-existence-property,full-executive-property,full-existence-executive-property,full-,content management-existence,content management-executive,content management-existence-executive,content management-property,content management-existence-property,content management-executive-property,content management-existence-executive-property,content management-,data storage & processing-existence,data storage & processing-executive,data storage & processing-existence-executive,data storage & processing-property,data storage & processing-existence-property,data storage & processing-executive-property,data storage & processing-existence-executive-property,data storage & processing-,devops and cloud-existence,devops and cloud-executive,devops and cloud-existence-executive,devops and cloud-property,devops and cloud-existence-property,devops and cloud-executive-property,devops and cloud-existence-executive-property,devops and cloud-,soa and middlewares-existence,soa and middlewares-executive,soa and middlewares-existence-executive,soa and middlewares-property,soa and middlewares-existence-property,soa and middlewares-executive-property,soa and middlewares-existence-executive-property,soa and middlewares-,software development tools-existence,software development tools-executive,software development tools-existence-executive,software development tools-property,software development tools-existence-property,software development tools-executive-property,software development tools-existence-executive-property,software development tools-,web development-existence,web development-executive,web development-existence-executive,web development-property,web development-existence-property,web development-executive-property,web development-existence-executive-property,web development-,
content management-existence-executive,,,,,,,,,,,,Greater (0.9999998182616597),Equal (0.09256146247292858),Greater (0.9999999595281135),Less (0.0026693621618783976),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999801542296869),Greater (1.0),Equal (0.11381206476214915),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999866582197),Greater (1.0),Greater (0.9999999242681586),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999999999966),Greater (1.0),Equal (0.27814280557682336),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999999480329),Greater (1.0),Greater (0.999999842387159),Greater (1.0),Equal (0.3222608474472475),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999705),Greater (1.0),Greater (0.9988123011527551),Greater (1.0),Equal (0.37420064487133053),Greater (1.0),
content management-property,,,,,,,,,,,,,Less (4.753601256367322e-06),Equal (0.21303556568568427),Less (2.6309027906528127e-08),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999876272466),Greater (1.0),Less (0.020244200829956444),Greater (1.0),Less (2.468813653985557e-08),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.12923601222391862),Greater (1.0),Greater (0.9970133676496248),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999532281347238),Greater (1.0),Equal (0.34014659213988574),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9992002288150825),Greater (0.9999999999999093),Equal (0.1512400169833713),Greater (0.9999999999940183),Equal (0.5503507131692131),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999995888325808),Greater (0.9999999999999966),Equal (0.2657123348923578),Greater (1.0),Less (0.0018398336187836369),Greater (1.0),
content management-existence-property,,,,,,,,,,,,,,Greater (0.9999992193377362),Less (5.715414911589684e-05),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9994864113978168),Greater (1.0),Less (0.0016126447460238491),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999277572493),Greater (1.0),Greater (0.9999998641024163),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999926),Greater (1.0),Equal (0.6273030210066984),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999985297662),Greater (1.0),Greater (0.9999981052114829),Greater (1.0),Equal (0.5599095866681787),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999893),Greater (1.0),Greater (0.9850921301804799),Greater (1.0),Equal (0.10960745176978152),Greater (1.0),
content management-executive-property,,,,,,,,,,,,,,,Less (5.38957430271872e-09),Greater (0.9999991077970469),Greater (1.0),Greater (1.0),Greater (0.9993046231604812),Greater (0.9999999974100637),Less (0.002107707264007864),Greater (1.0),Less (5.0362558551038e-09),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.8392781568949196),Greater (1.0),Equal (0.07637094668593554),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999877345),Greater (0.9844858499113859),Greater (0.9999999999993922),Equal (0.1706981739318253),Greater (1.0),Greater (0.9999999999999621),Greater (1.0),Equal (0.05124100247167741),Greater (0.9999999573058376),Equal (0.7374807120901657),Greater (0.9999999266487921),Equal (0.30909018294911117),Greater (1.0),Greater (0.9999996529045383),Greater (1.0),Greater (0.9998041259700641),Greater (0.9999999959040305),Equal (0.055668030183616206),Greater (0.9999999999999976),Less (0.0006201483863666362),Greater (1.0),
content management-existence-executive-property,,,,,,,,,,,,,,,,Greater (0.9999999999999984),Greater (1.0),Greater (1.0),Greater (0.9999999999969217),Greater (1.0),Greater (0.9999988085319879),Greater (1.0),Equal (0.1445177840669537),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999494424546),Greater (1.0),Greater (0.9999999873953537),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999451911),Greater (1.0),Greater (0.996982646551846),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999994861328),Greater (1.0),Greater (0.9999999918457974),Greater (1.0),Greater (0.9950569965563518),Greater (1.0),Greater (0.9999999999999243),Greater (1.0),Greater (0.999999999990868),Greater (0.9999999999999999),Greater (0.9999910707204994),Greater (1.0),Equal (0.2115477403639333),Greater (1.0),
content management-,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Equal (0.12819604922700487),Greater (0.9991188144832016),Less (8.435445513347211e-95),Greater (1.0),Less (1.797962124821977e-24),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999998),Less (3.4467896369528626e-08),Greater (1.0),Equal (0.38686180417704885),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999991946),Greater (0.9999993454607068),Less (0.015402446708968417),Greater (0.9999999826007389),Less (0.0006555989967525507),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.291567042448853),Greater (0.9967460220033247),Less (0.00016342404320053935),Greater (0.995923873703041),Less (0.01133997536019903),Greater (1.0),Greater (0.99586856445207),Greater (1.0),Equal (0.322327979260164),Greater (0.9998099815933161),Less (5.110807662654074e-13),Greater (0.9999999998708959),Less (1.0450349008691726e-06),Greater (1.0),
data storage & processing-existence,,,,,,,,,,,,,,,,,,Greater (1.0),Less (2.898372767796718e-28),Less (3.375069578683669e-27),Less (7.701203971203445e-236),Greater (0.9999005856647635),Less (5.469796911217723e-43),Greater (1.0),Greater (0.9999999878635314),Greater (1.0),Greater (1.0),Equal (0.1734825860284046),Less (5.25542005840389e-35),Greater (0.999999999999734),Less (1.469309490979779e-06),Greater (1.0),Greater (0.9999370580403324),Greater (1.0),Equal (0.9011872092310624),Equal (0.10484812922588552),Less (4.341703600562426e-20),Equal (0.2897430316324012),Less (4.93205718415827e-08),Greater (1.0),Less (8.384136931142748e-11),Greater (1.0),Less (9.838099217844399e-09),Less (0.00028767697176777194),Less (1.9974003294016887e-18),Less (0.00832335910793953),Less (4.700812479789927e-05),Greater (1.0),Less (2.8885332370341494e-32),Greater (1.0),Less (0.00020558328149550642),Less (0.008772491761555593),Less (4.871566461646859e-36),Greater (0.9884869901959078),Less (7.68398300034857e-11),Greater (1.0),
data storage & processing-executive,,,,,,,,,,,,,,,,,,,Less (0.0),Less (0.0),Less (0.0),Less (1.702852966157908e-112),Less (1.3303894109369921e-129),Less (0.0),Less (0.0),Greater (1.0),Less (6.126260241802161e-187),Less (1.0156002748574184e-94),Less (1.4790203157286465e-262),Less (9.01238718360915e-49),Less (4.73129742225763e-64),Less (1.6306037352224201e-190),Less (0.0),Greater (1.0),Less (1.8850067841914867e-110),Less (2.988062676637617e-105),Less (2.4543838032112497e-204),Less (7.255175058064589e-47),Less (1.909891458198203e-31),Less (0.0),Less (0.0),Less (3.5472724592857985e-185),Less (3.771122306238895e-88),Less (1.0882112668070083e-111),Less (9.253085450303158e-125),Less (9.474941153807198e-70),Less (6.158743315962075e-18),Less (0.0),Less (0.0),Greater (1.0),Less (6.368048291573177e-79),Less (3.1364512856595924e-97),Less (3.5308791427618755e-185),Less (1.4327888098980235e-32),Less (4.882657038314509e-29),Less (0.0),
data storage & processing-existence-executive,,,,,,,,,,,,,,,,,,,,Greater (0.9981218777841135),Less (1.5324599353648066e-20),Greater (1.0),Less (7.377260021953878e-17),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999165),Less (0.0016617210511986273),Greater (1.0),Equal (0.824388309378093),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999499107),Greater (0.999998961650929),Equal (0.3949927635168523),Greater (0.9999999753636681),Less (0.0037468694662577025),Greater (1.0),Greater (0.9999999988706609),Greater (1.0),Equal (0.7933901382089664),Greater (0.998776423368718),Less (0.008389007202119205),Greater (0.9971909415832593),Equal (0.055544450436015455),Greater (1.0),Greater (0.9969312595161143),Greater (1.0),Equal (0.10435425174714603),Greater (0.9998864166777597),Less (3.5594881834360125e-07),Greater (0.9999999997981122),Less (2.1255928610297932e-05),Greater (1.0),
data storage & processing-property,,,,,,,,,,,,,,,,,,,,,Less (1.1983424778471161e-58),Greater (1.0),Less (2.1879849720752538e-27),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999994385352),Less (2.1714905514776827e-10),Greater (1.0),Equal (0.10322699363602363),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999940419816),Greater (0.9990852745491675),Less (0.000378354305534343),Greater (0.9999978300617386),Less (7.409906095173733e-05),Greater (1.0),Greater (0.9999036704641687),Greater (1.0),Less (0.021112737490336285),Equal (0.21333202829136388),Less (2.1170527928074006e-06),Equal (0.11519452998926177),Less (0.0033823063396164347),Greater (1.0),Equal (0.5793345522935365),Greater (1.0),Equal (0.9923895731954554),Greater (0.9828685050578058),Less (1.289587168280485e-15),Greater (0.9999999705227919),Less (7.167758804957627e-08),Greater (1.0),
data storage & processing-existence-property,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Less (1.49868686625172e-06),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999002822179837),Greater (1.0),Greater (0.9999294716519647),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999996985112),Greater (1.0),Equal (0.6880283060170822),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999970889679327),Greater (1.0),Greater (0.9980035570950292),Greater (0.9999999999999999),Equal (0.8964464763984084),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999509787),Greater (1.0),Equal (0.7825471845998347),Greater (1.0),Less (0.011747075828930495),Greater (1.0),
data storage & processing-executive-property,,,,,,,,,,,,,,,,,,,,,,,Less (4.0960345567874066e-42),Greater (0.9999987845226718),Equal (0.37293228117799404),Greater (1.0),Greater (0.9999999987275916),Equal (0.18903804774688382),Less (2.3851148828588855e-28),Greater (0.999368479591843),Less (4.434805158039161e-09),Greater (1.0),Equal (0.08511674376659761),Greater (1.0),Less (0.008126917084728071),Less (0.00020863619721910652),Less (3.413361398390417e-20),Equal (0.32279894290833566),Less (5.332395654293641e-10),Greater (0.9998257522080516),Less (1.4975081135499119e-10),Greater (1.0),Less (1.7790942718392353e-11),Less (1.6443005989719257e-07),Less (9.599524722638363e-21),Less (2.9924485707401606e-05),Less (2.557931673876044e-06),Greater (0.9810268363121258),Less (8.942217322155107e-18),Greater (1.0),Less (3.588937437806545e-07),Less (2.5073323826585716e-05),Less (6.686025967025122e-33),Equal (0.8006239891723054),Less (9.313173794742197e-13),Equal (0.8219959697103372),
data storage & processing-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999995797474),Greater (1.0),Greater (0.9999999918493833),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999997865),Greater (1.0),Equal (0.0680626545478982),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999004296),Greater (1.0),Greater (0.9999999894473893),Greater (1.0),Equal (0.10741871489624781),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999768),Greater (1.0),Greater (0.9999527444716051),Greater (1.0),Equal (0.9363181962905105),Greater (1.0),
data storage & processing-,,,,,,,,,,,,,,,,,,,,,,,,,Less (6.813903197536402e-45),Greater (1.0),Greater (0.9972584402696489),Less (1.2273012975201383e-08),Less (1.2633240531926526e-82),Equal (0.8135357601920116),Less (2.0169111054127054e-17),Greater (1.0),Less (7.827672665914635e-51),Greater (1.0),Less (5.811959862883921e-13),Less (1.1353588269844723e-15),Less (1.107433040266691e-56),Less (4.607279562672419e-05),Less (5.803661635499467e-13),Less (2.7697074415077192e-12),Less (1.3569168346079637e-120),Greater (1.0),Less (1.2182139480861883e-23),Less (2.78471758963741e-21),Less (3.383319851092888e-40),Less (2.2446895503755967e-13),Less (8.130114761599026e-08),Less (9.139877707458005e-127),Less (2.1595071717239464e-184),Greater (1.0),Less (8.032770812547853e-17),Less (1.4495144782351403e-16),Less (3.3142875064216846e-68),Less (0.012193704250064712),Less (1.1381303975852622e-14),Less (0.0),
devops and cloud-existence,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Equal (0.7890418140576969),Less (2.5955202725861314e-33),Greater (0.9999959580806179),Less (1.4500454818585046e-07),Greater (1.0),Equal (0.3656496371796836),Greater (1.0),Equal (0.0815261654199411),Less (0.005045229992130452),Less (1.7393305479117303e-20),Equal (0.5170987214549214),Less (1.4778475151635062e-07),Greater (1.0),Less (9.893138065071762e-17),Greater (1.0),Less (1.7189055672708304e-09),Less (2.2565367244320476e-05),Less (3.412995391089548e-17),Less (0.0008282069248175855),Less (0.00011022400094176154),Greater (0.9999999999999999),Less (2.3014179444091775e-36),Greater (1.0),Less (6.0395219970899985e-06),Less (0.0005957805636262242),Less (2.0171762033855135e-32),Equal (0.48921110553119496),Less (2.5096532086900813e-09),Greater (0.9776578739365719),
devops and cloud-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Less (4.969810250474695e-176),Less (0.0),Less (2.5311543558114647e-107),Less (6.486195386507132e-101),Less (0.0),Less (0.0),Greater (0.9999993578722438),Less (1.8163667323096662e-203),Less (9.360989827657993e-184),Less (0.0),Less (5.735201810597818e-87),Less (9.730305867717188e-45),Less (0.0),Less (0.0),Less (0.0),Less (6.216894050728312e-139),Less (2.9476424565377166e-189),Less (7.750562421078513e-190),Less (3.904102674304442e-119),Less (3.1459244395036465e-25),Less (0.0),Less (0.0),Equal (0.23216413944101089),Less (5.2989396994446346e-130),Less (4.147663289585002e-167),Less (1.9214591580514843e-271),Less (1.8419844922101725e-62),Less (1.342342492897842e-38),Less (0.0),
