,existence-full,existence-content management,existence-data storage & processing,existence-devops and cloud,existence-soa and middlewares,existence-software development tools,existence-web development,executive-full,executive-content management,executive-data storage & processing,executive-devops and cloud,executive-soa and middlewares,executive-software development tools,executive-web development,existence-executive-full,existence-executive-content management,existence-executive-data storage & processing,existence-executive-devops and cloud,existence-executive-soa and middlewares,existence-executive-software development tools,existence-executive-web development,property-full,property-content management,property-data storage & processing,property-devops and cloud,property-soa and middlewares,property-software development tools,property-web development,existence-property-full,existence-property-content management,existence-property-data storage & processing,existence-property-devops and cloud,existence-property-soa and middlewares,existence-property-software development tools,existence-property-web development,executive-property-full,executive-property-content management,executive-property-data storage & processing,executive-property-devops and cloud,executive-property-soa and middlewares,executive-property-software development tools,executive-property-web development,existence-executive-property-full,existence-executive-property-content management,existence-executive-property-data storage & processing,existence-executive-property-devops and cloud,existence-executive-property-soa and middlewares,existence-executive-property-software development tools,existence-executive-property-web development,-full,-content management,-data storage & processing,-devops and cloud,-soa and middlewares,-software development tools,-web development,
executive-web development,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Less (0.0),Less (0.0),Less (5.247576400189526e-193),Less (1.187714012515344e-175),Less (1.2652146709410097e-103),Less (5.563611680898592e-137),Less (0.0),Less (1.4671817036661702e-43),Less (0.0),Less (7.939528945865502e-44),Less (8.144891637746124e-39),Less (5.715625930825754e-20),Less (2.702170993482697e-23),Less (1.2994919371895283e-58),Less (6.720016260092869e-12),Less (2.1696273847807607e-25),Less (2.1946253711918336e-08),Less (1.1790431349374242e-08),Less (4.125648616259326e-09),Less (3.368042733353074e-07),,,,,,,,Less (0.0),Less (0.0),Less (0.0),Less (0.0),Less (0.0),Less (0.0),Less (0.0),
existence-executive-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
property-full,,,,,,,,,,,,,,,,,,,,,,,Less (4.6632192622260815e-07),Equal (0.06672835490075688),Greater (0.9999990450350952),Greater (0.9997887958788438),Greater (0.9922413804258402),Equal (0.530419547865482),Less (6.884821983145747e-41),Less (4.711251242888813e-08),Less (3.895220626442052e-33),Less (0.00012017975193305972),Less (0.018926488831614106),Less (0.01376539222287996),Less (0.007459650334102702),Greater (0.9999999978282931),Equal (0.4431740003532707),Greater (0.999916993965485),Greater (0.9999908682656113),Equal (0.10634432741132961),Equal (0.1791644566249404),Equal (0.16457998151054887),,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
property-content management,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999097990892857),Greater (0.999999999999362),Greater (0.9999999993802321),Greater (0.9999992751488238),Greater (0.9997215560079362),Less (6.799293897933433e-10),Less (4.071541137422662e-05),Less (1.0221848359695438e-09),Less (0.011997950282674287),Equal (0.6423017539682516),Equal (0.25461944412658066),Equal (0.20872314743376796),Greater (0.9999999999999958),Equal (0.07233324944937265),Greater (0.9999999444382018),Greater (0.999999886470442),Greater (0.9922888672695244),Greater (0.988516665035196),Greater (0.985750588856632),,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999856427866),Greater (0.999992597983703),Greater (0.99904227512414),Equal (0.17327744847077953),Less (1.553535671502112e-31),Less (1.987791009395522e-07),Less (1.1202900563230952e-26),Less (0.00039337850285831765),Equal (0.08043904772153905),Less (0.02265968354863927),Less (0.013162089813353293),Greater (0.9999999999512007),Equal (0.3043879281606994),Greater (0.9999861274129342),Greater (0.9999974990630975),Equal (0.06929172856139176),Equal (0.1155949066797977),Equal (0.11011486618099245),,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.4683647111539415),Equal (0.40902273738581063),Less (0.00609425627358707),Less (1.1283725131306782e-34),Less (7.080469539594455e-11),Less (5.047621257539242e-32),Less (4.439241589493155e-07),Less (0.00019992698629125362),Less (0.0006459200903000631),Less (0.00022374960069617802),Greater (0.9950096633383219),Equal (0.7172904593065188),Equal (0.07553964446645392),Greater (0.998370370656579),Equal (0.48849348753293786),Equal (0.7290772415417677),Equal (0.6567089044905016),,,,,,,,Greater (0.9999999999999934),Equal (0.18424788168418194),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999999999959),Greater (0.9999999998784507),
property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.8065691319009466),Equal (0.07437838145878134),Less (1.052705974026224e-25),Less (6.42049302042996e-09),Less (3.0226633384918103e-24),Less (1.1534749805978516e-05),Less (0.0010167805788302668),Less (0.00196484437549116),Less (0.0009316539658697988),Greater (0.998304030418299),Equal (0.8622750403817964),Greater (0.9753372619377422),Greater (0.999331627000475),Equal (0.41546051515459836),Equal (0.65001571490601),Equal (0.5264939560408088),,,,,,,,Greater (0.9999999999999997),Equal (0.7826428394731074),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999977),Greater (0.9999999999963326),
property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.16635671104568872),Less (6.39452482000973e-17),Less (1.5914375629880437e-08),Less (1.0107795999244676e-16),Less (3.6767697349926734e-05),Less (0.0018571228983711614),Less (0.0026969701350754547),Less (0.0010044617271762137),Greater (0.9985357936070092),Equal (0.9085268015121815),Greater (0.9846778864498329),Greater (0.999492910623118),Equal (0.33090637896995023),Equal (0.5901355634170766),Equal (0.4329563521439709),,,,,,,,Greater (0.9999999999006233),Equal (0.9235560297589867),Greater (0.9999999999999669),Greater (1.0),Greater (0.9999999999997481),Greater (0.9999999996918776),Greater (0.9999999735932137),
property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (4.367779131505381e-15),Less (2.478939917204921e-07),Less (7.580396082504328e-15),Less (0.000224455863491717),Less (0.017209585372619476),Less (0.013367601813526758),Less (0.007496518130792667),Greater (0.9999929785656438),Equal (0.6029761204715963),Greater (0.9991134622304265),Greater (0.9999169189430103),Equal (0.15459653808915697),Equal (0.27105046070983807),Equal (0.23845998113819478),,,,,,,,Greater (1.0),Greater (0.9877699044971922),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999972),
existence-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.16589352305814464),Equal (0.6871392189729144),Equal (0.9333714141732816),Equal (0.06614618559333041),Equal (0.5038805224184129),Equal (0.4308124160501937),Greater (1.0),Greater (0.9981821547571438),Greater (0.9999999999955684),Greater (0.9999999998263522),Greater (0.9995337254368863),Greater (0.9991427647877382),Greater (0.9984965626328999),,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.2272396237521641),Equal (0.3288451509017428),Greater (0.9907831295589881),Equal (0.16055649980123554),Equal (0.10040913238450201),Greater (0.999999999999566),Greater (0.9994439629870421),Greater (0.9999999987316786),Greater (0.9999999949506894),Greater (0.9998203319807097),Greater (0.9996703934459289),Greater (0.999334186683714),,,,,,,,Greater (1.0),Greater (0.9999999999498221),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999996),
existence-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.8166156449020208),Greater (0.9768843364513244),Equal (0.4356830295511318),Equal (0.35678004963612353),Greater (1.0),Greater (0.9987243701154284),Greater (0.9999999999976343),Greater (0.9999999998816674),Greater (0.9996364231884185),Greater (0.9993548724088258),Greater (0.9987914209719402),,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.26105022332140115),Equal (0.6449137337588248),Equal (0.6042915851639517),Greater (0.9999999928418876),Greater (0.9842578606048394),Greater (0.9999974886005472),Greater (0.9999991684531168),Greater (0.9958082670564888),Greater (0.9929086431010502),Greater (0.9902215696583925),,,,,,,,Greater (0.9999999999998042),Greater (0.9999993538594378),Greater (0.9999999999999927),Greater (1.0),Greater (0.9999999999999704),Greater (0.9999999999998398),Greater (0.9999999999957911),
existence-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.6223828162324289),Equal (0.5161191199920085),Greater (0.9999993294829048),Equal (0.09883347763426698),Greater (0.9999752000357839),Greater (0.9999937464028533),Greater (0.9903054169428295),Greater (0.980420508398699),Greater (0.9857803420365233),,,,,,,,Greater (0.9999999996033437),Greater (0.9996592526270648),Greater (0.9999999999893069),Greater (1.0),Greater (0.9999999999397762),Greater (0.9999999996824824),Greater (0.9999999937977743),
existence-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.9774550389954889),Greater (0.9999904115473349),Greater (0.9814850354790878),Greater (0.9999559247677406),Greater (0.9999808556298961),Greater (0.9929449125085603),Greater (0.9917015927231673),Greater (0.9933782887647765),,,,,,,,Greater (0.9999990931721326),Greater (0.9989754342826528),Greater (0.9999998495680106),Greater (0.9999999997423141),Greater (0.9999995652658635),Greater (0.999999358635905),Greater (0.9999960835162123),
existence-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999986560399484),Greater (0.9866787926833753),Greater (0.9999885314126957),Greater (0.9999931014523253),Greater (0.9963973000208857),Greater (0.9946176792618469),Greater (0.9950445541370126),,,,,,,,Greater (0.9999999062242343),Greater (0.999651018264857),Greater (0.9999999887719179),Greater (0.9999999999932764),Greater (0.99999995799393),Greater (0.9999999400532533),Greater (0.9999994567058611),
executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.11190873133320427),Equal (0.9933541773420607),Equal (0.06600271757476929),Equal (0.7727848730351401),Equal (0.5284486910794544),Equal (0.7585333303898625),,,,,,,,Equal (0.05676254231287782),Less (6.71947268498229e-05),Greater (0.9979148791714464),Greater (0.9999999999996334),Greater (0.9974581878335367),Equal (0.10209451327709794),Equal (0.26803051744040096),
executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.12893444422901118),Greater (0.9933869809067275),Equal (0.4383632481961527),Equal (0.5538321201979187),Equal (0.3657243924052139),,,,,,,,Greater (0.9819804524700046),Equal (0.9125381954482905),Greater (0.9936445654740205),Greater (0.9999272459225782),Greater (0.9906628550242786),Greater (0.9804621838829362),Equal (0.07029226045914846),
executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.09605417549404698),Equal (0.7950491208199869),Equal (0.5432154191593697),Equal (0.7782127172315987),,,,,,,,Equal (0.2030582643063813),Less (0.008049641046020874),Equal (0.0580523887541505),Greater (0.99999831768655),Equal (0.06337782354458432),Equal (0.2763524059491914),Equal (0.44186840229922),
executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.1876283629223512),Equal (0.10472278721478419),Equal (0.20217128353023506),,,,,,,,Equal (0.27923775129862793),Less (0.0002259185318113228),Equal (0.45636319559587224),Equal (0.1990126726068766),Equal (0.5180425961472956),Equal (0.2167515678134626),Equal (0.15558789605994097),
executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.7999445771773366),Equal (0.9521028894290859),,,,,,,,Equal (0.37412447234675505),Equal (0.3475551684281567),Equal (0.2364148899880103),Greater (0.9954930792726522),Equal (0.242233245617962),Equal (0.4265932039959286),Equal (0.53023140684497),
executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.952083575944267),,,,,,,,Equal (0.21070040917890842),Equal (0.5469589001178765),Equal (0.1131156926095834),Greater (0.9981893923929609),Equal (0.1261191507944279),Equal (0.23671457955216968),Equal (0.3208916021307139),
executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.3668472172056052),Equal (0.44272789123768086),Equal (0.22867179311487718),Greater (0.9919304120752099),Equal (0.25207697620301583),Equal (0.4081976485920764),Equal (0.5011802677649552),
existence-executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Greater (1.0),Greater (1.0),Greater (1.0),Less (8.517524814450115e-17),Less (8.99102411161226e-89),
-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (0.9999862709702795),Less (6.79145688634789e-175),Less (2.0934317302050713e-301),
-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Less (0.0),Less (0.0),
-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (8.611396126636992e-130),Less (2.909586215862256e-222),
-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (2.418785221470733e-21),
