,full-existence,full-executive,full-existence-executive,full-property,full-existence-property,full-executive-property,full-existence-executive-property,full-,content management-existence,content management-executive,content management-existence-executive,content management-property,content management-existence-property,content management-executive-property,content management-existence-executive-property,content management-,data storage & processing-existence,data storage & processing-executive,data storage & processing-existence-executive,data storage & processing-property,data storage & processing-existence-property,data storage & processing-executive-property,data storage & processing-existence-executive-property,data storage & processing-,devops and cloud-existence,devops and cloud-executive,devops and cloud-existence-executive,devops and cloud-property,devops and cloud-existence-property,devops and cloud-executive-property,devops and cloud-existence-executive-property,devops and cloud-,soa and middlewares-existence,soa and middlewares-executive,soa and middlewares-existence-executive,soa and middlewares-property,soa and middlewares-existence-property,soa and middlewares-executive-property,soa and middlewares-existence-executive-property,soa and middlewares-,software development tools-existence,software development tools-executive,software development tools-existence-executive,software development tools-property,software development tools-existence-property,software development tools-executive-property,software development tools-existence-executive-property,software development tools-,web development-existence,web development-executive,web development-existence-executive,web development-property,web development-existence-property,web development-executive-property,web development-existence-executive-property,web development-,
content management-existence-executive,,,,,,,,,,,,Equal (0.2785984406155785),Equal (0.054693675494027524),Equal (0.2847376863148675),Equal (0.1599511797251597),Greater (0.999999983637),Greater (0.9999988010149446),Greater (0.9999999999999999),Equal (0.12292859499587279),Equal (0.09478156787140685),Equal (0.7910412719821429),Greater (0.9999999978763287),Equal (0.7149256352866025),Greater (0.9999999999967543),Greater (0.9999999999999569),Equal (0.5750454592096172),Greater (0.9840700335439923),Greater (0.9999985317039334),Greater (0.9999998525070648),Greater (0.9999999763073942),Equal (0.10281667217165104),Greater (0.9999999880510404),Greater (0.9999999999999997),Greater (1.0),Greater (0.9999994503877226),Greater (0.9999979156373379),Greater (0.9999999995011778),Greater (0.9999997684533644),Greater (0.9819869247324101),Greater (1.0),Greater (0.9999980597342611),Greater (1.0),Greater (0.9859885806019969),Greater (0.9946875885699908),Equal (0.07128657110809472),Equal (0.8894306080202561),Equal (0.48297425701517716),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999948182073),Greater (0.9997421408469226),Greater (0.9978420667261504),Greater (0.999999974345785),Equal (0.155055756311299),Greater (1.0),
content management-property,,,,,,,,,,,,,Less (0.0002995066741025579),Equal (0.8701522549277613),Equal (0.05469969154215555),Greater (0.9999999935615719),Greater (0.9999997250159733),Greater (1.0),Equal (0.4056165646438512),Equal (0.296257802279848),Equal (0.18459494476688443),Greater (0.9999999989735681),Equal (0.9168640128555228),Greater (0.9999999999999996),Greater (1.0),Equal (0.34902831490729014),Equal (0.16564155036256234),Greater (0.9999903210749603),Greater (0.9999994676488024),Greater (0.9999999064020741),Equal (0.21722731927931804),Greater (0.9999999986515282),Greater (1.0),Greater (1.0),Greater (0.9999954184540365),Greater (0.999984217856153),Greater (0.9999999985718788),Greater (0.999998486350128),Equal (0.058778681034937746),Greater (1.0),Greater (0.9999935976494141),Greater (1.0),Equal (0.0937080143428798),Equal (0.05248506190062388),Equal (0.22051976935148554),Equal (0.687527138918115),Equal (0.39232242104952664),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999720742657),Greater (0.9991065916334603),Greater (0.9913516891874488),Greater (0.999999687112297),Equal (0.26179319761339015),Greater (1.0),
content management-existence-property,,,,,,,,,,,,,,Greater (0.9989391574706837),Equal (0.6322950892204714),Greater (1.0),Greater (0.9999999999999989),Greater (1.0),Greater (0.9997124503845882),Greater (0.9998956853119784),Equal (0.09975696045138051),Greater (0.9999999999999978),Equal (0.18223470252388674),Greater (1.0),Greater (1.0),Greater (0.999908103739743),Greater (0.9999976040370852),Greater (0.9999999997312965),Greater (0.9999999999995279),Greater (0.9999999999973851),Greater (0.9912278673146373),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999948350313),Greater (0.9999999790178865),Greater (0.9999999999996861),Greater (0.9999999927259466),Greater (0.9932007663859731),Greater (1.0),Greater (0.999999999999853),Greater (1.0),Greater (0.9996130799017533),Greater (0.9998676632847432),Greater (0.9971147016684789),Equal (0.19807331887510482),Equal (0.8980866039483325),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999999977574),Greater (0.9999906719484977),Greater (0.9999533893744988),Greater (0.9999999998128972),Equal (0.06664160714387331),Greater (1.0),
content management-executive-property,,,,,,,,,,,,,,,Equal (0.05501532758873443),Greater (0.9999673963013385),Greater (0.9999013745759455),Greater (0.9999999999996084),Equal (0.5408880127641641),Equal (0.46213356758175383),Equal (0.20430894205334404),Greater (0.999999840658483),Equal (0.7918671961410069),Greater (0.9999999959543254),Greater (0.9999999997881095),Equal (0.4465058642050147),Equal (0.2794685555805727),Greater (0.9999061889072175),Greater (0.9999801811832371),Greater (0.9999989788455713),Equal (0.2703378424407079),Greater (0.9999891415202826),Greater (0.9999999999993797),Greater (1.0),Greater (0.9999870002817781),Greater (0.9999681282248419),Greater (0.9999999815874141),Greater (0.999994550200484),Equal (0.05768624698757807),Greater (1.0),Greater (0.99971154498167),Greater (1.0),Equal (0.14082398098483426),Equal (0.07313450010678849),Equal (0.27647646312764695),Equal (0.6161935847302474),Equal (0.374264055095336),Greater (0.9999999999995961),Greater (1.0),Greater (1.0),Greater (0.999999874920048),Greater (0.9987953021036778),Greater (0.9874107800937917),Greater (0.9999991715233457),Equal (0.2883095420532643),Greater (1.0),
content management-existence-executive-property,,,,,,,,,,,,,,,,Greater (0.9998654727907635),Greater (0.9992107056109966),Greater (0.9999986313242601),Greater (0.9803627063411509),Greater (0.9787212484928388),Equal (0.30998457720824735),Greater (0.9999820326376531),Equal (0.2008988576752503),Greater (0.9999675693179086),Greater (0.9999962554459831),Equal (0.0864761156911974),Greater (0.9904338620995323),Greater (0.9998675323316605),Greater (0.9999331725515802),Greater (0.9999917584356454),Greater (0.9770939391962907),Greater (0.9998614419900308),Greater (0.9999999432348613),Greater (0.9999999999999178),Greater (0.9999914665777369),Greater (0.9999938499267146),Greater (0.9999991673035907),Greater (0.9999933483751533),Greater (0.9933413762995776),Greater (0.9999999997670966),Greater (0.9996779642663168),Greater (0.9999999748457709),Greater (0.9947159744583742),Greater (0.9971897543858942),Greater (0.9862097141797788),Equal (0.22780531715770158),Equal (0.9665001587134151),Greater (0.9999991612952477),Greater (0.9999999979853081),Greater (0.9999999999996058),Greater (0.9999994136668023),Greater (0.9996473263004754),Greater (0.9994038566287913),Greater (0.9999989533767646),Equal (0.06922675956927976),Greater (0.9999999999960366),
content management-,,,,,,,,,,,,,,,,,Greater (0.9919359307913469),Greater (1.0),Less (0.0013641235214269492),Less (0.0012118630675300765),Less (6.465554336207532e-14),Greater (0.9999871532025166),Equal (0.06064195884732571),Greater (1.0),Greater (1.0),Less (2.042516112333774e-86),Less (0.000752690022118527),Equal (0.0632582505316376),Greater (0.989394987441774),Greater (0.9996348209479625),Equal (0.8825227799301991),Greater (0.9999999181840296),Greater (0.9999999999867365),Greater (1.0),Greater (0.9974376795698088),Greater (0.9935775342920098),Greater (0.9999968001736511),Greater (0.9996821392516949),Equal (0.25298308408075243),Greater (1.0),Equal (0.4986503026432315),Greater (1.0),Equal (0.7349039451029018),Equal (0.8623601178453018),Equal (0.424100846124131),Less (0.008964469407327718),Equal (0.10095810412212201),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999699975288301),Equal (0.10429483182127722),Equal (0.5474604689326408),Greater (0.9995040753430133),Equal (0.8509553465687165),Greater (1.0),
data storage & processing-existence,,,,,,,,,,,,,,,,,,Greater (0.9999999999072964),Less (0.0017019457661770583),Less (0.0012460118292957326),Less (8.559311263405291e-11),Greater (0.9919110624321459),Equal (0.08017395376346452),Greater (0.999984139111194),Greater (0.9999160125836679),Less (1.9385530808743867e-24),Less (0.0010415611217492098),Equal (0.42382566277315303),Equal (0.26248017946870505),Greater (0.9817226288576522),Equal (0.7080213721371829),Equal (0.6880270438988028),Greater (0.9999861150330575),Greater (1.0),Equal (0.10525745328324751),Equal (0.10964795802582175),Greater (0.9984428154389533),Greater (0.9878829273171802),Equal (0.48560680632667574),Greater (1.0),Equal (0.6383801307959054),Greater (0.9999999999980449),Equal (0.5334626538576468),Equal (0.6442233346204475),Equal (0.259075416591955),Less (0.01954836597994364),Equal (0.15933076207451158),Greater (0.9999999990437718),Greater (0.9999999999337872),Greater (1.0),Greater (0.9963313036825905),Equal (0.30571724936030564),Equal (0.999926969393893),Greater (0.986746246249066),Equal (0.9662845745366064),Greater (1.0),
data storage & processing-executive,,,,,,,,,,,,,,,,,,,Less (1.7066113088445375e-10),Less (2.5997820122958007e-12),Less (1.6082024447991252e-29),Equal (0.8986109080789173),Less (0.0006066585235873321),Less (2.0281422152791406e-06),Less (0.006877346293802252),Less (3.7044489474785765e-112),Less (9.813260114749371e-14),Equal (0.15084161964954482),Equal (0.0891104552152458),Equal (0.8181165872629711),Equal (0.10743068294242299),Less (1.6521846283003068e-32),Equal (0.14956325149872854),Greater (1.0),Equal (0.7749467660286775),Equal (0.8253262464887341),Equal (0.13841002109933717),Equal (0.2347585053026051),Equal (0.9157227656427225),Greater (1.0),Less (4.38613300731215e-07),Greater (0.9819866374994649),Less (0.010513594865047146),Less (0.01524068985947972),Less (0.0025354176155527215),Less (7.702602990492372e-05),Less (0.019309426682435127),Less (0.02210050551283215),Greater (0.9996473267638444),Greater (1.0),Equal (0.15435754568897841),Equal (0.7813890117522773),Equal (0.12381864335327497),Equal (0.37170170406889813),Equal (0.5057159568954056),Greater (1.0),
data storage & processing-existence-executive,,,,,,,,,,,,,,,,,,,,Equal (0.923743107839014),Equal (0.06971416336592383),Greater (0.9999938739796216),Equal (0.6400106412188504),Greater (0.9999996712152124),Greater (0.999999973529027),Equal (0.176919023390956),Equal (0.6136137296234424),Greater (0.9990427273001947),Greater (0.9996994781183829),Greater (0.9999662156061778),Equal (0.41030675162142505),Greater (0.9997392134540234),Greater (0.9999999995973055),Greater (1.0),Greater (0.9996804864759034),Greater (0.9992860012286846),Greater (0.9999990134218728),Greater (0.9999324333502059),Equal (0.14333469720471986),Greater (1.0),Greater (0.9967132709943699),Greater (0.9999999999999777),Equal (0.28626362795519344),Equal (0.18028217847052275),Equal (0.5729448950308406),Equal (0.5028189684968188),Equal (0.335488101858459),Greater (0.9999999998740401),Greater (0.9999999999999908),Greater (1.0),Greater (0.9999927362113682),Greater (0.9905801163420558),Equal (0.13096796278908476),Greater (0.999968753909259),Equal (0.461701347466532),Greater (1.0),
data storage & processing-property,,,,,,,,,,,,,,,,,,,,,Less (0.013787377597024187),Greater (0.9999812945078448),Equal (0.6065072874463926),Greater (0.9999999634896689),Greater (0.9999999915238876),Equal (0.09002025966079934),Equal (0.7786093367277178),Greater (0.9968120588816387),Greater (0.999307230977403),Greater (0.9998768709937856),Equal (0.5001684301702938),Greater (0.999844464237941),Greater (0.9999999990228633),Greater (1.0),Greater (0.9988567253582535),Greater (0.9986264531860087),Greater (0.9999920778919933),Greater (0.9995147422435834),Equal (0.18831714217978668),Greater (1.0),Greater (0.9944286717893851),Greater (0.999999999999997),Equal (0.40898512550186017),Equal (0.27788392553448804),Equal (0.6804614683190062),Equal (0.49294274877300404),Equal (0.37953299138817853),Greater (0.9999999999902219),Greater (0.9999999999999886),Greater (1.0),Greater (0.9999628412208021),Greater (0.9878845863477057),Equal (0.15295310408388574),Greater (0.9998501515299956),Equal (0.5203144262794446),Greater (1.0),
data storage & processing-existence-property,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999997213223),Equal (0.6239768023211901),Greater (1.0),Greater (1.0),Equal (0.12520463391994785),Greater (0.996831494263001),Greater (0.9999962825252867),Greater (0.9999999629899703),Greater (0.9999999404987606),Equal (0.10016672206465348),Greater (0.999999999999999),Greater (1.0),Greater (1.0),Greater (0.9999840257771119),Greater (0.9999730658041435),Greater (0.9999999926243424),Greater (0.999992594178992),Equal (0.07829831980024557),Greater (1.0),Greater (0.9999999580115456),Greater (1.0),Greater (0.9825957017046212),Greater (0.9896611943993736),Equal (0.1080439250105521),Equal (0.6292325372056371),Equal (0.6316888980873845),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999998293124338),Greater (0.9993461262480966),Greater (0.9944267412239255),Greater (0.9999984878069783),Equal (0.2678132378168183),Greater (1.0),
data storage & processing-executive-property,,,,,,,,,,,,,,,,,,,,,,,Less (0.0025578415329934414),Equal (0.26487228257622897),Equal (0.3990508780961525),Less (1.1783137507089406e-12),Less (5.416108881653269e-06),Equal (0.21911945736767946),Equal (0.22287845115984362),Equal (0.7632171710382201),Equal (0.19044326344324147),Less (0.0010722508745212916),Equal (0.3270908719476152),Greater (0.9999999955313821),Equal (0.8966057977472927),Equal (0.822215033440868),Equal (0.18112451246885497),Equal (0.30945214165186274),Equal (0.9083403668159965),Greater (0.9993470900966697),Less (0.002099122439600921),Equal (0.345121949403426),Less (0.02365680814124212),Less (0.024519128915388565),Less (0.006597846806499236),Less (0.000966898778220855),Equal (0.05653749025556596),Equal (0.5325784577117935),Greater (0.9924718299338359),Greater (0.9999988409841915),Equal (0.18335262193083945),Equal (0.8407022084333083),Equal (0.20372171628864566),Equal (0.5895413973014778),Equal (0.45938379263631346),Greater (0.9999945502640378),
data storage & processing-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9946915986960722),Greater (0.998007069328172),Equal (0.9033946093014463),Equal (0.4826670148603144),Greater (0.9882948055253667),Greater (0.9899618902199736),Greater (0.9985733849517897),Equal (0.3546858843338426),Greater (0.9751434575216592),Greater (0.9999408410506269),Greater (0.9999999993350057),Greater (0.9986165911905337),Greater (0.9987757454727545),Greater (0.9998027107235795),Greater (0.9992999074460571),Equal (0.0905928553895337),Greater (0.9999991551901544),Equal (0.06496273568198617),Greater (0.9999583571711957),Equal (0.2780615961159054),Equal (0.17685400177966248),Equal (0.41292598822449467),Equal (0.9852286447095061),Equal (0.4683744382196984),Greater (0.9993076160736899),Greater (0.9999941474686148),Greater (0.9999999948943017),Greater (0.9998611477555436),Greater (0.9888755531664061),Equal (0.10048627921090272),Greater (0.9997321989488865),Equal (0.3284192533224545),Greater (0.9999999595469652),
