,full-existence,full-executive,full-existence-executive,full-property,full-existence-property,full-executive-property,full-existence-executive-property,full-,content management-existence,content management-executive,content management-existence-executive,content management-property,content management-existence-property,content management-executive-property,content management-existence-executive-property,content management-,data storage & processing-existence,data storage & processing-executive,data storage & processing-existence-executive,data storage & processing-property,data storage & processing-existence-property,data storage & processing-executive-property,data storage & processing-existence-executive-property,data storage & processing-,devops and cloud-existence,devops and cloud-executive,devops and cloud-existence-executive,devops and cloud-property,devops and cloud-existence-property,devops and cloud-executive-property,devops and cloud-existence-executive-property,devops and cloud-,soa and middlewares-existence,soa and middlewares-executive,soa and middlewares-existence-executive,soa and middlewares-property,soa and middlewares-existence-property,soa and middlewares-executive-property,soa and middlewares-existence-executive-property,soa and middlewares-,software development tools-existence,software development tools-executive,software development tools-existence-executive,software development tools-property,software development tools-existence-property,software development tools-executive-property,software development tools-existence-executive-property,software development tools-,web development-existence,web development-executive,web development-existence-executive,web development-property,web development-existence-property,web development-executive-property,web development-existence-executive-property,web development-,
content management-existence-executive,,,,,,,,,,,,Greater (0.9993530596779797),Equal (0.09097847534371012),Equal (0.06215271234917684),Equal (0.08144195744321917),Greater (0.9999999999999584),Greater (0.9993421270799152),Greater (1.0),Equal (0.08583862502404997),Equal (0.8582911024975208),Less (0.007383633320887188),Greater (0.9999953054939844),Equal (0.12212334565433342),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999993922),Greater (0.9999999529562053),Greater (0.9999999996173019),Greater (0.9999999999999839),Greater (0.9999960919056292),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999997810623344),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999997158),Greater (0.9999999754130938),Greater (0.999999881682385),Equal (0.5062655865135945),Equal (0.9970267535449082),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.08821635574650373),Greater (1.0),
content management-property,,,,,,,,,,,,,Less (1.1310072075184259e-08),Equal (0.27032244297223385),Less (0.0006596190458863061),Greater (0.999999363298718),Equal (0.9825222846476505),Greater (1.0),Equal (0.1322113458927429),Less (6.410744052108112e-05),Less (1.6233383861610774e-13),Greater (0.9838078312421101),Less (3.40253777843259e-05),Greater (0.9999999999999997),Greater (0.9999999999999998),Greater (0.9999999761188495),Greater (0.9998433717236251),Greater (0.9986644327064285),Greater (0.9998957315450886),Greater (0.9999999064220733),Greater (0.9793372421302251),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999999),Greater (0.9997853648192522),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999683033861),Greater (0.9996144172580369),Greater (0.9994403944649093),Less (0.0006918542676752571),Equal (0.43284519752431017),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999997),Greater (1.0),Greater (0.9999999999983201),Greater (1.0),Equal (0.578060847636462),Greater (1.0),
content management-existence-property,,,,,,,,,,,,,,Greater (0.9999255758636044),Equal (0.38579200720476403),Greater (1.0),Greater (0.9999999995521529),Greater (1.0),Greater (0.9999210699489783),Greater (0.991015483920498),Equal (0.5167616826847872),Greater (0.9999999999076967),Equal (0.7490809372216338),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999996643),Greater (1.0),Greater (1.0),Greater (0.9999999978453358),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999998051936141),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999994188),Greater (0.9999999999367869),Equal (0.4860550647574804),Equal (0.6200661411474757),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.989033973206738),Greater (1.0),
content management-executive-property,,,,,,,,,,,,,,,Less (0.002801008804422425),Greater (0.999998809724123),Equal (0.3043075746176681),Greater (1.0),Equal (0.8191180352556637),Equal (0.05816802648840036),Less (3.4244273623928375e-06),Greater (0.9957514193446731),Less (0.0015326338589761973),Greater (0.9999999999971019),Greater (0.9999999999999724),Greater (0.9999999985203112),Greater (0.9999993266839812),Greater (0.9998346967214073),Greater (0.9999917440485376),Greater (0.9999999980657129),Greater (0.9992075134098731),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999999),Greater (1.0),Greater (0.9999410412980635),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999975440244),Greater (0.999945682553339),Greater (0.999896540260835),Less (0.012575362606626315),Equal (0.6028816673456143),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999998),Greater (1.0),Greater (0.9999999999962196),Greater (1.0),Equal (0.35835359502185926),Greater (1.0),
content management-existence-executive-property,,,,,,,,,,,,,,,,Greater (0.9999969287342617),Greater (0.9967187218252193),Greater (0.9999999999731677),Greater (0.9882859552939379),Equal (0.08805340439927996),Equal (0.5481781947895674),Greater (0.9997094575539152),Equal (0.5407236418542873),Greater (0.9999998401548875),Greater (0.9999999962428118),Greater (0.9999999872418115),Greater (0.9999999371586508),Greater (0.9999900113235014),Greater (0.9999979531524152),Greater (0.999999996541668),Greater (0.9999983493441031),Greater (0.9999999995245431),Greater (1.0),Greater (1.0),Greater (0.9999999999654511),Greater (0.9999999999978559),Greater (0.9999999998813144),Greater (0.9999999999965538),Greater (0.999992887867902),Greater (1.0),Greater (0.9999999999493812),Greater (1.0),Greater (0.9999999906126895),Greater (0.9999952764370554),Greater (0.9999821658622551),Equal (0.2323288403370546),Equal (0.4260551202561289),Greater (1.0),Greater (0.9999999999999953),Greater (1.0),Greater (0.9999999999808151),Greater (0.9999999999981188),Greater (0.9999999965195377),Greater (0.9999999999995821),Greater (0.9908656315737406),Greater (1.0),
content management-,,,,,,,,,,,,,,,,,Less (1.4029025438325508e-46),Greater (1.0),Less (3.189072224313548e-13),Less (2.8850501058229008e-43),Less (4.747769273896498e-116),Equal (0.4254136107946531),Less (1.391871082959841e-11),Greater (1.0),Greater (1.0),Less (0.017528143234508166),Less (0.0003488282090869055),Equal (0.8913310368915143),Equal (0.5566070974362445),Greater (0.9878988155600056),Equal (0.3911207026862865),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999998165),Greater (0.9999999999999997),Greater (0.9999999999996245),Greater (0.9999999999772998),Greater (0.991782437985106),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9995814209767536),Equal (0.3287840081420853),Equal (0.2289956904892403),Less (2.7848499959041622e-08),Equal (0.14138649116333157),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999036596),Greater (0.9999999999999996),Greater (0.9999998230694495),Greater (0.9999999999890021),Equal (0.5737239189751161),Greater (1.0),
data storage & processing-existence,,,,,,,,,,,,,,,,,,Greater (1.0),Less (0.017093340839024775),Less (1.9314337536349635e-08),Less (3.4489190708358845e-32),Greater (0.9886397699881045),Less (8.414776439262918e-05),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999997930792623),Greater (0.998593056775613),Greater (0.9999561077366378),Greater (0.9999998311298505),Equal (0.07382583970476768),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999416),Greater (0.998577298571812),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999764399866),Greater (0.999742288488003),Greater (0.9991848949806543),Less (0.004597250364594392),Equal (0.5224109683086275),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999839),Greater (1.0),Greater (0.9999999999984378),Greater (0.9999999999999668),Equal (0.6643965543546551),Greater (1.0),
data storage & processing-executive,,,,,,,,,,,,,,,,,,,Less (3.930666174595143e-56),Less (9.306568923225199e-130),Less (2.762901688796626e-245),Less (8.761446585543917e-15),Less (9.895267041823918e-26),Less (4.9326568367996763e-107),Less (9.584094465191453e-41),Less (0.0),Less (7.111987118746062e-97),Less (4.667136682352977e-11),Less (1.8855191663533163e-13),Less (8.738701896315126e-08),Less (7.478890517725615e-11),Less (3.8033297988500097e-87),Greater (1.0),Greater (1.0),Equal (0.9107027757423707),Equal (0.24316952815972182),Equal (0.6081851861569654),Equal (0.25856230814600234),Equal (0.9154998329769602),Greater (1.0),Equal (0.1808496787366317),Greater (1.0),Equal (0.05296701105353385),Less (3.0366479746443477e-06),Less (0.00011610319631272712),Less (1.9150655766936424e-19),Less (0.0031237979840886046),Greater (1.0),Greater (0.9999999999305128),Greater (1.0),Equal (0.6333672394261876),Equal (0.15925381689141094),Equal (0.094993935357274),Equal (0.07874149734874934),Less (0.003927798509823651),Greater (1.0),
data storage & processing-existence-executive,,,,,,,,,,,,,,,,,,,,Equal (0.054871551048535756),Less (4.1654359015981125e-08),Greater (0.9996797516543924),Less (0.003092876835377509),Greater (1.0),Greater (1.0),Greater (0.9999999999999942),Greater (0.9999999297306553),Greater (0.9999633385145693),Greater (0.9999990440909533),Greater (0.9999999979809086),Greater (0.9955461081400939),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9998571013612634),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999979757913),Greater (0.9999918523070985),Greater (0.9999705506614925),Equal (0.07762750578273453),Equal (0.7191150045428636),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999999999991),Greater (1.0),Equal (0.3541306181427468),Greater (1.0),
data storage & processing-property,,,,,,,,,,,,,,,,,,,,,Less (1.0971867369267909e-05),Greater (0.9999998979606605),Equal (0.07256674589558276),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999981512865),Greater (0.9999999999996113),Greater (1.0),Greater (0.9999955078798746),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999870300257647),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999551),Greater (0.9999999986797355),Greater (0.9999999651901659),Equal (0.3994130781033355),Equal (0.9971895043656478),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.13395176671745138),Greater (1.0),
data storage & processing-existence-property,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999999989),Equal (0.9840010636201204),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999435476),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999714093043),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999998),Greater (0.9999999999997616),Equal (0.3477801781426504),Equal (0.5617317416173212),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9892372590163),Greater (1.0),
data storage & processing-executive-property,,,,,,,,,,,,,,,,,,,,,,,Less (1.6161469220923321e-06),Greater (0.9997922419987045),Greater (0.999426538674598),Equal (0.7216876892811626),Equal (0.33692667531871123),Equal (0.5609676131377075),Equal (0.397520498279053),Equal (0.05722165661918245),Equal (0.6702649319658908),Greater (0.99999810575844),Greater (1.0),Greater (1.0),Greater (0.999999952920318),Greater (0.9999999995334927),Greater (0.99999994346694),Greater (0.9999999359516779),Greater (0.9880410307722292),Greater (1.0),Greater (0.9999999999911333),Greater (1.0),Greater (0.9984995637439036),Equal (0.17843982724050433),Equal (0.1609476292771317),Less (0.00016142397404800984),Equal (0.23904476218526227),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999998332423436),Greater (0.999999999693548),Greater (0.9999726405466038),Greater (0.9999999826084593),Equal (0.7829999510658383),Greater (1.0),
data storage & processing-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999999984),Greater (1.0),Greater (0.9999999999999984),Greater (0.999999999999561),Greater (0.9999999861765317),Greater (0.9999999996269494),Greater (0.9999999999999664),Greater (0.9999999285710759),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999990510528808),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999996101),Greater (0.9999999933697526),Greater (0.99999995538564),Equal (0.5986507407060548),Equal (0.5526868837059242),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999992),Greater (1.0),Greater (0.9879395895453952),Greater (1.0),
data storage & processing-,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.45748284798633565),Less (5.392836006720757e-119),Less (1.5905145146546119e-24),Less (0.008569160427031175),Less (0.008111880677134226),Equal (0.5049043474598676),Less (0.002355555130185874),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999709494474232),Greater (0.9999997357248636),Greater (0.9999466147207992),Greater (0.9999825671588232),Equal (0.18291971675732788),Greater (1.0),Greater (0.9999999999999994),Greater (1.0),Equal (0.2446310182194038),Equal (0.25220895804043353),Equal (0.4741357334781495),Less (3.077670791716902e-11),Equal (0.057322802088611534),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999153572892843),Greater (0.9999998056580466),Greater (0.9842657648851328),Greater (0.9999969585485682),Equal (0.17870561440903288),Greater (1.0),
devops and cloud-existence,,,,,,,,,,,,,,,,,,,,,,,,,,Less (6.381221424470723e-28),Less (3.9705730263658817e-20),Less (0.011910440535064258),Less (0.012730365547502034),Equal (0.5059605845796494),Less (0.0012271840489622432),Greater (0.9997589408364013),Greater (1.0),Greater (1.0),Greater (0.9999994649252986),Greater (0.9999999837732574),Greater (0.9999945097645613),Greater (0.9999999099057414),Equal (0.07978404783690204),Greater (1.0),Greater (0.9999999999999917),Greater (1.0),Equal (0.12842139182974402),Equal (0.21230874665960375),Equal (0.5583650277545257),Less (5.529051161794876e-14),Less (0.017197474830123446),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999972036826669),Greater (0.9999999958663301),Greater (0.9958733598500575),Greater (0.999999965400251),Equal (0.1754112533888541),Greater (1.0),
devops and cloud-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.05778991773052267),Equal (0.44977625570369817),Equal (0.1455172577690787),Greater (0.9985130753145363),Equal (0.7644645465635849),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9990176460339651),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999896124080472),Equal (0.25704276961599093),Equal (0.10803816111148205),Less (1.8292324560237224e-12),Equal (0.08490832854862693),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999999999998),Greater (1.0),Greater (0.9999999983619183),Greater (1.0),Equal (0.6488039587728462),Greater (1.0),
