,existence-full,existence-content management,existence-data storage & processing,existence-devops and cloud,existence-soa and middlewares,existence-software development tools,existence-web development,executive-full,executive-content management,executive-data storage & processing,executive-devops and cloud,executive-soa and middlewares,executive-software development tools,executive-web development,existence-executive-full,existence-executive-content management,existence-executive-data storage & processing,existence-executive-devops and cloud,existence-executive-soa and middlewares,existence-executive-software development tools,existence-executive-web development,property-full,property-content management,property-data storage & processing,property-devops and cloud,property-soa and middlewares,property-software development tools,property-web development,existence-property-full,existence-property-content management,existence-property-data storage & processing,existence-property-devops and cloud,existence-property-soa and middlewares,existence-property-software development tools,existence-property-web development,executive-property-full,executive-property-content management,executive-property-data storage & processing,executive-property-devops and cloud,executive-property-soa and middlewares,executive-property-software development tools,executive-property-web development,existence-executive-property-full,existence-executive-property-content management,existence-executive-property-data storage & processing,existence-executive-property-devops and cloud,existence-executive-property-soa and middlewares,existence-executive-property-software development tools,existence-executive-property-web development,-full,-content management,-data storage & processing,-devops and cloud,-soa and middlewares,-software development tools,-web development,
executive-devops and cloud,,,,,,,,,,,,Equal (0.15634763650712072),Less (7.945747462315755e-17),Less (9.004086835221783e-06),,,,,,,,Less (4.853943143827288e-125),Less (0.0),Less (3.7157512205033325e-50),Less (3.5984032120550882e-12),Equal (0.08683596413400313),Less (1.2186353680115334e-05),Less (7.678653186027165e-07),Less (1.2090988630869238e-63),Less (5.319249141608401e-162),Less (2.063505496407381e-32),Less (4.561406808554171e-05),Less (0.00245725142157448),Equal (0.6954819968319188),Equal (0.055183181533924375),Less (6.104202328740708e-31),Less (7.542977073608399e-53),Less (4.479139871892423e-17),Equal (0.6625930977148418),Less (0.0007957383204579686),Less (0.0007957383204579686),Equal (0.8060564592978957),,,,,,,,Less (1.2912259353034811e-123),Less (0.0),Less (3.25069807392373e-75),Less (6.621607552570053e-96),Less (1.1920694451439014e-13),Less (1.2366895446291903e-69),Less (3.315096295801418e-51),
executive-soa and middlewares,,,,,,,,,,,,,Less (3.185362774819726e-13),Less (6.029539964504737e-06),,,,,,,,Less (6.242769616626052e-64),Less (2.1567502588522135e-260),Less (4.946902541132545e-33),Less (2.0024858227892246e-13),Less (0.008631257124903273),Less (3.7171527620361466e-07),Less (1.876111155455621e-08),Less (5.815667100267211e-47),Less (2.2319136674005142e-154),Less (3.374569937360125e-29),Less (1.5536426852257324e-06),Less (0.00028773441697355545),Equal (0.7436976560431713),Less (0.008208654853336092),Less (1.696461381596002e-33),Less (8.446797537105709e-65),Less (3.8382714282814506e-21),Equal (0.7154466908133006),Less (7.022717446259233e-05),Less (7.022717446259233e-05),Equal (0.837777266788578),,,,,,,,Less (1.346639341549593e-54),Less (1.1042404101079717e-165),Less (5.96900734353033e-35),Less (1.367796422885555e-43),Less (4.116859673475152e-09),Less (7.437768924429128e-33),Less (3.045476973813764e-25),
executive-software development tools,,,,,,,,,,,,,,Greater (0.9998253916204555),,,,,,,,Less (1.3552274494927065e-25),Less (7.986295840540638e-142),Less (2.5139463366838544e-07),Equal (0.09030095682032174),Equal (0.2853023135516948),Equal (0.3948355439091187),Equal (0.33252603945628634),Less (7.639390960125683e-13),Less (1.270996133631686e-45),Less (5.008752179893923e-06),Equal (0.2065782515349015),Equal (0.45259993013129196),Equal (0.46164145652317534),Equal (0.647528909929488),Less (1.5513968949393645e-07),Less (2.209653634069615e-15),Less (7.613311625218858e-05),Equal (0.4118806127700987),Equal (0.19232627328116803),Equal (0.19232627328116803),Equal (0.6442332733710059),,,,,,,,Less (1.1132273841547083e-21),Less (6.440413915108506e-106),Less (6.399086187959131e-09),Less (3.6975853380834844e-14),Greater (0.9997652901645915),Less (1.1416571783330516e-07),Less (0.0007878304353757023),
executive-web development,,,,,,,,,,,,,,,,,,,,,,Less (3.369155541114479e-56),Less (7.991772704999677e-248),Less (7.00719528377981e-20),Less (6.662006598443742e-05),Equal (0.8657842880418605),Less (0.012249500869316546),Less (0.005197251105649732),Less (3.6787272825692725e-28),Less (5.745245985632039e-81),Less (7.894487774071259e-14),Less (0.009752031669433569),Equal (0.11089501512524412),Equal (0.5795414608023607),Equal (0.2904360401005668),Less (1.39822643703317e-14),Less (1.0124693701397892e-26),Less (1.518633595275264e-08),Equal (0.5368276546042727),Less (0.02114619231829878),Less (0.02114619231829878),Equal (0.7281852563874556),,,,,,,,Less (9.951859588240075e-53),Less (1.1392841843216154e-196),Less (2.90438289758174e-28),Less (1.2340991202451148e-38),Equal (0.15458540030221035),Less (1.486317649651842e-25),Less (1.1002242033937726e-16),
existence-executive-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
property-full,,,,,,,,,,,,,,,,,,,,,,,Less (7.816705382501315e-55),Greater (0.9999755024045495),Greater (0.9985234212631766),Greater (0.9999927631648303),Greater (0.9865645607766457),Greater (0.9945655359735135),Equal (0.8134237420518212),Less (8.755033006352916e-13),Equal (0.14088113340584407),Equal (0.38181500872000584),Equal (0.3170419521559328),Equal (0.169654977688249),Equal (0.41981628305484775),Equal (0.4342681442870342),Less (0.00011780503684671703),Equal (0.41978554719367245),Equal (0.1258389423804313),Equal (0.9951205967765326),Equal (0.9951205967765326),Equal (0.3887418979925191),,,,,,,,Greater (0.9999410606068886),Less (2.256230851475632e-40),Greater (1.0),Greater (0.9999999999988445),Greater (1.0),Greater (1.0),Greater (1.0),
property-content management,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999998168),Greater (0.9999999999999999),Greater (1.0),Equal (0.5632381841068542),Greater (1.0),Greater (0.9999819400168931),Greater (0.9999363547023373),Greater (0.9986023496786741),Greater (0.9982193004728591),Greater (0.9999979376367572),Equal (0.8844903775081032),Greater (0.9964574714854443),Greater (0.9995624730535334),Equal (0.08398997988341816),Equal (0.08398997988341816),Equal (0.059981636258213934),,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.3146522539561657),Greater (0.997974437116752),Equal (0.34772965763862473),Equal (0.282618613914706),Less (0.004959443784635613),Less (1.6867335377930114e-20),Equal (0.377413599588476),Equal (0.9745984248223273),Equal (0.7666189630719076),Equal (0.283430405782527),Equal (0.7685339881151579),Less (0.008986199503406357),Less (2.2875639476764996e-07),Equal (0.05991500092730851),Equal (0.23183978041301867),Equal (0.6272411102294126),Equal (0.6272411102294126),Equal (0.500958639922777),,,,,,,,Less (0.007350639317415233),Less (1.2039724621765054e-39),Equal (0.22051852774523728),Equal (0.5846024211420553),Greater (1.0),Equal (0.08636161563001381),Greater (0.9999219692213297),
property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.05301079779983349),Equal (0.8112950163721491),Equal (0.7912118691038539),Less (0.005604459837705038),Less (1.6893427331163592e-16),Equal (0.13754199430618463),Equal (0.6791885296343648),Equal (0.9319954840212233),Equal (0.3510188908213989),Equal (0.9865750442024604),Less (0.003879329843266554),Less (4.538632453021036e-08),Less (0.011360550292504759),Equal (0.2984392538284908),Equal (0.4527780289692299),Equal (0.4527780289692299),Equal (0.5593840064114901),,,,,,,,Less (0.017600504834475117),Less (7.742423162825817e-12),Equal (0.5565102618377811),Equal (0.18811308927348924),Greater (0.9997147867196884),Equal (0.701432364563711),Equal (0.6433304720605879),
property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.15048754407520856),Equal (0.12683025088353952),Less (2.8309323259922526e-05),Less (4.0619608741955226e-22),Less (0.0007268307553539201),Equal (0.0793989724061116),Equal (0.2078403477754145),Equal (0.5661630443507288),Equal (0.3729973541213202),Less (1.066372307539586e-05),Less (3.837793941046558e-14),Less (5.538207997712089e-05),Equal (0.5220379968048192),Equal (0.07738103614787414),Equal (0.07738103614787414),Equal (0.7212694306875242),,,,,,,,Less (0.00011207195003326754),Less (8.82699694564959e-14),Less (0.004385607152541633),Less (0.0008702135545820396),Equal (0.8415373833305145),Less (0.0063979937718386904),Equal (0.05222588641235274),
property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (1.0),Less (0.02231799585740581),Less (3.197462514697882e-11),Equal (0.18855115721012716),Equal (0.5981005845794848),Equal (0.8303744992595794),Equal (0.38022926849260796),Equal (0.9303692589293627),Less (0.009880697391448794),Less (4.797560889541574e-07),Less (0.015308678469564716),Equal (0.3276740120190833),Equal (0.4043455838386655),Equal (0.4043455838386655),Equal (0.5845214570939945),,,,,,,,Equal (0.10363436949530824),Less (1.6224391676210827e-06),Equal (0.5142276287530954),Equal (0.26175739061226044),Equal (0.059048553565502565),Equal (0.6000775683001585),Equal (0.9901403801025142),
property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.011305995595875085),Less (2.7726494753880643e-13),Equal (0.1394449768744461),Equal (0.5811098377724118),Equal (0.8229584042467692),Equal (0.37976680290936016),Equal (0.9283731372115337),Less (0.005384471818611067),Less (1.0321115952873487e-07),Less (0.01080222994311157),Equal (0.32730597423521324),Equal (0.39537532324404434),Equal (0.39537532324404434),Equal (0.5834589658106402),,,,,,,,Equal (0.060072688274368624),Less (3.8463226427142904e-08),Equal (0.4502223145435361),Equal (0.19476922359438908),Greater (0.9851832945230582),Equal (0.544010290878798),Equal (0.9899365046030002),
existence-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (6.27588249940004e-11),Equal (0.27908050576684384),Equal (0.430433401630552),Equal (0.35426812847206335),Equal (0.1804359061534142),Equal (0.4500847459222568),Equal (0.40480530914529966),Less (0.000138210269852629),Equal (0.3955010490340102),Equal (0.1354766164660167),Equal (0.9757460304592891),Equal (0.9757460304592891),Equal (0.4007192583860337),,,,,,,,Equal (0.15740549645480129),Less (8.403136123643585e-10),Greater (0.9999844626544208),Greater (0.9976021664858034),Greater (1.0),Greater (0.9999972747592811),Greater (0.9999999996671215),
existence-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999983189),Greater (0.9999688452872214),Greater (0.9999262857625433),Greater (0.9989671289773744),Greater (0.9985434275804267),Greater (0.9999644536512334),Equal (0.8907574165326566),Greater (0.9961907110847353),Greater (0.9996781957422014),Equal (0.06823982722006589),Equal (0.06823982722006589),Greater (0.9759739645847978),,,,,,,,Greater (1.0),Greater (0.9999050359307029),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.7290920881054943),Equal (0.5825024190326976),Equal (0.2398928905254053),Equal (0.6294620782488243),Equal (0.12725996521619917),Less (1.3220772839291456e-05),Equal (0.17442055432973003),Equal (0.19019772634544063),Equal (0.777004909773805),Equal (0.777004909773805),Equal (0.4612392339021727),,,,,,,,Equal (0.7531286252976326),Less (1.108760176035642e-09),Equal (0.09072346046794091),Equal (0.4730932702002111),Greater (0.9999999999999565),Greater (0.9755657208438209),Greater (0.9991359107642235),
existence-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.8382631241091817),Equal (0.29792190163373977),Equal (0.8186658498138455),Equal (0.24576072786125325),Less (0.0005817312410186901),Equal (0.22865593028557096),Equal (0.24524933314709296),Equal (0.6701691389202359),Equal (0.6701691389202359),Equal (0.5195297245418317),,,,,,,,Equal (0.6399286921739912),Less (0.008190681409211737),Equal (0.8475724147802752),Equal (0.898723635133921),Greater (0.9792878940059986),Equal (0.7766607671147495),Equal (0.5092925792406426),
existence-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.35006247835015714),Equal (0.9567630902743662),Equal (0.20771222975925197),Less (0.0006921588748279247),Equal (0.18867808701523592),Equal (0.2963094119155584),Equal (0.5756357406075392),Equal (0.5756357406075392),Equal (0.5664720279137494),,,,,,,,Equal (0.5063389246688113),Less (0.010381713705315902),Equal (0.9052817367287722),Equal (0.7018624532384704),Equal (0.17672580912375158),Equal (0.9632788640032804),Equal (0.7954577592357579),
existence-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.37239750054728304),Equal (0.12436630986837273),Less (0.0019014773085654195),Equal (0.10595981474480615),Equal (1.0),Equal (0.1891910678876123),Equal (0.1891910678876123),Equal (1.0),,,,,,,,Equal (0.22053768112252203),Less (0.01949473551512591),Equal (0.3139186297681512),Equal (0.2669944483496506),Equal (0.5464128913641664),Equal (0.3259148178970802),Equal (0.3785750888444206),
existence-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.3080101041484541),Less (0.004578927201991999),Equal (0.27276481750881876),Equal (0.31715922888541004),Equal (0.5901690831051349),Equal (0.5901690831051349),Equal (0.5940760078110394),,,,,,,,Equal (0.5729185091280868),Equal (0.07644341217097836),Equal (0.8660730384858041),Equal (0.7190561056013594),Equal (0.379589693790243),Equal (0.9068694363434513),Equal (0.918368356533079),
executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.004506990814302628),Equal (0.8000341405213037),Equal (0.08689539471234851),Equal (0.8229524351951844),Equal (0.8229524351951844),Equal (0.3352911513215361),,,,,,,,Equal (0.10804354669203506),Equal (0.05340089695652335),Greater (0.9985730317216642),Greater (0.9894706557592222),Greater (0.9999999999998509),Greater (0.9992590363626412),Greater (0.9999703114979925),
executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.05107228853149493),Greater (0.9994127551648468),Equal (0.11590245153732529),Equal (0.11590245153732529),Equal (0.06548937465244187),,,,,,,,Greater (0.999994229213774),Equal (0.07271773662157009),Greater (0.9999999900271179),Greater (0.9999997106927024),Greater (1.0),Greater (0.9999999966320999),Greater (0.9999999999798727),
executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.07166189492511355),Equal (0.7396768252634731),Equal (0.7396768252634731),Equal (0.31222840083160075),,,,,,,,Equal (0.17950173864714758),Equal (0.35772131979085187),Greater (0.9875206168275099),Equal (0.07160894186266965),Greater (0.9999998564634599),Greater (0.9912028478279358),Greater (0.9983039207233524),
executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.14090740179837008),Equal (0.14090740179837008),Equal (1.0),,,,,,,,Equal (0.17208148400560863),Less (0.010697321383032683),Equal (0.26165797684405945),Equal (0.2159893453201488),Equal (0.5013982156255707),Equal (0.2735180951695525),Equal (0.32636104291305257),
executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (1.0),Equal (0.43276758066778476),,,,,,,,Equal (0.8213919341413602),Equal (0.4069734951780849),Equal (0.5356418409548025),Equal (0.6694803165279789),Equal (0.06985092014966063),Equal (0.5002149739025142),Equal (0.36310874493127676),
executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.43276758066778476),,,,,,,,Equal (0.8213919341413602),Equal (0.4069734951780849),Equal (0.5356418409548025),Equal (0.6694803165279789),Equal (0.06985092014966063),Equal (0.5002149739025142),Equal (0.36310874493127676),
executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.4419358130355153),Equal (0.19509521283508002),Equal (0.5273486448369451),Equal (0.48599662617898354),Equal (0.7050224571525038),Equal (0.5375125310313574),Equal (0.5805022478297743),
existence-executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
