,existence-full,existence-content management,existence-data storage & processing,existence-devops and cloud,existence-soa and middlewares,existence-software development tools,existence-web development,executive-full,executive-content management,executive-data storage & processing,executive-devops and cloud,executive-soa and middlewares,executive-software development tools,executive-web development,existence-executive-full,existence-executive-content management,existence-executive-data storage & processing,existence-executive-devops and cloud,existence-executive-soa and middlewares,existence-executive-software development tools,existence-executive-web development,property-full,property-content management,property-data storage & processing,property-devops and cloud,property-soa and middlewares,property-software development tools,property-web development,existence-property-full,existence-property-content management,existence-property-data storage & processing,existence-property-devops and cloud,existence-property-soa and middlewares,existence-property-software development tools,existence-property-web development,executive-property-full,executive-property-content management,executive-property-data storage & processing,executive-property-devops and cloud,executive-property-soa and middlewares,executive-property-software development tools,executive-property-web development,existence-executive-property-full,existence-executive-property-content management,existence-executive-property-data storage & processing,existence-executive-property-devops and cloud,existence-executive-property-soa and middlewares,existence-executive-property-software development tools,existence-executive-property-web development,-full,-content management,-data storage & processing,-devops and cloud,-soa and middlewares,-software development tools,-web development,
executive-devops and cloud,,,,,,,,,,,,Greater (0.9996742859803708),Less (1.3347017214953046e-33),Less (1.5551790739349097e-21),Less (6.150338043858707e-65),Less (0.0),Less (5.550260330929732e-20),Equal (0.7914828697477139),Equal (0.5122482040668161),Less (1.6123321786974914e-09),Less (1.3275973317205585e-14),Less (3.2359487861562436e-243),Less (0.0),Less (1.3421743450934853e-83),Less (7.514636106862173e-05),Equal (0.5139809926320491),Less (7.356737736225505e-05),Less (0.00014201966513899486),Less (1.071331635704928e-178),Less (0.0),Less (3.131800211627449e-61),Less (1.5014446318090627e-10),Equal (0.3213138843663733),Less (6.920375624765452e-07),Less (1.4895082641650549e-08),Less (4.7084616571821945e-85),Less (1.8655458908016346e-174),Less (2.9016476621103404e-30),Equal (0.4138767702327141),Equal (0.6476257505549996),Less (0.0020423245754118222),Less (4.664801657893366e-11),Less (5.535938879248026e-41),Less (5.018202813115145e-130),Less (5.647924172805921e-16),Equal (0.14840683706106564),Equal (0.3515060366635874),Equal (0.36830243725955536),Equal (0.6293396427975961),Less (3.137915267924235e-293),Less (0.0),Less (4.342398498889123e-155),Less (1.3799605856845555e-246),Less (4.650489898973286e-11),Less (3.61834595169171e-135),Less (7.601356723688978e-87),
executive-soa and middlewares,,,,,,,,,,,,,Less (1.4330136324479238e-31),Less (3.760361786789344e-23),Less (1.1292368260150922e-54),Less (1.2788586900782586e-292),Less (1.0030555162714458e-26),Less (0.013202429118576565),Equal (0.7846416144751408),Less (1.7751540110886303e-14),Less (2.3442381047142426e-21),Less (4.5950308824389386e-148),Less (0.0),Less (2.3161092566308656e-75),Less (3.7268156481950024e-08),Equal (0.0733037632598564),Less (5.790285758173929e-08),Less (1.5302968840045864e-07),Less (4.0968353114538487e-112),Less (0.0),Less (3.4798835927487797e-56),Less (4.259568281502981e-16),Less (0.010838144407341942),Less (8.145963501880044e-11),Less (2.4308047709853947e-13),Less (3.5938836289055694e-76),Less (1.1899024601244564e-175),Less (6.589998298145578e-39),Equal (0.05013348125180627),Equal (0.19717997013584032),Less (1.9594543024691547e-05),Less (1.5131029220680745e-16),Less (3.546692869084903e-50),Less (1.3802924714584889e-164),Less (3.4469679990619096e-23),Less (0.008020318800466848),Equal (0.4505135142406106),Equal (0.17014706237176336),Equal (0.3557415895195434),Less (4.120610431348699e-129),Less (0.0),Less (5.129356864922911e-76),Less (2.725543791146128e-114),Less (1.0368590373481463e-13),Less (9.750656688596658e-70),Less (9.349674556572935e-50),
executive-software development tools,,,,,,,,,,,,,,Greater (0.9851428779781208),Less (1.0484775168957805e-06),Less (1.7730587570767249e-112),Less (0.01423131152265225),Greater (0.999999090456541),Greater (0.9981850081462796),Equal (0.05110605281214113),Less (0.0014833193486014464),Less (2.383649048773044e-55),Less (9.017631749444213e-246),Less (2.4107921171085987e-15),Equal (0.8502341297267297),Greater (0.9774194911257541),Equal (0.8251789668340235),Equal (0.934949313127628),Less (5.180242583586254e-34),Less (8.153494161240761e-193),Less (5.996404036843225e-08),Equal (0.34028057826022506),Greater (0.9819350580072019),Equal (0.2600932329854173),Equal (0.24106597552014042),Less (1.3150941734949761e-15),Less (1.1513799694559734e-55),Less (4.615513060482943e-06),Equal (0.06709919058174557),Equal (0.15095395389242147),Equal (0.8830709110751671),Less (0.005045098341136291),Less (3.23338149987033e-09),Less (2.333849146533572e-47),Less (0.00027172980007211214),Equal (0.5105860975079759),Equal (0.13626891275539552),Equal (0.9579223485059485),Equal (0.644030665729949),Less (6.565303608168321e-50),Less (1.274793710764139e-281),Less (3.5499484474616755e-14),Less (2.1015844042059875e-38),Greater (1.0),Less (7.985722121740596e-11),Less (0.005894358727582061),
executive-web development,,,,,,,,,,,,,,,Less (4.595360890982868e-12),Less (3.9360339166451096e-138),Less (0.00031100503011171916),Greater (0.9999076799829658),Greater (0.9925603555309045),Less (0.003928052139665924),Less (7.714701779619231e-05),Less (1.3901194764666619e-74),Less (8.878147222924299e-297),Less (1.202793297234139e-22),Equal (0.5764225166938374),Equal (0.14169153493377853),Equal (0.3757406819944844),Equal (0.4564141647071517),Less (1.331227574989111e-48),Less (2.973702987190454e-234),Less (3.3525363910501417e-13),Equal (0.05346562207063489),Equal (0.13903790739119498),Equal (0.07221024659237546),Less (0.024599441624459654),Less (5.0305129915709634e-23),Less (1.0673218356509318e-69),Less (8.973006836503318e-09),Equal (0.19285925079276345),Equal (0.2909170462158469),Equal (0.512560886352158),Less (0.0005631793098592152),Less (7.088315366793119e-13),Less (1.210357560710261e-57),Less (1.093227283114663e-05),Equal (0.8011703747757721),Equal (0.173932295032747),Equal (0.8984468502319574),Equal (0.7818852177240816),Less (9.097350333169141e-72),Less (0.0),Less (8.209702903776937e-26),Less (3.2738153458843823e-57),Greater (0.9999999798637264),Less (7.070455962252564e-21),Less (3.169300776503348e-08),
existence-executive-full,,,,,,,,,,,,,,,,Less (2.0609623084178097e-62),Equal (0.5700455920605882),Greater (0.9999999999995839),Greater (0.9999749114649285),Equal (0.7005229695915027),Equal (0.2370760307600902),Less (1.292786867357795e-19),Less (3.5001907801813835e-135),Less (0.0002769793450403463),Equal (0.05980387250026546),Greater (0.9994439125392051),Equal (0.2021929016418509),Equal (0.15553478313857935),Less (1.73477394580912e-09),Less (2.73741073885632e-105),Equal (0.3338407081982284),Equal (0.21501700955652525),Greater (0.9997967862013867),Equal (0.7109760503318162),Equal (0.5480836763806491),Less (0.00023417311704086963),Less (8.822373256211666e-30),Equal (0.07508925934846246),Greater (0.998933493158506),Greater (0.9902269310326349),Equal (0.3170676241087761),Equal (0.280845447036538),Less (0.0015333539258698009),Less (5.438908564768334e-29),Equal (0.08090000740813488),Equal (0.11080442989938845),Equal (0.06764807871994899),Equal (0.6411376019128845),Equal (0.37116989093652397),Less (1.0823123804424684e-11),Less (4.86820601508937e-126),Equal (0.6601800842128511),Less (9.439766686642255e-08),Greater (1.0),Equal (0.6817579150644282),Greater (0.9999414328335899),
existence-executive-content management,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999592303),Greater (0.9999999998237666),Greater (1.0),Equal (0.05224318136581321),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.37359803039913275),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999998619),Greater (1.0),Greater (1.0),Greater (0.9844423767292331),Greater (1.0),Greater (1.0),Greater (0.9999999999999853),Greater (0.9999999999923018),Greater (0.9999999164511688),Greater (0.9999999999999962),Equal (0.1142074973943614),Greater (0.9999998988857349),Greater (0.9999999999892624),Greater (0.9999929922334129),Greater (0.9960506191472192),Greater (0.9996617272746499),Greater (1.0),Greater (0.9998512802649392),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-data storage & processing,,,,,,,,,,,,,,,,,,Greater (0.9999999897854943),Greater (0.9998752617547343),Equal (0.5206644830614884),Equal (0.16813391163357838),Less (1.122855214916209e-08),Less (9.351831083577279e-57),Less (0.0024976288713845574),Equal (0.1722507842718216),Greater (0.9976451181897688),Equal (0.38056755721154545),Equal (0.3120022547840656),Less (5.562403663599602e-05),Less (1.791760911252822e-46),Equal (0.2426258638504506),Equal (0.5098638023662765),Greater (0.9986241788066255),Equal (0.9580054589153109),Equal (0.8374799210210436),Less (0.002316332929204654),Less (1.8275387278972659e-19),Equal (0.06255233547301131),Greater (0.9959699569441907),Greater (0.9811064014902903),Equal (0.47263688714111485),Equal (0.20242434059496306),Less (0.0025941245961698107),Less (1.2416880114376238e-24),Equal (0.05866623689945994),Equal (0.1786518936600623),Equal (0.08044715582011316),Equal (0.7065265521476266),Equal (0.4272186431878623),Less (6.869340265652924e-05),Less (4.025010147668119e-34),Equal (0.402640230391595),Less (0.0008572456833834112),Greater (0.9999999999113373),Equal (0.6687346799009264),Equal (0.21431197254210876),
existence-executive-devops and cloud,,,,,,,,,,,,,,,,,,,Equal (0.47345739999255576),Less (1.031010051624375e-06),Less (1.7326397116245055e-09),Less (7.507261230400258e-36),Less (3.6213682832519254e-133),Less (1.639498273987884e-20),Less (0.0018914554078890355),Equal (0.6462060845133906),Less (0.0012257621963511836),Less (0.0019312988047919127),Less (1.734701894237544e-26),Less (5.398823986814701e-113),Less (1.7460214537747766e-14),Less (6.201781313947474e-06),Equal (0.4727571429653217),Less (5.030316336154109e-05),Less (1.2066430125447672e-05),Less (1.1593456815091599e-20),Less (5.227211239291795e-59),Less (6.277973100896707e-14),Equal (0.5439144895412111),Equal (0.7364071415369253),Less (0.007307123823778523),Less (5.2270065169067315e-08),Less (8.873528833441162e-18),Less (1.2045813192441707e-72),Less (1.1190981431805175e-10),Equal (0.21541882857648142),Equal (0.3396291352874167),Equal (0.405832392586443),Equal (0.6712470460135618),Less (3.3285153637239306e-27),Less (2.4776884984743456e-90),Less (2.802774398873327e-15),Less (4.506781053970444e-24),Equal (0.05996384108201213),Less (5.2711210924981246e-14),Less (1.3736766909767654e-09),
existence-executive-soa and middlewares,,,,,,,,,,,,,,,,,,,,Less (7.360749101178638e-05),Less (4.899262700072566e-06),Less (3.6566587067751214e-11),Less (8.06633571967887e-39),Less (1.1701560833216852e-07),Less (0.006523911861690548),Equal (0.349573511638799),Less (0.003993076382384402),Less (0.0052542547075143855),Less (1.0214076671279824e-08),Less (2.115373591383498e-33),Less (7.634437708851066e-06),Less (0.0007479205456973686),Equal (0.261386428610038),Less (0.0005946226637000219),Less (0.0004971947193547978),Less (1.094453339702171e-07),Less (9.7454272498734e-21),Less (9.7752812735902e-07),Equal (0.2977289494989017),Equal (0.43043456925515133),Less (0.00807020374332436),Less (8.882820556249986e-06),Less (5.360602468131368e-08),Less (3.152811713145941e-33),Less (8.124420893015705e-07),Equal (0.12569724306629312),Equal (0.4226808087045798),Equal (0.26126403550629873),Equal (0.4709424641878799),Less (1.4711115571161e-08),Less (8.880331134520426e-24),Less (1.3422915909014867e-05),Less (8.243391336604765e-08),Equal (0.11574976957631067),Less (2.7557606242460774e-05),Less (0.00038921180982723),
existence-executive-software development tools,,,,,,,,,,,,,,,,,,,,,Equal (0.6064489640025019),Less (0.010824963903253144),Less (4.2062858299172807e-16),Equal (0.3488544362215472),Equal (0.10603235275087967),Greater (0.9983416151898102),Equal (0.22092084821315416),Equal (0.18295025362909156),Equal (0.16814111032266243),Less (1.868415549863417e-13),Equal (0.9833413799966618),Equal (0.28119850920220446),Greater (0.9987664847293964),Equal (0.5811843452223135),Equal (0.4756224180803803),Equal (0.3441986644377254),Less (5.518718092013704e-07),Equal (0.5342097333575515),Greater (0.9972618648379151),Greater (0.989221277952693),Equal (0.2880387438075449),Equal (0.5916573685210099),Equal (0.224216870613537),Less (8.582833512170161e-12),Equal (0.34134733030408626),Equal (0.10854624168149914),Equal (0.05532858099292684),Equal (0.5819695361137538),Equal (0.3289836525082127),Equal (0.20995227198585886),Less (2.5964659503990538e-08),Equal (0.7723234039078863),Equal (0.364369487428176),Greater (0.9999872951657452),Equal (0.6124849277433136),Equal (0.16293314540851922),
existence-executive-web development,,,,,,,,,,,,,,,,,,,,,,Equal (0.07495675108557669),Less (1.2177414354131798e-15),Equal (0.7607452434822948),Greater (0.9891862978336403),Greater (0.9998233222635171),Equal (0.06778259463002761),Equal (0.052882886327459806),Equal (0.4394706494911589),Less (6.112359583466746e-13),Equal (0.4460683650806817),Equal (0.07203999525845402),Greater (0.9999086339403355),Equal (0.2714184187945491),Equal (0.18232838753151315),Equal (0.7558753066750145),Less (2.656500609401746e-06),Equal (0.9864937664361911),Greater (0.9996640763104702),Greater (0.9970706674571206),Equal (0.12091581971204496),Equal (0.9482718183372886),Equal (0.5084866552122569),Less (6.915981405688195e-11),Equal (0.6364056510822951),Greater (0.9797726439064978),Greater (0.9823233419756251),Equal (0.4612284362203648),Equal (0.2346650356701614),Equal (0.5355844759401409),Less (1.1280268895999134e-07),Equal (0.2678239871773157),Equal (0.8170858603358278),Greater (0.999999991221432),Equal (0.17522386615482577),Greater (0.9911090426765182),
property-full,,,,,,,,,,,,,,,,,,,,,,,Less (4.327300991740741e-65),Greater (0.9998762377511364),Greater (0.999999836385218),Greater (0.9999999973712215),Greater (0.9999763748365964),Greater (0.9999879705625646),Greater (0.9998344364802444),Less (5.693851424087167e-47),Greater (0.9999999999948644),Greater (0.9999999427576098),Greater (0.9999999999574074),Greater (0.9988287701959784),Greater (0.9999282744062757),Greater (0.9998808918216396),Less (4.660335487958816e-09),Greater (0.9959114153865346),Greater (0.999999989561166),Greater (0.9999844446959427),Greater (0.999105434813812),Equal (0.16188745079685574),Equal (0.11467941570805618),Less (1.7360706890270573e-12),Equal (0.30151898710017944),Greater (0.9996768143411376),Greater (0.9954543330715397),Equal (0.21944682262170956),Equal (0.08091199470702015),Greater (0.9999999981543515),Less (4.2134685940114184e-55),Greater (1.0),Greater (0.9999999999999858),Greater (1.0),Greater (1.0),Greater (1.0),
