,full-existence,full-executive,full-existence-executive,full-property,full-existence-property,full-executive-property,full-existence-executive-property,full-,content management-existence,content management-executive,content management-existence-executive,content management-property,content management-existence-property,content management-executive-property,content management-existence-executive-property,content management-,data storage & processing-existence,data storage & processing-executive,data storage & processing-existence-executive,data storage & processing-property,data storage & processing-existence-property,data storage & processing-executive-property,data storage & processing-existence-executive-property,data storage & processing-,devops and cloud-existence,devops and cloud-executive,devops and cloud-existence-executive,devops and cloud-property,devops and cloud-existence-property,devops and cloud-executive-property,devops and cloud-existence-executive-property,devops and cloud-,soa and middlewares-existence,soa and middlewares-executive,soa and middlewares-existence-executive,soa and middlewares-property,soa and middlewares-existence-property,soa and middlewares-executive-property,soa and middlewares-existence-executive-property,soa and middlewares-,software development tools-existence,software development tools-executive,software development tools-existence-executive,software development tools-property,software development tools-existence-property,software development tools-executive-property,software development tools-existence-executive-property,software development tools-,web development-existence,web development-executive,web development-existence-executive,web development-property,web development-existence-property,web development-executive-property,web development-existence-executive-property,web development-,
content management-existence-executive,,,,,,,,,,,,Equal (0.05224318136581321),Equal (0.37359803039913275),Greater (0.9844423767292331),Equal (0.1142074973943614),Greater (0.9998512802649392),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999998988857349),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999892624),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999853),Greater (0.9999929922334129),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999592303),Greater (1.0),Greater (0.9999999999998619),Greater (0.9999999999923018),Greater (0.9960506191472192),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999998237666),Greater (1.0),Greater (1.0),Greater (0.9999999164511688),Greater (0.9996617272746499),Greater (1.0),
content management-property,,,,,,,,,,,,,Equal (0.22007272112065823),Greater (0.9999866516809627),Equal (0.4886458191037125),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999844298),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999988),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999996766594317),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999996),Greater (1.0),Greater (1.0),Greater (0.9999999999999997),Greater (0.9990760260684265),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999988),Greater (1.0),Greater (1.0),Greater (0.9999999999719413),Greater (0.9999635499820104),Greater (1.0),
content management-existence-property,,,,,,,,,,,,,,Greater (0.9992765828455038),Equal (0.23856842063334915),Greater (0.9999999999774994),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999981687768),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999997945),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999999),Greater (0.9999979091714327),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999998134),Greater (1.0),Greater (0.9999999999999998),Greater (0.9999999999999203),Greater (0.9978088301569934),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999993895),Greater (1.0),Greater (1.0),Greater (0.9999999977874019),Greater (0.9998607288236249),Greater (1.0),
content management-executive-property,,,,,,,,,,,,,,,Less (0.0018894219558917979),Equal (0.8943929497076502),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999883),Greater (1.0),Greater (0.9999999995967224),Greater (0.9998720214423832),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999996),Greater (1.0),Greater (0.9999999999999999),Greater (0.9999999714441217),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999999810833),Greater (0.9998849714967154),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999994491927012),Greater (0.9999999999922456),Greater (0.9999999901672796),Greater (0.9999999535468357),Greater (0.98375038674387),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999997348082659),Greater (0.9999999999977202),Greater (0.9999999999885628),Greater (0.9999307093871057),Greater (0.9973372884717623),Greater (1.0),
content management-existence-executive-property,,,,,,,,,,,,,,,,Greater (0.9997379082781888),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999962),Greater (0.9999999830314875),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999998834),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999996962200398),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999914954),Greater (1.0),Greater (0.9999999999999708),Greater (0.9999999999997782),Greater (0.9992207900284962),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999314003),Greater (1.0),Greater (1.0),Greater (0.9999999918605611),Greater (0.9999646191061156),Greater (1.0),
content management-,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999992),Greater (0.9999811793525638),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999995996157),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999841134),Greater (0.9999176746598616),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999740355362),Greater (0.9999999999999843),Greater (0.9999999998383259),Greater (0.9999999960431177),Greater (0.9852383043593235),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999887198099),Greater (0.9999999999999961),Greater (0.9999999999999957),Greater (0.9999865952257283),Greater (0.9978869514037741),Greater (1.0),
data storage & processing-existence,,,,,,,,,,,,,,,,,,Greater (0.9872421387131591),Equal (0.4046252874580618),Less (5.014340450524117e-10),Less (0.00033430332642170427),Less (0.0006985958613994293),Less (0.0043417015318592414),Less (1.6790785387076294e-07),Less (2.0674571751990998e-07),Greater (1.0),Greater (0.9999999993501271),Equal (0.2982242710248829),Equal (0.8837558879264928),Greater (0.9927620641743111),Equal (0.2631561797365909),Less (1.3315108426534687e-32),Greater (1.0),Greater (1.0),Greater (0.9997388106463505),Greater (0.9957145842787607),Greater (0.9975837053358327),Equal (0.06079841381841404),Equal (0.09989371098718693),Greater (1.0),Equal (0.3361235241000955),Greater (0.997121634515595),Equal (0.24083560146931782),Equal (0.6014413863377306),Equal (0.7010186020103308),Equal (0.6721891159530833),Equal (0.7958944141101999),Less (8.287663473749699e-05),Greater (0.9999800503356159),Greater (0.999999879692873),Less (0.0182311380432947),Equal (0.5017417833448168),Equal (0.7693672470949791),Equal (0.06645414808625973),Equal (0.5020584345727165),Equal (0.30251903956861437),
data storage & processing-executive,,,,,,,,,,,,,,,,,,,Equal (0.0720697275328207),Less (2.4213645349704173e-15),Less (1.9075299287608997e-07),Less (1.8078800273025252e-05),Less (0.000662296190353662),Less (1.2115471816931896e-19),Less (8.693928522532118e-14),Greater (1.0),Greater (0.9999999414979704),Equal (0.6328680515039774),Equal (0.548108381925393),Greater (0.9796299955016691),Equal (0.4152835041315127),Less (1.8963131622487337e-61),Greater (1.0),Greater (1.0),Greater (0.9990483525364667),Greater (0.986877307155633),Greater (0.9906725268268332),Equal (0.11262273653380073),Equal (0.12328996355373044),Greater (1.0),Less (0.007288978923554213),Equal (0.335306314164763),Equal (0.0879760155887988),Equal (0.9777245072436692),Equal (0.37600163091284033),Equal (0.9650058047153858),Equal (0.9030566406299572),Less (1.1645918734233738e-13),Greater (0.9984104342578012),Greater (0.9997423772879863),Less (0.00337646534923097),Equal (0.8641902369590713),Equal (0.3735284282643976),Less (0.009539659841150782),Equal (0.5944284741592065),Equal (0.05320772089455518),
data storage & processing-existence-executive,,,,,,,,,,,,,,,,,,,,Less (0.0024976288713845574),Equal (0.2426258638504506),Equal (0.06255233547301131),Equal (0.05866623689945994),Equal (0.402640230391595),Equal (0.11353574249590044),Greater (1.0),Greater (0.9999999897854943),Equal (0.1722507842718216),Equal (0.5098638023662765),Greater (0.9959699569441907),Equal (0.1786518936600623),Less (0.0008572456833834111),Greater (0.9999999999999992),Greater (1.0),Greater (0.9998752617547343),Greater (0.9976451181897688),Greater (0.9986241788066255),Greater (0.9811064014902903),Equal (0.08044715582011316),Greater (0.9999999999113373),Equal (0.8580322737547205),Greater (0.9857694112244695),Equal (0.5206644830614884),Equal (0.38056755721154545),Equal (0.9580054589153109),Equal (0.47263688714111485),Equal (0.7065265521476266),Equal (0.6687346799009264),Greater (0.9997089694707908),Greater (0.9996890167058997),Equal (0.16813391163357838),Equal (0.3120022547840656),Equal (0.8374799210210436),Equal (0.20242434059496306),Equal (0.4272186431878623),Equal (0.21431197254210876),
data storage & processing-property,,,,,,,,,,,,,,,,,,,,,Greater (0.9899418945398991),Equal (0.6892402295593567),Equal (0.7449213673351484),Greater (0.9999716511406794),Greater (0.9859970301599861),Greater (1.0),Greater (1.0),Greater (0.9996060338410443),Greater (0.9989573641101843),Greater (0.9999881478836095),Greater (0.9929872570579744),Equal (0.8161111962478568),Greater (1.0),Greater (1.0),Greater (0.999999883041692),Greater (0.9999953652253912),Greater (0.9999994120578976),Greater (0.999289403804622),Greater (0.9857295728320115),Greater (1.0),Greater (0.9999767308902301),Greater (0.9999999999999976),Equal (0.3488544362215472),Greater (0.9951428725767889),Equal (0.09721955960592381),Greater (0.9782158170433006),Equal (0.40074301423748526),Greater (0.9999985120005362),Greater (0.9999999999999997),Greater (1.0),Equal (0.7607452434822948),Greater (0.9968594524922976),Greater (0.9827444820209897),Equal (0.8640678843428239),Equal (0.192232394713014),Greater (0.9999999999999637),
data storage & processing-existence-property,,,,,,,,,,,,,,,,,,,,,,Equal (0.2524254620754721),Equal (0.18148046282680375),Equal (0.3780659896564902),Equal (0.6053410775950792),Greater (1.0),Greater (0.9999999999999826),Greater (0.9879293877363374),Equal (0.08632523682172216),Greater (0.9996023312984786),Equal (0.06969648017163015),Less (0.0008819866850736787),Greater (1.0),Greater (1.0),Greater (0.9999923680511599),Greater (0.9998055053237256),Greater (0.999942373693538),Greater (0.9945905415130054),Equal (0.05536043978736129),Greater (1.0),Equal (0.06334984464325823),Greater (0.9999999400394418),Equal (0.9833413799966618),Equal (0.10690453250269576),Equal (0.47522430214105715),Equal (0.2059978866714317),Equal (0.571422929607101),Equal (0.11406458361320457),Greater (0.999999999259147),Greater (0.9999999999996648),Equal (0.4460683650806817),Equal (0.07866238328665548),Equal (0.3172211265500233),Equal (0.46565179240235055),Equal (0.31776827419899256),Greater (0.9999965341345552),
data storage & processing-executive-property,,,,,,,,,,,,,,,,,,,,,,,Equal (0.6031426155582951),Equal (0.08208561847568062),Equal (0.3640949988157709),Greater (1.0),Greater (0.9999999999999373),Greater (0.9968724809113035),Greater (0.9886454133241179),Greater (0.9999195160739872),Greater (0.98629714395208),Equal (0.7341885742439282),Greater (1.0),Greater (1.0),Greater (0.999999023873729),Greater (0.9999626835488228),Greater (0.9999895555459025),Greater (0.9983110424569255),Greater (0.9830210660039272),Greater (1.0),Greater (0.9910357424309079),Greater (0.9999953850599037),Equal (0.5342097333575515),Greater (0.9832682942528481),Equal (0.19780990975262225),Equal (0.08596229857917284),Equal (0.4455882458311319),Greater (0.982451627871182),Greater (0.9999999751900578),Greater (0.999999991028318),Equal (0.9864937664361911),Greater (0.9879298247971763),Equal (0.10748159160282267),Equal (0.9522306411882677),Equal (0.2238768251513482),Greater (0.9998761792913623),
data storage & processing-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.09187660328211873),Equal (0.23887541804712376),Greater (0.9999999999999994),Greater (0.9999999998882715),Greater (0.9965651558954762),Greater (0.98798590981797),Greater (0.9999166570783342),Greater (0.9906809361613123),Equal (0.6811474656965002),Greater (0.9999999999999999),Greater (1.0),Greater (0.999999190612536),Greater (0.9999597619218152),Greater (0.9999818392580457),Greater (0.9988877738843389),Greater (0.988069408035042),Greater (0.9999999992972846),Greater (0.9845385738187061),Greater (0.9997283190589643),Equal (0.34134733030408626),Greater (0.98659380847679),Equal (0.13329330387780325),Equal (0.05897802998481031),Equal (0.36327069774539933),Equal (0.05568524262338191),Greater (0.9999932351250755),Greater (0.9999890699795018),Equal (0.6364056510822951),Greater (0.9902776500092596),Equal (0.0783454715580504),Equal (0.7219287112093433),Equal (0.17599780920169217),Greater (0.9980034966280489),
data storage & processing-,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.015950170650460335),Greater (1.0),Greater (0.9999999999999972),Greater (0.9813283288952295),Equal (0.13781756853920776),Greater (0.9993722515835363),Equal (0.09194075937238876),Less (3.6092550087743604e-86),Greater (1.0),Greater (1.0),Greater (0.9999865771506218),Greater (0.9996847269770525),Greater (0.9999066484924143),Greater (0.9924309848160925),Equal (0.06302320975112789),Greater (1.0),Equal (0.08885341889841508),Greater (0.9999999999999645),Equal (0.7723234039078863),Equal (0.15318911892081002),Equal (0.6229604801395839),Equal (0.26993907862322153),Equal (0.6201544463229796),Greater (0.9989226563962558),Greater (0.9999999999958493),Greater (1.0),Equal (0.2678239871773157),Equal (0.11603221235343342),Equal (0.4485233021494175),Equal (0.3155239150926701),Equal (0.351577473469436),Greater (1.0),
devops and cloud-existence,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (0.9999999999999999),Greater (0.9944434317699118),Greater (0.9804910269613085),Greater (0.999831344951849),Greater (0.9750563279474925),Less (0.00016967511938659847),Greater (1.0),Greater (1.0),Greater (0.9999972482993399),Greater (0.999921008721501),Greater (0.9999823576273704),Greater (0.996537943219245),Greater (0.9760230228373881),Greater (1.0),Greater (0.995672568034609),Greater (0.9999999999994879),Equal (0.8781300903863611),Equal (0.06460110704396897),Equal (0.360273888987367),Equal (0.15318567970658195),Equal (0.5376411854565524),Greater (0.9990580888797722),Greater (0.9999999999996643),Greater (1.0),Equal (0.5518289354365298),Greater (0.9764386113003943),Equal (0.21073970668337882),Equal (0.5638622154922908),Equal (0.28689936553658335),Greater (0.9999999999997479),
