,full-existence,full-executive,full-existence-executive,full-property,full-existence-property,full-executive-property,full-existence-executive-property,full-,content management-existence,content management-executive,content management-existence-executive,content management-property,content management-existence-property,content management-executive-property,content management-existence-executive-property,content management-,data storage & processing-existence,data storage & processing-executive,data storage & processing-existence-executive,data storage & processing-property,data storage & processing-existence-property,data storage & processing-executive-property,data storage & processing-existence-executive-property,data storage & processing-,devops and cloud-existence,devops and cloud-executive,devops and cloud-existence-executive,devops and cloud-property,devops and cloud-existence-property,devops and cloud-executive-property,devops and cloud-existence-executive-property,devops and cloud-,soa and middlewares-existence,soa and middlewares-executive,soa and middlewares-existence-executive,soa and middlewares-property,soa and middlewares-existence-property,soa and middlewares-executive-property,soa and middlewares-existence-executive-property,soa and middlewares-,software development tools-existence,software development tools-executive,software development tools-existence-executive,software development tools-property,software development tools-existence-property,software development tools-executive-property,software development tools-existence-executive-property,software development tools-,web development-existence,web development-executive,web development-existence-executive,web development-property,web development-existence-property,web development-executive-property,web development-existence-executive-property,web development-,
content management-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
content management-property,,,,,,,,,,,,,Equal (0.1312194485724438),Greater (0.9895151761293393),,Less (0.00422199594630407),Equal (0.15690100257726056),Greater (1.0),,Equal (0.8473737471320513),Less (0.01383759993408545),Equal (0.09451343283967614),,Greater (1.0),Greater (0.9999999999915793),Greater (1.0),,Greater (0.9999993675997608),Greater (0.9904207507808657),Greater (0.9999999999582735),,Greater (1.0),Greater (0.9992918886511454),Greater (1.0),,Equal (0.11610250461150276),Equal (0.8647530303959277),Equal (0.09680680965896375),,Greater (1.0),Equal (0.9658847454296509),Greater (1.0),,Equal (0.686346601259614),Equal (0.39933763493790886),Greater (0.9999231409580873),,Greater (0.9999999999758665),Equal (0.5834915963071916),Greater (1.0),,Equal (0.26959885519604243),Equal (0.6381714815301622),Equal (0.2603703066331494),,Greater (1.0),
content management-existence-property,,,,,,,,,,,,,,Greater (0.9962649282856257),,Equal (0.617668238768944),Greater (0.9851501058106621),Greater (0.9999999845796052),,Equal (0.08875363979445393),Equal (0.5224431496089205),Greater (0.9922864891612299),,Greater (0.9999999965273094),Greater (0.9999761768054528),Greater (1.0),,Greater (0.9997531101881612),Greater (0.9970590216473438),Greater (0.999999998506314),,Greater (0.9999999999776752),Greater (0.9972163833018689),Greater (0.9999999999102284),,Greater (0.9855777299692143),Equal (0.3772998920987879),Greater (0.9886095591686972),,Greater (0.9999999926257426),Equal (0.14885235180299866),Greater (0.9999999999598017),,Equal (0.12282209231445386),Equal (1.0),Greater (0.9999744884486359),,Greater (0.9998507706384313),Equal (0.09581047459258103),Greater (0.9999999998385644),,Greater (0.9758224060072718),Equal (0.5572067147785777),Equal (0.08999519478588511),,Greater (0.9999988019765631),
content management-executive-property,,,,,,,,,,,,,,,,Less (0.005147278152282604),Less (0.008668163966539652),Equal (0.5073738215926025),,Less (0.006256041937043527),Less (0.0018019718816299226),Equal (0.16610422452702245),,Equal (0.5601162433796433),Equal (0.3777939974935981),Greater (0.986582033838277),,Equal (0.28820567742116576),Equal (0.54295084115421),Equal (0.12919007278376018),,Equal (0.7293778926126789),Equal (0.06986913759033654),Equal (0.9673028399457136),,Less (0.024276668978233024),Less (0.022298289192697954),Equal (0.48764968195078773),,Equal (0.6645388223697495),Less (0.008133078489962068),Equal (0.7645101454135049),,Less (0.018890816967289187),Equal (0.06452839185604246),Equal (0.6554810010743057),,Equal (0.15831994899669977),Less (0.01379493177847908),Equal (0.8549355604804281),,Less (0.02462784070132137),Less (0.014761976390744587),Equal (0.5632655418496693),,Equal (0.3848402093572588),
content management-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
content management-,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),,Greater (0.9999982424296937),Equal (0.8562243404412281),Greater (0.9891175661818813),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999999999999912),Greater (0.9991592118456746),Greater (0.9999999999379364),,Greater (1.0),Greater (0.9999999999997463),Greater (1.0),,Greater (0.999977591778081),Equal (0.6359799303552366),Equal (0.077736643196796),,Greater (1.0),Equal (0.07320085177223333),Greater (1.0),,Equal (0.06319090813858659),Equal (0.9566462575550214),Greater (0.9998224995613038),,Greater (1.0),Greater (0.9993775404652596),Greater (1.0),,Greater (0.9992448110830222),Equal (0.9732201689888885),Equal (0.1829640498398284),,Greater (1.0),
data storage & processing-existence,,,,,,,,,,,,,,,,,,Greater (1.0),,Less (0.019623843875819825),Less (2.3332858165412651e-07),Equal (0.12513679757209345),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999999988420885),Greater (0.9831217944346365),Greater (0.9999999999998647),,Greater (1.0),Greater (0.9998553081293021),Greater (1.0),,Equal (0.35847319829093793),Equal (0.5614675297051398),Equal (0.1060768048132629),,Greater (1.0),Equal (0.21023994252394584),Greater (1.0),,Equal (0.8433872953826422),Equal (0.17635537959852055),Greater (0.9999865618625857),,Greater (1.0),Equal (0.6047952974856062),Greater (1.0),,Equal (0.6834260475024386),Equal (0.4563855106930671),Equal (0.3098258264554534),,Greater (1.0),
data storage & processing-executive,,,,,,,,,,,,,,,,,,,,Less (1.1050710303281368e-133),Less (8.164113828855824e-64),Less (0.016206524030338936),,Greater (0.9999999995353329),Less (0.00020305042520954948),Greater (1.0),,Less (0.0022048655911105107),Equal (0.41317442384751357),Greater (0.9999967648091155),,Greater (1.0),Less (1.7068295479808214e-27),Greater (1.0),,Less (6.953156607148143e-22),Less (1.6641200021901578e-05),Equal (0.36925469132239985),,Greater (0.9999999998728898),Less (1.3255306034904093e-26),Greater (1.0),,Less (1.3566408485336977e-11),Less (0.0009828112112859407),Equal (0.06666409511235138),,Less (2.0542011356373302e-122),Less (4.476086187414134e-38),Greater (1.0),,Less (1.2063517923500319e-15),Less (0.00021288344354656043),Equal (0.5855584153623212),,Less (2.091862616418273e-13),
data storage & processing-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data storage & processing-property,,,,,,,,,,,,,,,,,,,,,Less (0.0003762979472262515),Equal (0.06757777870104593),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999999999513535),Greater (0.9933659698198074),Greater (0.9999999999998395),,Greater (1.0),Greater (0.9999981381572014),Greater (1.0),,Equal (0.050907348691357206),Equal (0.8884990849853657),Equal (0.06934331690202399),,Greater (1.0),Equal (0.833543715961405),Greater (1.0),,Equal (0.5980599364214636),Equal (0.30539389245401094),Greater (0.999985191928329),,Greater (1.0),Equal (0.46670262539126783),Greater (1.0),,Equal (0.19421871491456022),Equal (0.6302306591510264),Equal (0.24095582879425148),,Greater (1.0),
data storage & processing-existence-property,,,,,,,,,,,,,,,,,,,,,,Greater (0.9978851077851912),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999999999998326),Greater (0.9991464925247955),Greater (0.9999999999999961),,Greater (1.0),Greater (0.9999999997509073),Greater (1.0),,Greater (0.9999711616930943),Equal (0.357704215277856),Greater (0.9959854165564098),,Greater (1.0),Greater (0.9849560761663159),Greater (1.0),,Greater (0.9829243248743825),Equal (0.6437321928914841),Greater (0.9999992612947122),,Greater (1.0),Greater (0.9990555154414331),Greater (1.0),,Greater (0.9988763443436994),Equal (0.7100817218247066),Equal (0.10447222905772405),,Greater (1.0),
data storage & processing-executive-property,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9937833668261922),Equal (0.2866293917590711),Greater (0.9999999999999925),,Equal (0.44177408393128936),Equal (0.47896959384477034),Greater (0.999992423777122),,Greater (0.9999371384803796),Equal (0.6424597407678885),Greater (0.9994148995279277),,Equal (0.30397933546516764),Equal (0.17330939154942793),Equal (0.7157168687325421),,Greater (0.9929497807552218),Equal (0.07664492605170604),Greater (0.9998579005853256),,Equal (0.2024492255852618),Equal (0.10534921726508116),Greater (0.9955018307965076),,Equal (0.6866031494983014),Equal (0.14169701722083164),Greater (0.9988191159471277),,Equal (0.29729991368776665),Equal (0.1493284122780286),Equal (0.7711315228995734),,Equal (0.12925073110684704),
data storage & processing-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data storage & processing-,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.7788332030421912e-06),Greater (1.0),,Less (0.00012559121524056873),Equal (0.3510302775345696),Greater (0.999990492872412),,Greater (1.0),Less (1.0269376380150446e-36),Greater (1.0),,Less (9.582606967740512e-27),Less (4.352859079539056e-06),Equal (0.21657529334934422),,Greater (0.9999545366512947),Less (1.6664143619212209e-31),Greater (1.0),,Less (2.589731207693189e-13),Less (0.0007714334360305261),Equal (0.1254411568214672),,Less (0.0),Less (9.72024131461856e-47),Greater (0.9999999999999896),,Less (2.6829295566621297e-18),Less (7.167941588342231e-05),Equal (0.5069020961026711),,Less (0.0),
devops and cloud-existence,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),,Equal (0.5372421606659956),Equal (0.9509352371106203),Greater (0.9999938091239978),,Greater (1.0),Less (4.474632349305354e-06),Greater (0.9999999999999939),,Less (7.020495894631937e-07),Less (0.0028000318601666577),Equal (0.9608635387837346),,Greater (0.9999990808348708),Less (9.119868779609817e-10),Greater (1.0),,Less (1.8362520409564446e-05),Less (0.01235371479475273),Greater (0.9821202232232891),,Less (0.0019219101446153245),Less (2.8904153174730264e-11),Greater (0.9999999999943938),,Less (4.154906581788821e-06),Less (0.006004908725949453),Equal (0.9252025558458454),,Equal (0.17720949296875865),
devops and cloud-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (3.349565850999077e-66),Less (5.5430536654027894e-08),Equal (0.5485758006001171),,Less (0.0),Less (2.151194083577354e-232),Less (0.0),,Less (2.548612240263198e-134),Less (5.021042618102074e-21),Less (4.820638996235071e-06),,Less (0.0),Less (5.499568999794342e-124),Less (8.754779580097703e-205),,Less (2.224921780409388e-59),Less (4.1569811079363874e-08),Less (0.019243695830695216),,Less (0.0),Less (3.108910488961313e-205),Less (0.0),,Less (5.038660165139878e-90),Less (1.436023644238242e-14),Less (0.0019025087037905528),,Less (0.0),
devops and cloud-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devops and cloud-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.7535603465580993),Greater (0.9999915644928468),,Greater (0.9999999999999847),Less (0.0013534481086973841),Greater (0.9999999977690056),,Less (0.00019882274716354138),Less (0.007711985962310202),Equal (0.9731657101604719),,Greater (0.9999395364236967),Less (1.2683855652505117e-06),Greater (0.9999999999977628),,Less (0.00072094607784646),Equal (0.055248335905720695),Greater (0.9821074675769472),,Equal (0.20242787239475546),Less (1.1254927010193856e-06),Greater (0.999999877810462),,Less (0.0006473206082139565),Less (0.014182910943196462),Equal (0.9871894190460958),,Equal (0.1255407233719244),
devops and cloud-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9986677182127814),,Greater (0.985281302135518),Equal (0.17220649329413795),Equal (0.06099037320833119),,Equal (0.08791364995778893),Equal (0.09183419439764659),Equal (0.8311061662009944),,Equal (0.2965900615749474),Less (0.012268617431110336),Greater (0.983027484975237),,Equal (0.05536479459699006),Equal (0.09722989269782305),Equal (0.10436011160775059),,Equal (0.4688109813117145),Less (0.01705755919179891),Equal (0.10998210484659707),,Equal (0.07407017989755003),Equal (0.06119660253303696),Equal (1.0),,Equal (0.7892007532998191),
devops and cloud-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.009428179301261627),Less (9.342737928724364e-10),Less (0.0006216421087389465),,Less (3.8308391433504264e-10),Less (1.9531121761594212e-07),Less (0.0006805557679693083),,Less (3.855590008742983e-05),Less (8.809999341028432e-12),Less (0.005360840536410257),,Less (5.26210359716764e-09),Less (4.329703426035465e-05),Equal (0.21000933457031212),,Less (4.593839133419962e-08),Less (6.442295725953083e-11),Less (0.00011587035932831713),,Less (2.0720808345792664e-09),Less (6.441014041626727e-07),Less (0.011499639227533668),,Less (2.387952071362806e-06),
devops and cloud-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devops and cloud-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (6.328902199701618e-72),Less (1.2134194208415625e-18),,Less (5.984483306506429e-45),Less (1.1804334304305755e-08),Less (0.022252156848515267),,Less (0.0),Less (2.6092861740608846e-46),Equal (0.06702300009745618),,Less (4.008047873549651e-21),Less (0.00022403935811719965),Equal (0.7424548804315387),,Less (0.0),Less (3.27147924843313e-74),Less (2.246726807106598e-53),,Less (2.5216545966181482e-30),Less (1.8175911345076393e-06),Equal (0.20179993242587713),,Less (0.0),
soa and middlewares-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),,Equal (0.18121209942658434),Equal (0.1743235673463387),Equal (0.38645310374487796),,Greater (1.0),Less (0.0014098477715663213),Greater (1.0),,Equal (0.11380178319289318),Equal (0.11742131993501258),Greater (0.9993751665107963),,Greater (0.999936254865625),Less (0.0031843635070186137),Greater (1.0),,Equal (0.16627044144275327),Equal (0.16848348889914067),Equal (0.5493966892111413),,Greater (1.0),
soa and middlewares-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (3.477784337737297e-35),Less (1.2554880646448134e-07),Equal (0.1191831617293429),,Less (2.319736017029404e-20),Less (1.9930862433312142e-38),Greater (0.9999824086256117),,Less (9.136328544579322e-18),Less (0.00020156420797859674),Equal (0.3247862612298087),,Less (2.107646420042567e-193),Less (3.2202681613537835e-57),Less (0.0015002339071458898),,Less (5.747978258927495e-25),Less (9.279391197564861e-06),Equal (0.2881769978073988),,Less (2.884650330678549e-76),
soa and middlewares-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soa and middlewares-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.41064305977982607),Equal (0.2088548532006268),,Greater (1.0),Equal (0.1357328888937124),Greater (1.0),,Equal (0.5012534920521059),Equal (0.20381704317596372),Greater (0.9997822934070705),,Greater (0.9999903831213472),Equal (0.29184074101833024),Greater (1.0),,Equal (0.7804797885430517),Equal (0.3478133782697357),Equal (0.41826719536125345),,Greater (0.9999999999999813),
soa and middlewares-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.1276071927798301),,Greater (0.9999928163319475),Equal (0.9183814291875055),Greater (0.9999999715103854),,Equal (0.6793250498838334),Equal (0.5476273220342031),Greater (0.9994957840433147),,Greater (0.990116225951257),Equal (0.6914394462393452),Greater (0.9999996673913241),,Equal (0.5104333698748901),Equal (0.8200962813889849),Equal (0.3538493664343425),,Greater (0.9996940886364373),
soa and middlewares-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.28855552133999396),Equal (0.07111488148432274),Equal (0.0664072000510828),,Equal (0.1845423553489205),Equal (0.053819776794303435),Greater (0.985801432592025),,Equal (0.8545051162001387),Equal (0.12712149102694859),Equal (0.14559675893248572),,Equal (0.20403927590534265),Equal (0.15353827908925274),Equal (0.9546695600802322),,Equal (0.6243240277170401),
soa and middlewares-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soa and middlewares-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (3.343208637944685e-29),Greater (1.0),,Less (5.225837413212676e-13),Less (0.000979272311922718),Equal (0.14318836621099876),,Less (0.0),Less (3.5724957701331763e-44),Greater (0.9999999999602857),,Less (7.879578421099385e-18),Less (0.00010499420961928245),Equal (0.5038256995275139),,Less (1.1164216008206564e-240),
software development tools-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),,Equal (0.6150426917710157),Equal (0.34656148183117585),Greater (0.9999779145405827),,Greater (0.99999999703054),Equal (0.5439068891386416),Greater (1.0),,Equal (0.2714106052400035),Equal (0.6821476190137961),Equal (0.26064938134767257),,Greater (1.0),
software development tools-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.5345402153084025e-19),Less (0.00020790549264128718),Equal (0.5985818819728058),,Less (1.0327989400827612e-198),Less (9.362301927307652e-62),Less (1.1301748731834436e-13),,Less (2.3654426196909574e-27),Less (3.05128185103429e-06),Equal (0.22425531363592932),,Less (2.0628975797490496e-96),
software development tools-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
software development tools-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.40176719232735747),Greater (0.999593896633773),,Greater (0.9996123506123855),Equal (0.9365797108237691),Greater (0.9999999999999999),,Equal (0.6711161426864964),Equal (0.52768363109364),Equal (0.371198008271977),,Greater (0.9999999685494888),
software development tools-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9990305740308361),,Greater (0.9752186382171149),Equal (0.3283781677940102),Greater (0.9997587780942472),,Equal (0.2744167098235746),Equal (0.6889298840360948),Equal (0.18201112961326316),,Greater (0.9951081382643802),
software development tools-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.004793432849590025),Less (0.00010944791149449814),Equal (0.22450898864067204),,Less (0.0004307111230921562),Less (0.0004611700737293143),Equal (0.1420667036835796),,Less (0.02390703069180937),
software development tools-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
software development tools-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (7.735226421391662e-12),Greater (1.0),,Less (0.0001460893005012864),Less (0.016097195285465656),Equal (0.8358675533466956),,Greater (1.0),
web development-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),,Equal (0.4606841475023128),Equal (0.5286880571157813),Equal (0.3203793848980607),,Greater (1.0),
web development-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (2.551451169095428e-23),Less (1.4421361386634549e-05),Equal (0.34460906524508994),,Less (2.376237619770893e-71),
web development-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
