,full-existence,full-executive,full-existence-executive,full-property,full-existence-property,full-executive-property,full-existence-executive-property,full-,content management-existence,content management-executive,content management-existence-executive,content management-property,content management-existence-property,content management-executive-property,content management-existence-executive-property,content management-,data storage & processing-existence,data storage & processing-executive,data storage & processing-existence-executive,data storage & processing-property,data storage & processing-existence-property,data storage & processing-executive-property,data storage & processing-existence-executive-property,data storage & processing-,devops and cloud-existence,devops and cloud-executive,devops and cloud-existence-executive,devops and cloud-property,devops and cloud-existence-property,devops and cloud-executive-property,devops and cloud-existence-executive-property,devops and cloud-,soa and middlewares-existence,soa and middlewares-executive,soa and middlewares-existence-executive,soa and middlewares-property,soa and middlewares-existence-property,soa and middlewares-executive-property,soa and middlewares-existence-executive-property,soa and middlewares-,software development tools-existence,software development tools-executive,software development tools-existence-executive,software development tools-property,software development tools-existence-property,software development tools-executive-property,software development tools-existence-executive-property,software development tools-,web development-existence,web development-executive,web development-existence-executive,web development-property,web development-existence-property,web development-executive-property,web development-existence-executive-property,web development-,
content management-existence-executive,,,,,,,,,,,,Greater (1.0),Greater (0.9999998551255703),Greater (1.0),Equal (0.0791035100194564),Greater (0.999999999999979),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9992623191309903),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.11983169738119766),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999354553379),Greater (1.0),Greater (0.9999999999999185),Greater (1.0),Greater (0.9881476674352188),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999998990597),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9997230018039813),Greater (1.0),
content management-property,,,,,,,,,,,,,Less (3.381418916421537e-09),Greater (0.9999999999999964),Less (0.0011373827979239669),Less (1.3139610935070102e-06),Greater (0.9999999999908711),Greater (1.0),Less (0.017449159439156075),Greater (0.99994444573007),Equal (0.05930239705834332),Greater (0.9999999023482035),Less (2.091812648368735e-06),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9877870697801711),Greater (0.9999991442159274),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.7638952113525747),Greater (0.9999999989091548),Equal (0.3499141487793068),Greater (0.9999999961474045),Less (0.0008939275676680596),Greater (1.0),Equal (0.7083305340691445),Greater (1.0),Less (0.0018414317684663155),Equal (0.3698714040520459),Equal (0.9500105713384769),Greater (1.0),Equal (0.6422604212727131),Greater (0.9999999999999987),Greater (0.9999786231959534),Greater (1.0),Equal (0.08436683621963616),Greater (0.9999954037304769),Equal (0.6772684566791052),Greater (0.999999974580878),Equal (0.7678114272129073),Greater (1.0),
content management-existence-property,,,,,,,,,,,,,,Greater (1.0),Equal (0.4969573083207631),Greater (0.9815548415428329),Greater (1.0),Greater (1.0),Greater (0.9999999643628494),Greater (1.0),Greater (0.9999999999704735),Greater (1.0),Equal (0.7685246200493778),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999982025),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999974381434),Greater (1.0),Greater (0.9999999999907326),Greater (1.0),Equal (0.5418274202765652),Greater (1.0),Greater (0.9999999999999999),Greater (1.0),Equal (0.13279695902739352),Greater (0.9999999612142905),Greater (0.9999899301568058),Greater (1.0),Equal (0.3430096698834276),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9989294134154683),Greater (1.0),Greater (0.9999999869791527),Greater (1.0),Equal (0.06964069617000629),Greater (1.0),
content management-executive-property,,,,,,,,,,,,,,,Less (8.505487740034271e-11),Less (3.220543440052361e-31),Less (2.6106448008990417e-10),Equal (0.9412484384655413),Less (4.905003626171545e-27),Less (1.3136061969200472e-12),Less (3.455810921584633e-30),Less (2.735601053511309e-05),Less (6.08318187514897e-23),Greater (0.984427494934118),Equal (0.5604535603108487),Greater (1.0),Greater (1.0),Less (3.0069892729994295e-07),Less (0.0004119507673783685),Greater (0.9999999999900422),Greater (0.9999999999998556),Greater (0.9999993424011839),Less (6.891423180859655e-05),Greater (0.9999472999164214),Less (1.8778627077591823e-16),Less (0.0028949403605618767),Less (8.105300777773162e-13),Equal (0.13438680123116656),Less (5.289061276212763e-11),Greater (0.9810459876624559),Less (3.900019934526518e-21),Greater (0.9812189349645596),Less (5.969020903506868e-18),Less (8.396135338910817e-09),Less (5.743920009769805e-10),Greater (0.9838435980798587),Less (0.007447173052081204),Less (4.299261247973672e-06),Less (1.855968186206025e-11),Equal (0.431379501135008),Less (1.4536146857480722e-15),Less (0.00019527949803524195),Less (7.097041832075121e-12),Equal (0.5053959143225232),Less (0.0004739065180395869),Equal (0.5144934043185456),
content management-existence-executive-property,,,,,,,,,,,,,,,,Equal (0.12483090823640486),Greater (0.999999982998669),Greater (0.999999999999998),Greater (0.9955734688687019),Greater (0.9999986475882217),Greater (0.9975661093479438),Greater (0.9999999545368656),Equal (0.8493966570331289),Greater (1.0),Greater (0.9999999999923278),Greater (1.0),Greater (1.0),Greater (0.999943415634374),Greater (0.9999993219688786),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999977684889),Greater (1.0),Greater (0.9990015907679064),Greater (0.9999999927376688),Greater (0.9997319034175053),Greater (0.9999999992217403),Equal (0.8598116988219182),Greater (1.0),Greater (0.9997731333853198),Greater (0.9999999999999994),Equal (0.16556490282745784),Greater (0.9994587973666844),Greater (0.9976537264705527),Greater (0.9999999999997475),Equal (0.2534683986159759),Greater (0.9999999806411397),Greater (0.9999970771613392),Greater (0.9999999999999992),Greater (0.9779074516630859),Greater (0.9999996925885678),Greater (0.999166928270809),Greater (0.9999999939851015),Equal (0.09136723681907132),Greater (0.9999999999995132),
content management-,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (0.9991015904404542),Greater (1.0),Greater (0.9999999784067148),Greater (1.0),Less (0.02063038716259417),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999982085879),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999390595717372),Greater (1.0),Greater (0.9999998177077734),Greater (1.0),Equal (0.11853744327872266),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.8808745281473769),Greater (0.9999639478742312),Greater (0.99753186029419),Greater (1.0),Equal (0.6366719886642409),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.2016664977517577),Greater (1.0),Greater (0.9999865453016543),Greater (0.9999999999999989),Equal (0.2959308337250349),Greater (1.0),
data storage & processing-existence,,,,,,,,,,,,,,,,,,Greater (1.0),Less (1.061491492443189e-38),Less (0.00018744749212585814),Less (9.55085752886852e-72),Equal (0.2015772236279021),Less (1.479524738839743e-23),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.06834003535982722),Equal (0.20668499243010585),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.99999995585425),Greater (1.0),Less (1.9001884058276653e-13),Greater (0.9927579971167185),Less (3.942135625755127e-07),Greater (0.9993346773655708),Less (1.779641162198697e-09),Greater (1.0),Less (6.593716351383982e-36),Greater (1.0),Less (1.3102678874183735e-16),Less (0.0005365758565708611),Less (6.363924581137047e-06),Greater (0.9999999999999705),Equal (0.07294066917134802),Greater (0.9999999999999944),Less (4.435952950281287e-06),Greater (1.0),Less (2.2779580835066e-13),Equal (0.37642976691926433),Less (2.9418454660082517e-07),Greater (0.9986721967524449),Less (0.010004933305873827),Greater (1.0),
data storage & processing-executive,,,,,,,,,,,,,,,,,,,Less (3.773347103964307e-119),Less (3.6522053512845307e-79),Less (2.1527730887887282e-260),Less (6.174157360579331e-14),Less (1.1201381269965408e-43),Greater (1.0),Less (0.0050114640838459755),Greater (1.0),Greater (1.0),Less (2.762800500603763e-17),Less (9.847522215114065e-10),Greater (1.0),Greater (1.0),Greater (1.0),Less (2.904273098640465e-45),Greater (1.0),Less (1.8885100837982673e-48),Less (2.923631511388127e-07),Less (1.2966535184500237e-38),Less (0.007648819159384427),Less (4.913362254904431e-16),Greater (1.0),Less (1.9036863746550775e-190),Greater (1.0),Less (6.401970522050014e-38),Less (3.4367793771386516e-19),Less (1.1291518972335043e-20),Greater (0.9969210886624802),Less (0.0011209354518883243),Less (2.1349434886193226e-213),Less (1.5156891040220642e-116),Greater (0.9988036066817478),Less (1.4272937720278476e-34),Less (7.947510168436405e-10),Less (2.3294443441026765e-31),Equal (0.21270785539814885),Less (1.4871766889303714e-05),Less (2.3617597677234974e-07),
data storage & processing-existence-executive,,,,,,,,,,,,,,,,,,,,Greater (1.0),Equal (0.30840473254522227),Greater (1.0),Less (1.1935742258868374e-05),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999996001765926),Greater (0.9999999999997622),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.1182943100612563),Greater (1.0),Greater (0.999685948679029),Greater (1.0),Less (0.0020679784102019256),Greater (1.0),Greater (0.999936422642692),Greater (1.0),Less (0.02083859707021894),Greater (0.9959296576242761),Equal (0.2077180241584492),Greater (1.0),Equal (0.8520733646071956),Greater (1.0),Greater (0.9999999999999999),Greater (1.0),Equal (0.43163600756196396),Greater (0.9999999999995676),Greater (0.9828680484773991),Greater (0.9999999999985218),Equal (0.9487006123722594),Greater (1.0),
data storage & processing-property,,,,,,,,,,,,,,,,,,,,,Less (1.9916090564107305e-22),Greater (0.9982785454845992),Less (8.934117848952567e-17),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.8890573630902643),Greater (0.9971900114661273),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999616442),Greater (1.0),Less (1.5792388204506997e-06),Greater (0.9999440973644846),Less (0.005827768745047785),Greater (0.99998896735224),Less (1.9144082527381015e-07),Greater (1.0),Less (4.622260708192085e-09),Greater (1.0),Less (1.0850647985592859e-10),Equal (0.09928418376735776),Less (0.0024471390892020824),Greater (0.9999999999999998),Equal (0.16391724475161273),Greater (0.999999999993531),Equal (0.9730457570573433),Greater (1.0),Less (4.701955456640349e-08),Greater (0.9907955649478137),Less (0.001873961061364148),Greater (0.9999570663704276),Equal (0.09323998035273255),Greater (1.0),
data storage & processing-existence-property,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Less (6.33667824099637e-07),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999970557568275),Greater (0.9999999999999962),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.3103522708813059),Greater (1.0),Greater (0.9993582082276347),Greater (1.0),Less (0.0008779530824855672),Greater (1.0),Greater (0.9999722870130102),Greater (1.0),Less (0.005312837230238131),Greater (0.9932576831302594),Equal (0.338437468565877),Greater (1.0),Equal (0.7733789881256222),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.1908362256655497),Greater (0.9999999999998987),Equal (0.06186224809760274),Greater (0.9999999999988273),Equal (0.8331866481389013),Greater (1.0),
data storage & processing-executive-property,,,,,,,,,,,,,,,,,,,,,,,Less (1.4568818408781437e-18),Greater (1.0),Greater (0.9999999632535834),Greater (1.0),Greater (1.0),Less (0.023165720711169915),Equal (0.753797133800127),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.20967906777800172),Greater (1.0),Less (4.1803626187207126e-09),Equal (0.24518478167929014),Less (1.8002320929020875e-05),Equal (0.051626865630073245),Less (1.0904802739633772e-08),Greater (1.0),Less (2.360624040520121e-11),Greater (1.0),Less (6.59364764499206e-13),Less (0.0008088156378705359),Less (2.6703407475499792e-05),Greater (0.9999999960851279),Equal (0.06413764001574314),Equal (0.5202309221742616),Less (0.0027108175542870268),Greater (0.9999999999999997),Less (4.644368202419488e-10),Equal (0.959389556454633),Less (1.046093050165469e-05),Greater (0.9884918781624618),Less (0.012553665720686676),Greater (0.9999999992988508),
data storage & processing-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999983169171),Greater (0.9999999999999336),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999991901823483),Greater (1.0),Greater (0.9999999890383435),Greater (1.0),Equal (0.6779072122626109),Greater (1.0),Greater (0.9999999986812345),Greater (1.0),Equal (0.061463727314245625),Greater (0.9999992492313781),Greater (0.9999560189719977),Greater (1.0),Equal (0.2641890243435897),Greater (1.0),Greater (0.9999999999999931),Greater (1.0),Greater (0.9972082470000425),Greater (0.9999999999999977),Greater (0.9999980765822639),Greater (0.9999999999999976),Equal (0.09978425445142824),Greater (1.0),
data storage & processing-,,,,,,,,,,,,,,,,,,,,,,,,,Less (2.1411566701178275e-24),Greater (1.0),Greater (1.0),Less (6.646536222771253e-27),Less (2.5538137440575417e-17),Greater (1.0),Greater (1.0),Greater (1.0),Less (3.0742432584838588e-117),Greater (1.0),Less (4.570453734669981e-68),Less (1.1064417126746363e-14),Less (1.1692919628332682e-57),Less (3.0617790544586727e-06),Less (8.375880908664612e-19),Equal (0.24610270846609106),Less (0.0),Equal (0.6055716451548482),Less (9.656389257131535e-48),Less (1.127347197139013e-27),Less (2.567868492416695e-28),Equal (0.19595344793256286),Less (0.0002305393469005409),Less (0.0),Less (1.5726360983619532e-226),Less (6.820676894984783e-21),Less (1.0177071213184508e-44),Less (8.621581573422786e-18),Less (3.596243624631864e-44),Less (0.005721387799436201),Less (1.300289898907169e-06),Less (0.0),
devops and cloud-existence,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Less (3.1099666960449855e-11),Less (5.169949192882068e-06),Greater (1.0),Greater (1.0),Greater (1.0),Less (3.1350427956303183e-16),Greater (1.0),Less (4.656325626154147e-29),Less (0.0005533438121463841),Less (4.12931836261191e-24),Equal (0.19962898326584044),Less (8.290534596380235e-12),Greater (1.0),Less (2.500443624307301e-91),Greater (0.9999999999999987),Less (2.722583458925084e-25),Less (8.271748576387352e-13),Less (1.139569760416857e-13),Greater (0.9984486253938415),Less (0.007325524659974958),Less (5.061809608925546e-43),Less (4.906906204108558e-50),Greater (0.9999975390779772),Less (1.628112690663415e-22),Less (8.009181434801777e-06),Less (2.717136258206898e-20),Equal (0.6484893510571493),Less (0.0003321177128279236),Equal (0.9288380360953554),
