,existence-full,existence-content management,existence-data storage & processing,existence-devops and cloud,existence-soa and middlewares,existence-software development tools,existence-web development,executive-full,executive-content management,executive-data storage & processing,executive-devops and cloud,executive-soa and middlewares,executive-software development tools,executive-web development,existence-executive-full,existence-executive-content management,existence-executive-data storage & processing,existence-executive-devops and cloud,existence-executive-soa and middlewares,existence-executive-software development tools,existence-executive-web development,property-full,property-content management,property-data storage & processing,property-devops and cloud,property-soa and middlewares,property-software development tools,property-web development,existence-property-full,existence-property-content management,existence-property-data storage & processing,existence-property-devops and cloud,existence-property-soa and middlewares,existence-property-software development tools,existence-property-web development,executive-property-full,executive-property-content management,executive-property-data storage & processing,executive-property-devops and cloud,executive-property-soa and middlewares,executive-property-software development tools,executive-property-web development,existence-executive-property-full,existence-executive-property-content management,existence-executive-property-data storage & processing,existence-executive-property-devops and cloud,existence-executive-property-soa and middlewares,existence-executive-property-software development tools,existence-executive-property-web development,-full,-content management,-data storage & processing,-devops and cloud,-soa and middlewares,-software development tools,-web development,
executive-devops and cloud,,,,,,,,,,,,Less (0.0),Less (0.0),Less (0.0),Less (0.0),Less (3.0606903069388765e-260),Less (0.0),Greater (0.9934831266112608),Less (2.21492346737302e-258),Less (2.5622875360669378e-141),Less (1.1865433561321662e-145),Less (0.0),Less (0.0),Less (0.0),Less (5.839659449025646e-161),Less (1.0949365256728386e-149),Less (1.4502918963551312e-134),Less (2.803693700237171e-144),Less (0.0),Less (0.0),Less (0.0),Less (9.116181360380595e-160),Less (4.565354467855195e-272),Less (6.708575189956911e-115),Less (1.4906773924379848e-197),Less (0.0),Less (3.931869974999688e-75),Less (9.66389595010407e-226),Less (5.252728954310404e-25),Less (2.9215433621299786e-75),Less (1.816659710791548e-28),Less (7.77990289190142e-41),Less (1.0610767342753572e-171),Less (5.441722297384991e-47),Less (3.5930295755039244e-128),Less (0.0011307152349407782),Less (1.351986991269647e-43),Less (4.3713915201491874e-11),Less (5.563261687223707e-21),Less (0.0),Less (0.0),Less (0.0),Less (0.0),Less (0.0),Less (0.0),Less (0.0),
executive-soa and middlewares,,,,,,,,,,,,,Less (4.1205050840458914e-11),Less (4.651795190915671e-41),Less (2.9744413072661614e-08),Less (3.2164179353021893e-122),Less (1.6622641098370255e-169),Greater (1.0),Less (6.730850685124983e-74),Less (2.703424098394956e-51),Less (9.618584284475674e-49),Less (1.054215556910305e-257),Less (1.2246878612824286e-86),Less (2.5329203008300994e-153),Less (2.0530192923070574e-33),Less (2.310064389319896e-20),Less (4.105836952422125e-33),Less (1.8547708367393196e-23),Less (0.0),Less (1.4211161710544917e-142),Less (0.0),Less (2.0727281258362065e-24),Less (8.87089473056617e-66),Less (1.4146352484174127e-32),Less (1.307441538114433e-51),Less (9.953251370520584e-16),Less (5.270224293112783e-05),Less (3.5403306409163616e-35),Greater (0.9999999998635489),Less (8.227167448397016e-09),Equal (0.8001602094231322),Less (9.947660501515608e-05),Less (3.4225317345708444e-34),Less (6.910793609329689e-20),Less (9.195859054197622e-55),Greater (0.9999999999992498),Less (8.102111198469472e-20),Less (0.00010956362847223746),Less (1.1478780818722747e-07),Less (3.911522491202258e-176),Less (0.0),Less (1.292272246108887e-27),Greater (0.9999999999772567),Less (1.9391831469382905e-24),Less (0.0),Less (5.157163599292344e-130),
executive-software development tools,,,,,,,,,,,,,,Less (3.5157930472592187e-08),Equal (0.5504581692805735),Less (3.291077867424671e-100),Less (1.0056959273931776e-120),Greater (1.0),Less (1.1216567245160718e-51),Less (9.862999804238497e-39),Less (7.790039677661952e-36),Less (3.4759516533490467e-161),Less (9.089050343281419e-61),Less (7.351398605902245e-97),Less (1.2960075604818748e-22),Less (1.2046204182201517e-11),Less (3.1667234221919034e-23),Less (2.1682585902211058e-14),Less (0.0),Less (1.2454523535613007e-108),Less (3.7624112184695123e-255),Less (4.385443949407426e-15),Less (1.668157251937855e-45),Less (3.1391435399287613e-23),Less (3.550460435091918e-36),Less (8.892221732796956e-05),Less (0.01878157272225203),Less (5.4744673222169976e-21),Greater (0.9999999999999917),Less (6.305597802248381e-05),Equal (0.2716727117339067),Less (0.009640003437046818),Less (2.436288537951436e-22),Less (5.705455569214351e-16),Less (1.952085376229725e-42),Greater (0.9999999999999959),Less (7.796682982009663e-16),Less (0.0008306161554859048),Less (6.68546809425934e-06),Less (2.536885136793098e-66),Less (0.0),Equal (0.6055716451548482),Greater (1.0),Equal (0.5658589789293471),Less (6.246589860318365e-221),Less (4.280919537478707e-42),
executive-web development,,,,,,,,,,,,,,,Greater (0.9993429051910129),Less (3.643484610989616e-102),Less (1.5552005855995305e-120),Greater (1.0),Less (3.4105641613728755e-50),Less (9.516112788786812e-39),Less (9.388129546921764e-36),Less (2.357899340978175e-144),Less (2.869281516479058e-56),Less (1.2038556026274582e-83),Less (2.5173852458893925e-19),Less (8.865244479443659e-09),Less (7.217133598277049e-21),Less (2.2789604226837908e-11),Less (0.0),Less (2.900928156679729e-111),Less (2.8799608663747395e-255),Less (1.0043956783539671e-11),Less (4.2378393450251915e-41),Less (5.772947577575355e-22),Less (1.1342057779985128e-33),Equal (0.3952545768210114),Equal (0.431379501135008),Less (3.19772745743748e-16),Greater (1.0),Less (0.002044177092586129),Greater (0.9830428744926034),Equal (0.08246800997501373),Less (1.2762813834242655e-19),Less (7.474661742629617e-16),Less (3.2859649087861176e-44),Greater (1.0),Less (3.0183423243625594e-16),Less (0.0008410831740014143),Less (7.4663657648805535e-06),Less (6.196518774870432e-31),Less (0.0),Greater (1.0),Greater (1.0),Greater (0.999999999999915),Less (3.2495112723054397e-189),Less (1.6752360693651596e-15),
existence-executive-full,,,,,,,,,,,,,,,,Less (5.108731276913795e-87),Less (6.135116093360292e-90),Greater (1.0),Less (2.609898286065197e-40),Less (8.210193111366938e-32),Less (4.5360740046284654e-29),Less (1.1183431290216579e-102),Less (1.3008191269827136e-49),Less (1.358613029592373e-69),Less (1.0155555193352962e-18),Less (6.003697777824884e-09),Less (1.9159408386371626e-19),Less (1.1479369988981323e-11),Less (2.1730956221473587e-207),Less (6.923136281398278e-89),Less (4.0563027240849077e-172),Less (4.0142602078709786e-12),Less (2.0501834557729315e-36),Less (2.267122336970156e-19),Less (8.531825370452197e-30),Less (0.0018888754435580882),Equal (0.08536835489869157),Less (3.17143907219913e-17),Greater (0.9999999999990077),Less (0.0006418346772180172),Equal (0.2552301227622864),Equal (0.05998665869367926),Less (5.234233940991499e-18),Less (2.573489244317807e-14),Less (3.012749810556585e-35),Greater (0.9999999999997371),Less (1.1522029306751524e-13),Less (0.0022105385659690812),Less (3.4156743804942236e-05),Less (3.494069488698626e-30),Less (0.0),Equal (0.6071180563035758),Greater (1.0),Equal (0.7978798069296775),Less (1.257990235400823e-99),Less (3.607610087693378e-18),
existence-executive-content management,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999354553379),Greater (0.9999999998990597),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999998551255703),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999185),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.0791035100194564),Greater (0.9992623191309903),Greater (1.0),Equal (0.11983169738119766),Greater (0.9881476674352188),Greater (0.9997230018039813),Greater (1.0),Greater (0.999999999999979),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-data storage & processing,,,,,,,,,,,,,,,,,,Greater (1.0),Equal (0.1182943100612563),Less (0.02083859707021894),Equal (0.43163600756196396),Greater (1.0),Greater (0.9825533564167633),Greater (1.0),Greater (0.999996001765926),Greater (1.0),Greater (0.9959296576242761),Greater (0.9999999999995676),Equal (0.06208882157173017),Less (3.5650447704455457e-08),Equal (0.30840473254522227),Greater (0.9999999999997622),Greater (0.999685948679029),Equal (0.2077180241584492),Greater (0.9828680484773991),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999985218),Greater (0.9999996681880833),Less (0.004429893991710864),Less (1.1935742258868374e-05),Greater (1.0),Less (0.0020679784102019256),Equal (0.8520733646071956),Equal (0.9487006123722594),Greater (1.0),Less (0.0008984111683068816),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-devops and cloud,,,,,,,,,,,,,,,,,,,Less (5.7139461806627635e-207),Less (6.420477802995621e-127),Less (1.0083735096611016e-128),Less (0.0),Less (3.748598488578625e-247),Less (0.0),Less (1.9386086748708012e-135),Less (4.815676351752475e-125),Less (5.170101163547427e-119),Less (4.631805517801826e-124),Less (0.0),Less (1.2046296039506857e-278),Less (0.0),Less (5.212061338787568e-129),Less (8.239612830288006e-211),Less (6.822804604072086e-105),Less (4.641486628017454e-164),Less (4.833229824295607e-213),Less (3.3317985839087734e-68),Less (4.432001064367262e-181),Less (1.1875169427502998e-25),Less (9.317994755272174e-71),Less (3.825799012056847e-29),Less (1.0198651680539613e-39),Less (1.7918071271623433e-139),Less (3.748919845439925e-47),Less (3.859925439832649e-118),Less (0.00014408928994491326),Less (3.6248129135506284e-43),Less (2.295724640986529e-11),Less (2.1511035170691558e-21),Less (0.0),Less (0.0),Less (0.0),Less (3.7233853947192055e-227),Less (0.0),Less (0.0),Less (0.0),
existence-executive-soa and middlewares,,,,,,,,,,,,,,,,,,,,Less (0.0022869193354725557),Equal (0.08030450597485836),Greater (0.9999928878716985),Equal (0.7638952113525747),Greater (0.9999984210992562),Greater (0.995496659681141),Greater (0.9999999998412505),Equal (0.22626179223518517),Greater (0.9999995794719242),Equal (0.6814918957090472),Less (2.563569186119134e-09),Equal (0.3103522708813059),Greater (0.9999994572140366),Equal (0.13367458978868635),Equal (0.9503004449607091),Equal (0.5797918571007603),Greater (1.0),Greater (0.9999999999999998),Greater (0.9999999958225322),Greater (1.0),Greater (0.9999999999693674),Greater (1.0),Greater (0.9999999759284037),Greater (0.9985873723315509),Less (0.0010000565239242168),Less (8.109536525642283e-07),Greater (1.0),Less (0.0004289264610652906),Equal (0.5841681972817575),Equal (0.6062858433268745),Greater (1.0),Less (6.094061121314904e-05),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999916),Greater (1.0),
existence-executive-software development tools,,,,,,,,,,,,,,,,,,,,,Equal (0.33253951136172755),Greater (0.9999999990610093),Greater (0.9981594674308665),Greater (0.9999999998915406),Greater (0.9999937046509707),Greater (0.999999999999934),Greater (0.9993956312078989),Greater (0.9999999998232966),Greater (0.9981429926741058),Equal (0.13279695902739352),Greater (0.9946879225242977),Greater (0.9999999989853133),Greater (0.9999108611586304),Greater (0.9913043680250438),Greater (0.9984472049393461),Greater (1.0),Greater (1.0),Greater (0.9999999999993415),Greater (1.0),Greater (0.9999999999999911),Greater (1.0),Greater (0.9999999999713064),Greater (0.999998891029562),Equal (0.16556490282745784),Equal (0.06146372731424562),Greater (1.0),Equal (0.115709147065394),Equal (0.6158627235286509),Equal (0.42760447237619326),Greater (1.0),Equal (0.8808745281473769),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999998),Greater (1.0),
existence-executive-web development,,,,,,,,,,,,,,,,,,,,,,Greater (0.999999672783347),Equal (0.08436683621963616),Greater (0.9999999529964573),Greater (0.9997332493360545),Greater (0.9999999999784784),Greater (0.9892228453801203),Greater (0.9999999721085303),Equal (0.1018810625067771),Less (0.0010711801885518117),Equal (0.1908362256655497),Greater (0.9999999098013596),Greater (0.996808273552421),Equal (0.16550568998708692),Equal (0.057534915705932596),Greater (1.0),Greater (0.9999999999999986),Greater (0.9999999995360722),Greater (1.0),Greater (0.9999999999953044),Greater (1.0),Greater (0.999999997872321),Greater (0.9999361642013121),Less (0.022136648213174737),Less (0.002795683188573387),Greater (1.0),Less (0.016129714281341353),Equal (0.9805027446196889),Equal (0.8104443234727171),Greater (1.0),Equal (0.2016664977517577),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999996698),Greater (1.0),
property-full,,,,,,,,,,,,,,,,,,,,,,,Less (3.76482018474094e-05),Equal (0.916716386234533),Equal (0.8885508043923381),Greater (0.9999738742426653),Equal (0.1105654287050671),Greater (0.9918810351569948),Less (4.131727669769188e-25),Less (1.0597511108551889e-30),Less (9.522082616308671e-27),Greater (0.9977820695973361),Less (0.0062105369989478645),Less (0.004430278066032204),Less (0.0026981734129243673),Greater (1.0),Greater (0.9999999999980334),Greater (0.9986374656683076),Greater (1.0),Greater (0.9999886651527148),Greater (0.9999999999999991),Greater (0.9999651302715006),Equal (0.5653727790033172),Less (3.4304709422605044e-06),Less (6.436056479840515e-15),Greater (1.0),Less (1.129452587566271e-06),Equal (0.21788645886471825),Equal (0.13271815894633662),Greater (1.0),Less (1.14488759797688e-86),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
property-content management,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.99994444573007),Greater (0.9877870697801711),Greater (0.9999999989091548),Equal (0.3698714040520459),Greater (0.9999954037304769),Equal (0.3162070933904122),Less (3.381418916421537e-09),Equal (0.05930239705834332),Greater (0.9999991442159274),Equal (0.3499141487793068),Equal (0.9500105713384769),Equal (0.6772684566791052),Greater (1.0),Greater (0.9999999999999964),Greater (0.9999999023482035),Greater (1.0),Greater (0.9999999961474045),Greater (1.0),Greater (0.999999974580878),Greater (0.9993823948577647),Less (0.0011373827979239669),Less (2.091812648368735e-06),Greater (1.0),Less (0.0008939275676680596),Equal (0.6422604212727131),Equal (0.7678114272129073),Greater (1.0),Less (1.3139610935070102e-06),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999987),Greater (1.0),
property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.8890573630902643),Greater (0.9999440973644846),Equal (0.09928418376735776),Greater (0.9907955649478137),Less (2.1486132401476326e-18),Less (1.4403574124405037e-30),Less (1.9916090564107305e-22),Greater (0.9971900114661273),Less (0.005827768745047785),Less (0.0024471390892020824),Less (0.001873961061364148),Greater (1.0),Greater (0.9999999999986868),Greater (0.9982785454845992),Greater (1.0),Greater (0.99998896735224),Greater (0.9999999999999998),Greater (0.9999570663704276),Equal (0.6700927204312315),Less (1.3532946884677416e-06),Less (8.934117848952565e-17),Greater (1.0),Less (1.9144082527381015e-07),Equal (0.16391724475161273),Equal (0.09323998035273255),Greater (1.0),Less (3.4075035683149077e-41),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999999993531),Greater (1.0),
