,full-existence,full-executive,full-existence-executive,full-property,full-existence-property,full-executive-property,full-existence-executive-property,full-,content management-existence,content management-executive,content management-existence-executive,content management-property,content management-existence-property,content management-executive-property,content management-existence-executive-property,content management-,data storage & processing-existence,data storage & processing-executive,data storage & processing-existence-executive,data storage & processing-property,data storage & processing-existence-property,data storage & processing-executive-property,data storage & processing-existence-executive-property,data storage & processing-,devops and cloud-existence,devops and cloud-executive,devops and cloud-existence-executive,devops and cloud-property,devops and cloud-existence-property,devops and cloud-executive-property,devops and cloud-existence-executive-property,devops and cloud-,soa and middlewares-existence,soa and middlewares-executive,soa and middlewares-existence-executive,soa and middlewares-property,soa and middlewares-existence-property,soa and middlewares-executive-property,soa and middlewares-existence-executive-property,soa and middlewares-,software development tools-existence,software development tools-executive,software development tools-existence-executive,software development tools-property,software development tools-existence-property,software development tools-executive-property,software development tools-existence-executive-property,software development tools-,web development-existence,web development-executive,web development-existence-executive,web development-property,web development-existence-property,web development-executive-property,web development-existence-executive-property,web development-,
content management-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
content management-property,,,,,,,,,,,,,Equal (0.7526785457944143),Less (0.002839336267926),,Greater (0.9999999834713161),Less (8.338970544732455e-05),Greater (0.9999999999574318),,Less (2.547245541645654e-13),Less (9.843299516289918e-25),Less (0.0033083280548191203),,Greater (0.9999993016351743),Greater (0.9999999948961948),Greater (1.0),,Greater (0.9985827251937042),Greater (0.9890961857905464),Greater (0.9851203721486353),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9999989663991833),Equal (0.6183412414291443),,Greater (1.0),Greater (0.9999999975164812),Greater (1.0),,Greater (0.9949657905730888),Equal (0.3178321184887679),Equal (0.2672170679753134),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.983078027187125),Equal (0.25425514043751785),,Greater (1.0),
content management-existence-property,,,,,,,,,,,,,,Less (0.015814346424602166),,Greater (0.9778871288942731),Equal (0.30988059922784605),Greater (0.9873997460534332),,Less (0.014184917269763293),Less (2.8420868283758538e-05),Equal (0.06833953467691863),,Equal (0.0886801584005883),Greater (0.9904720773813095),Greater (0.9999100235006139),,Equal (0.1342862381747862),Equal (0.10013746183596679),Equal (0.07863584585248268),,Greater (0.9999816637410662),Greater (0.9999999999381468),Greater (0.9999999860820569),,Greater (0.9999999628043797),Greater (0.9999066206885743),Equal (0.6039590810775011),,Greater (0.9999999999135274),Greater (0.9984435582734535),Greater (0.9999976676220443),,Equal (0.10641378837196465),Equal (0.35327368260540615),Equal (0.3172706481982759),,Greater (0.9999992837988076),Greater (0.9999999978201429),Greater (0.9999999962172905),,Greater (0.9999968678158435),Equal (0.05279538664185687),Equal (0.3799150957223556),,Greater (0.9999999999166453),
content management-executive-property,,,,,,,,,,,,,,,,Greater (0.9997861734338096),Greater (0.9853565521880282),Greater (0.9999680876505426),,Equal (0.13132869930701602),Equal (0.7718554401592841),Equal (0.32362723909547586),,Greater (0.9999281654551543),Greater (0.9999626334242798),Greater (0.9999991432178985),,Greater (0.9997506835072787),Greater (0.9998325578457329),Greater (0.9998268550583769),,Greater (0.9999993026814591),Greater (0.9999999890484297),Greater (0.9999999459539423),,Greater (0.9999999078255505),Greater (0.999994564469783),Greater (0.9905120071408163),,Greater (0.9999999879237238),Greater (0.999971631379871),Greater (0.9999995565629897),,Greater (0.9996710042396677),Greater (0.9949979174102969),Greater (0.9966542983669401),,Greater (0.9999995590148708),Greater (0.999999929370176),Greater (0.9999999592041583),,Greater (0.9999989414229374),Greater (0.9995480002303484),Equal (0.18730338035973748),,Greater (0.9999999847944233),
content management-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
content management-,,,,,,,,,,,,,,,,,Less (1.0078134042364413e-113),Equal (0.6936061802363525),,Less (4.40829562501613e-153),Less (1.5937529754558007e-80),Less (7.0891692368962375e-06),,Less (4.8740977128116606e-172),Equal (0.2954908692938669),Greater (1.0),,Equal (0.10299848221911995),Equal (0.9326742183281388),Equal (0.6091282401842364),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9994019850164954),Equal (0.6261096069649503),,Greater (1.0),Greater (0.9984982748156772),Greater (1.0),,Equal (0.6026193989384099),Equal (0.8872989937291677),Equal (0.8989461705002957),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999999999564618),Equal (0.36656221550314994),Less (0.01696196494075055),,Greater (1.0),
data storage & processing-existence,,,,,,,,,,,,,,,,,,Greater (1.0),,Less (1.0443286659338508e-10),Less (1.883329376647156e-24),Equal (0.09950030804573635),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.999999999999981),Greater (0.9999799274870467),Greater (0.9994837826082372),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9999999999258448),Equal (0.2073204712357447),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999999688556149),Equal (0.05442120521771992),Equal (0.05526885696024469),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9994137917823814),Equal (0.5516633939818516),,Greater (1.0),
data storage & processing-executive,,,,,,,,,,,,,,,,,,,,Less (2.6733482825472806e-171),Less (2.5472523275248287e-100),Less (4.3451578309058684e-07),,Less (7.349629765094224e-34),Equal (0.3642729898269321),Greater (1.0),,Less (0.019361349664342206),Equal (0.9515121955145014),Equal (0.75496147388873),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9999320579195996),Equal (0.5481011550562198),,Greater (1.0),Greater (0.999832305828795),Greater (1.0),,Equal (0.4471035303825175),Equal (0.848684320590714),Equal (0.8416571741503784),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999999999999699),Equal (0.29182020564492206),Less (0.0034103076730966427),,Greater (1.0),
data storage & processing-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data storage & processing-property,,,,,,,,,,,,,,,,,,,,,Less (1.5506178757076345e-10),Equal (0.6296809861589265),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9999999799673981),Greater (0.9999917791750074),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9999999999998938),Equal (0.0544928236013378),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999999999999815),Greater (0.996278103683106),Greater (0.9940843610761859),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9999730996585607),Equal (0.8498395816786168),,Greater (1.0),
data storage & processing-existence-property,,,,,,,,,,,,,,,,,,,,,,Equal (0.136709561088406),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9999999999998541),Greater (0.9999999911181519),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (1.0),Greater (0.9983720844212418),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9999413022369953),Greater (0.9997185901126072),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9999999033326818),Equal (0.1898322432102567),,Greater (1.0),
data storage & processing-executive-property,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999932073548963),Greater (0.9999994305395048),Greater (0.9999999998208297),,Greater (0.9999603345862843),Greater (0.9999137635981006),Greater (0.9996335384466424),,Greater (0.9999999999781688),Greater (1.0),Greater (0.999999999999995),,Greater (0.9999999999999256),Greater (0.9999999252206396),Equal (0.06591765746850757),,Greater (1.0),Greater (0.9999998817525817),Greater (0.9999999999985679),,Greater (0.9999209232305035),Greater (0.9913450859455698),Greater (0.9912143091957558),,Greater (0.9999999999988132),Greater (0.9999999999999944),Greater (0.999999999999999),,Greater (0.9999999999351142),Greater (0.9996676202679668),Equal (0.781601448410771),,Greater (1.0),
data storage & processing-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data storage & processing-,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999990615594492),Greater (1.0),,Equal (0.7072543822374735),Equal (0.2570827658996131),Equal (0.22423587471521345),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9999914748052036),Equal (0.8477964874424329),,Greater (1.0),Greater (0.9999999367383747),Greater (1.0),,Equal (0.6060608438831061),Equal (0.7844750961272808),Equal (0.5555790919051664),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Equal (0.14492225042863688),Less (0.010570740697045701),,Greater (1.0),
devops and cloud-existence,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999993410572355),,Less (0.01259347419294174),Equal (0.8547598485337256),Equal (0.9032760675312519),,Greater (0.9999999999999994),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.999634021206433),Equal (0.49590615895555146),,Greater (1.0),Greater (0.9946889799437089),Greater (1.0),,Equal (0.2754349841239577),Equal (0.7486211977575875),Equal (0.9307019539457625),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.999999999438488),Equal (0.3853710364506173),Less (0.00317891226059081),,Greater (1.0),
devops and cloud-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.152077332247022e-10),Equal (0.11237757387757441),Equal (0.3514055114377772),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9928403896146301),Equal (0.17619444262179806),,Greater (1.0),Equal (0.7751918504051244),Greater (1.0),,Less (7.933409342141367e-05),Equal (0.2753031998031905),Equal (0.6088293004947093),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999987120254997),Equal (0.9389233379809986),Less (9.834140349677022e-05),,Greater (1.0),
devops and cloud-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devops and cloud-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.4071230227752194),Equal (0.3592243948248355),,Greater (0.9999999999999999),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9999659619470856),Equal (0.8475360772033975),,Greater (1.0),Greater (0.9999116744683736),Greater (1.0),,Equal (0.6882930147325605),Equal (0.8155983450151274),Equal (0.6034066018940367),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999999999906228),Equal (0.14961456620694522),Less (0.01454061659573665),,Greater (1.0),
devops and cloud-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.852444966598715),,Greater (0.9925301735147694),Greater (0.9999999989849839),Greater (0.9999974326858159),,Greater (0.9999970352969733),Greater (0.9975517274702429),Equal (0.5558900412117895),,Greater (0.9999999952758041),Equal (0.14950998479020972),Greater (0.9997178650511824),,Equal (0.6619780944379712),Equal (0.8429935431210142),Equal (0.8816502015154672),,Greater (0.9998300558282402),Greater (0.9999999291812284),Greater (0.9999997533967278),,Greater (0.999687495743353),Equal (0.397919942275045),Less (0.005097996712442628),,Greater (0.9999999961833497),
devops and cloud-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.13663439734012617),Greater (0.9999342937744516),Greater (0.9982119055517952),,Greater (0.998380061817769),Equal (0.06733552697716806),Equal (0.4909692450911042),,Greater (0.9998291178145204),Equal (0.5037013081909159),Greater (0.9866793398681611),,Equal (0.4273022594182746),Equal (0.7001117209383578),Equal (1.0),,Greater (0.9826471578399909),Greater (0.9994577148500152),Greater (0.9991837149952294),,Greater (0.9781110164785962),Equal (0.6644934215086478),Less (0.002696579691451892),,Greater (0.9997979614894963),
devops and cloud-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devops and cloud-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),,Greater (0.9999999999381449),Equal (0.06705024424191508),Equal (0.09638351982607363),,Greater (1.0),Equal (0.16070069087361527),Greater (0.9999999999999999),,Less (1.754232028243247e-06),Equal (0.13879958460619812),Equal (0.3838894229562462),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9996363369371707),Equal (0.7132090064194138),Less (0.00010293837221514969),,Greater (1.0),
soa and middlewares-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (3.2997753383631935e-09),,Less (0.005842258804341118),Equal (0.15324394538301198),Less (0.000752346121805737),,Equal (0.05363318507466958),Less (1.1266417523312167e-15),Less (2.7120472273455854e-22),,Less (2.907043853760634e-18),Less (0.00043282033579573377),Less (0.004610320770573828),,Less (2.0979197655613103e-16),Equal (0.48752864590456935),Less (3.4630808600618613e-06),,Less (0.0007962830617734128),Less (0.004803052722212438),Less (5.259750303427938e-06),,Equal (0.21513637679151598),
soa and middlewares-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.22813674117291516),Equal (0.99549918681551),Less (0.0057636081404024595),,Greater (1.0),Less (3.965932653661347e-09),Less (9.41136216238504e-12),,Less (3.8015411225576484e-14),Less (0.005293637354227658),Equal (0.06783366009327378),,Less (1.4109831198607322e-10),Greater (0.9999495460478622),Greater (0.9993496369216249),,Equal (0.606171656972248),Equal (0.10510208806256739),Less (1.2637911161186819e-05),,Greater (1.0),
soa and middlewares-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soa and middlewares-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.7000783115462114),Less (0.004547587790519829),,Equal (0.08477588313838348),Less (4.0853276917301935e-07),Less (3.308702060720875e-05),,Less (5.5576838029113604e-11),Less (0.0039959153277919005),Less (0.024312931725159234),,Less (0.0018715157064379175),Equal (0.10316840080011394),Equal (0.8832385004225501),,Equal (0.2889265627011477),Equal (0.07020273922576097),Less (2.375765765378612e-05),,Greater (0.982680975603559),
soa and middlewares-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.020827795122171627),,Equal (0.2944859733428914),Less (0.016514112733575573),Equal (0.24084752642185536),,Less (0.0008187048851472483),Equal (0.05385410872500513),Equal (0.11614083871528087),,Equal (0.5283235859181336),Equal (0.2930852479182582),Equal (0.779217305375),,Equal (0.8342426688387955),Equal (0.22619729064168936),Less (0.0005008958256363601),,Equal (0.24545748189496197),
soa and middlewares-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.998609767655372),Equal (0.235846850639161),Greater (0.9798857374305692),,Equal (0.7459924188556502),Equal (0.8021234457262614),Equal (0.5772098988300636),,Greater (0.9816454635351742),Greater (0.9977754184125922),Greater (0.9965521280584746),,Greater (0.9828471351472637),Equal (0.3404966436769491),Equal (0.14284426432029174),,Greater (0.9986220520737811),
soa and middlewares-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soa and middlewares-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (5.19232508246353e-18),Less (8.550177165133393e-78),,Less (2.3556280201505586e-20),Less (0.0008670870233525161),Less (0.008724248716705704),,Less (0.0),Equal (0.5465588973732465),Less (7.382725316710102e-15),,Less (0.0030131421420717414),Less (0.009804098714110455),Less (5.514338576550412e-06),,Greater (0.9999998703488706),
software development tools-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.999194775362704),,Less (0.01207439009985026),Equal (0.34417657958627257),Equal (0.5826916945817611),,Greater (0.999985285092726),Greater (0.9999999999829903),Greater (0.999999999990296),,Greater (0.999500415042365),Equal (0.9353316076605301),Less (0.0028332748785248564),,Greater (1.0),
software development tools-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.0244015965179715e-08),Equal (0.05443035270695283),Equal (0.19274122824924544),,Greater (0.999073233205835),Greater (0.9999999999998456),Greater (1.0),,Equal (0.062334322633416),Equal (0.39470891439839306),Less (5.3851224652805856e-05),,Greater (1.0),
software development tools-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
software development tools-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.9743308192881595),Equal (0.7824085457875232),,Greater (0.9999999993095842),Greater (0.9999999999999516),Greater (0.9999999999999983),,Greater (0.9999988930611038),Equal (0.3045048822954636),Less (0.023313611310434423),,Greater (1.0),
software development tools-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.832799416866129),,Greater (0.97929155403427),Greater (0.9985604923369014),Greater (0.9970208030856677),,Greater (0.9808727668160186),Equal (0.4448503374923518),Equal (0.09748928968768038),,Greater (0.9991818570653176),
software development tools-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.15156688391237635),Greater (0.9900243368417652),Greater (0.9795704077748935),,Equal (0.11774058966803376),Equal (0.6671725586596909),Less (0.021602334695927657),,Greater (0.9921387762250826),
software development tools-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
software development tools-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999957375394),Greater (1.0),,Equal (0.39587109406527277),Equal (0.2644141801327966),Less (0.000112698769617798),,Greater (1.0),
web development-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.001959440285264624),,Less (0.009409817494317551),Less (0.012836655211638338),Less (3.426463745805427e-05),,Equal (0.9479208254155584),
web development-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.25182821868831373),Equal (0.06404160356806363),Less (1.3718213018121825e-05),,Greater (1.0),
web development-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
web development-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.2051705043253278),Less (0.00029538175026748426),,Greater (0.9985578930782578),
web development-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.012254411178502834),,Greater (0.9915448618942116),
web development-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999906205241167),
web development-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
web development-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
