,full-existence,full-executive,full-existence-executive,full-property,full-existence-property,full-executive-property,full-existence-executive-property,full-,content management-existence,content management-executive,content management-existence-executive,content management-property,content management-existence-property,content management-executive-property,content management-existence-executive-property,content management-,data storage & processing-existence,data storage & processing-executive,data storage & processing-existence-executive,data storage & processing-property,data storage & processing-existence-property,data storage & processing-executive-property,data storage & processing-existence-executive-property,data storage & processing-,devops and cloud-existence,devops and cloud-executive,devops and cloud-existence-executive,devops and cloud-property,devops and cloud-existence-property,devops and cloud-executive-property,devops and cloud-existence-executive-property,devops and cloud-,soa and middlewares-existence,soa and middlewares-executive,soa and middlewares-existence-executive,soa and middlewares-property,soa and middlewares-existence-property,soa and middlewares-executive-property,soa and middlewares-existence-executive-property,soa and middlewares-,software development tools-existence,software development tools-executive,software development tools-existence-executive,software development tools-property,software development tools-existence-property,software development tools-executive-property,software development tools-existence-executive-property,software development tools-,web development-existence,web development-executive,web development-existence-executive,web development-property,web development-existence-property,web development-executive-property,web development-existence-executive-property,web development-,
content management-existence-executive,,,,,,,,,,,,Greater (0.9999998492761806),Greater (0.9999791481660745),Equal (0.31073679822110145),Equal (0.6895488487816412),Greater (1.0),Greater (0.9999999157622538),Greater (1.0),Equal (0.9915774220106849),Equal (0.3473802231758438),Less (0.008434777170357292),Equal (0.0625611393215108),Less (1.3997742703751242e-05),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999997),Greater (0.9999999999999981),Greater (1.0),Greater (0.9999999999759019),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999997),Greater (0.9999999999345253),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999998326349),Greater (0.9999999999999973),Greater (0.9999999999778614),Greater (0.9999999999476245),Equal (0.4328033546632297),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999735766797),Greater (1.0),
content management-property,,,,,,,,,,,,,Equal (0.19727905287416647),Less (4.0592535805727504e-11),Less (0.0009372266524056235),Greater (0.9999999881730833),Equal (0.05739926247416648),Greater (0.9999999999999961),Less (1.218763128783331e-13),Less (3.099659053785866e-12),Less (1.8798799495359248e-31),Less (2.829002425440438e-05),Less (1.4559243007796226e-19),Greater (0.9999107514919293),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999763570040494),Greater (0.9996779802903821),Greater (0.9999999995002896),Greater (0.9997648923393924),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999997283596981),Greater (0.9999985715894394),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9977013973524353),Greater (0.9999896438302952),Greater (0.9989562479690272),Greater (0.9995639136053605),Equal (0.37782438063215884),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999912212916),Greater (0.9999664826830891),Greater (1.0),
content management-existence-property,,,,,,,,,,,,,,Less (3.875863533728199e-08),Less (0.0057170159527866115),Greater (0.9999999999995953),Equal (0.9667793785610114),Greater (1.0),Less (5.519655903257058e-09),Less (1.7094109005920136e-07),Less (9.510978349825088e-23),Less (0.0028898613648708337),Less (2.1001205333584224e-16),Greater (0.9999999817207204),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999814168275),Greater (0.9999972498300477),Greater (0.9999999999977807),Greater (0.9999825052988501),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999952184414),Greater (0.9999997948840077),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9998796880485291),Greater (0.9999998944637128),Greater (0.9999579996290281),Greater (0.9999742234908683),Equal (0.5827230675827701),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999998645871),Greater (0.9999928663006481),Greater (1.0),
content management-executive-property,,,,,,,,,,,,,,,Equal (0.8665500019990815),Greater (1.0),Greater (0.9999999999996622),Greater (1.0),Equal (0.09680484252748796),Greater (0.9960109376017459),Equal (0.36160773222169884),Greater (0.9997603942714367),Less (0.00014284542144155676),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999994),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999998875),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999772),Greater (1.0),Greater (0.9999999999999973),Greater (0.9999999999999852),Equal (0.20787541952193478),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999992540387),Greater (1.0),
content management-existence-executive-property,,,,,,,,,,,,,,,,Greater (0.9999989850592266),Greater (0.9982488074834696),Greater (0.9999999968573081),Equal (0.5234306577616247),Equal (0.29635787570339445),Equal (0.54376387152288),Equal (0.10848908450848882),Less (0.007089365396882409),Greater (0.9999987415195779),Greater (0.9999999999241054),Greater (0.9999999999999981),Greater (0.9999999999914404),Greater (0.9999995028419322),Greater (0.9999972532042699),Greater (0.9999999985669925),Greater (0.9999996240097295),Greater (0.9999999999999984),Greater (1.0),Greater (1.0),Greater (0.9999999999998286),Greater (1.0),Greater (1.0),Greater (0.9999999947392217),Greater (0.999999991830058),Greater (1.0),Greater (0.9999999999947019),Greater (1.0),Greater (0.9999940168675171),Greater (0.999999631767321),Greater (0.9999956904979557),Greater (0.9999974948003065),Equal (0.33681658818459514),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999999999648),Greater (1.0),Greater (1.0),Greater (0.999999999212673),Greater (0.99999960351681),Greater (1.0),
content management-,,,,,,,,,,,,,,,,,Less (1.0464772924141194e-188),Greater (0.9999995399291733),Less (1.1300725896151443e-72),Less (9.856002362418477e-106),Less (4.2518187566108655e-263),Less (1.2624349489118981e-27),Less (3.7312535670641e-36),Less (1.2202528955091493e-176),Greater (1.0),Greater (1.0),Greater (0.9999999999640317),Equal (0.8597592434917847),Equal (0.2087154869677379),Greater (0.99645761626369),Equal (0.5630946453058413),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999207),Greater (1.0),Greater (1.0),Greater (0.9845615548059978),Greater (0.9991283022556465),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.907789641750298),Equal (0.2135181021426793),Equal (0.929058747779672),Equal (0.4686397350170248),Less (0.023256457938508217),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999959968),Greater (1.0),Greater (1.0),Greater (0.9995394003426791),Greater (0.9979653719567151),Greater (1.0),
data storage & processing-existence,,,,,,,,,,,,,,,,,,Greater (1.0),Less (3.5443775932355875e-22),Less (1.0180084265338018e-24),Less (4.245877211118545e-99),Less (6.091323695095155e-05),Less (1.4136243016853897e-23),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999555),Greater (0.9999999999998772),Greater (1.0),Greater (0.9999999537769053),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999355),Greater (0.9999999989796735),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999994725189101),Greater (0.9999999999984923),Greater (0.9999998679391822),Greater (0.999999959826006),Equal (0.5841807069978724),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999969),Greater (0.9999995814137047),Greater (1.0),
data storage & processing-executive,,,,,,,,,,,,,,,,,,,Less (5.419183878345897e-112),Less (1.2707881171521556e-158),Less (0.0),Less (7.777123061080811e-45),Less (4.605624286313713e-50),Less (1.0291050610468267e-125),Greater (0.9999999999997923),Greater (1.0),Greater (0.9999801759112004),Equal (0.3579348470818918),Less (0.004230537579011014),Equal (0.08227339060071676),Equal (0.7600202405015893),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999953),Greater (1.0),Greater (1.0),Equal (0.09920890015970735),Greater (0.999599079159241),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.502499332594317),Equal (0.522240206449925),Equal (0.5058114860974086),Equal (0.6314471136233739),Less (0.005926146982131852),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999348),Greater (1.0),Greater (1.0),Greater (0.9991907423676553),Greater (0.9992819655035222),Greater (1.0),
data storage & processing-existence-executive,,,,,,,,,,,,,,,,,,,,Equal (0.1662715000178061),Less (5.358307256583282e-06),Greater (0.9987366527303424),Less (7.3216322692847055e-09),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999957),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999999),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.34738425668213635),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999997536941),Greater (1.0),
data storage & processing-property,,,,,,,,,,,,,,,,,,,,,Less (7.123076929781346e-13),Greater (0.9799405831818764),Less (3.5364823477182944e-11),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999999),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999063),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999959),Greater (1.0),Greater (0.9999999999999999),Greater (0.9999999999999981),Equal (0.5225436115719306),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999982934177),Greater (1.0),
data storage & processing-existence-property,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999733465),Less (6.952781934737279e-05),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.10578590287244381),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999935986),Greater (1.0),
data storage & processing-executive-property,,,,,,,,,,,,,,,,,,,,,,,Less (2.6206557499353452e-12),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999997),Greater (1.0),Greater (0.9999999999895544),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999977198),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999998042997),Greater (0.9999999999999987),Greater (0.9999999999299438),Greater (0.9999999999838538),Equal (0.7873006305147938),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999921881243),Greater (1.0),
data storage & processing-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9971120566301783),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999997942),Greater (1.0),
data storage & processing-,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9992870660879517),Greater (0.9876620409782828),Greater (0.9999999991065297),Greater (0.9962222724417232),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999976122526879),Greater (0.9999987335815823),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.05788194113449213),Greater (0.9997902889113499),Greater (0.9766231974745229),Greater (0.9977221489277879),Equal (0.10191411634972158),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999673273104),Greater (0.999954453315306),Greater (1.0),
devops and cloud-existence,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Equal (0.2804205983443294),Less (0.0007364788038661848),Less (1.046464475881962e-07),Equal (0.5481206850329041),Equal (0.0571928766486939),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999585011311),Greater (1.0),Greater (1.0),Equal (0.952160555226066),Greater (0.9937308015975714),Greater (1.0),Greater (0.9999999999863901),Greater (1.0),Less (0.013741208591502308),Equal (0.24466965560154086),Less (0.011076822739756818),Equal (0.34561284221854394),Less (0.001395506627590927),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999947429192),Greater (1.0),Greater (1.0),Equal (0.08715862918788561),Greater (0.9947658345894265),Greater (1.0),
devops and cloud-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (3.991701293605775e-16),Less (8.625247128017901e-12),Less (9.992031078962446e-22),Less (8.764014825484987e-05),Less (1.3124167317374411e-05),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9981332592121943),Greater (1.0),Greater (1.0),Less (0.008855928788924909),Equal (0.10129355582630024),Greater (1.0),Equal (0.08579727049311782),Greater (1.0),Less (2.719642387049842e-06),Less (5.519162212303525e-05),Less (5.322452318892996e-07),Less (0.0026127024786841493),Less (5.0158474254452594e-05),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999733013930012),Greater (1.0),Greater (1.0),Equal (0.8989206551811078),Equal (0.060974495240661765),Greater (1.0),
devops and cloud-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0022653815591794878),Less (2.8822035051855083e-06),Equal (0.8114091550096757),Equal (0.0853755956508698),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999542474323),Greater (1.0),Greater (1.0),Equal (0.9198288901261298),Greater (0.9977744357288536),Greater (1.0),Greater (0.99999999912083),Greater (1.0),Less (0.018257900122877167),Equal (0.24450330250496677),Less (0.008531272743914574),Equal (0.5308963274716488),Less (0.0009952362375200224),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999890607844),Greater (1.0),Greater (1.0),Equal (0.07470532022040019),Greater (0.9949496927538923),Greater (1.0),
