,existence-full,existence-content management,existence-data storage & processing,existence-devops and cloud,existence-soa and middlewares,existence-software development tools,existence-web development,executive-full,executive-content management,executive-data storage & processing,executive-devops and cloud,executive-soa and middlewares,executive-software development tools,executive-web development,existence-executive-full,existence-executive-content management,existence-executive-data storage & processing,existence-executive-devops and cloud,existence-executive-soa and middlewares,existence-executive-software development tools,existence-executive-web development,property-full,property-content management,property-data storage & processing,property-devops and cloud,property-soa and middlewares,property-software development tools,property-web development,existence-property-full,existence-property-content management,existence-property-data storage & processing,existence-property-devops and cloud,existence-property-soa and middlewares,existence-property-software development tools,existence-property-web development,executive-property-full,executive-property-content management,executive-property-data storage & processing,executive-property-devops and cloud,executive-property-soa and middlewares,executive-property-software development tools,executive-property-web development,existence-executive-property-full,existence-executive-property-content management,existence-executive-property-data storage & processing,existence-executive-property-devops and cloud,existence-executive-property-soa and middlewares,existence-executive-property-software development tools,existence-executive-property-web development,-full,-content management,-data storage & processing,-devops and cloud,-soa and middlewares,-software development tools,-web development,
executive-devops and cloud,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),,,,,,,,Less (7.846720460554358e-182),Less (2.805506731760362e-31),Less (5.18368766992034e-310),Less (1.152077332247022e-10),Greater (1.0),Less (7.933409342141367e-05),Greater (0.9999987120254997),Less (5.7287317751749155e-111),Less (8.998630901682629e-05),Less (3.0808203874019947e-149),Equal (0.11237757387757441),Greater (0.9928403896146301),Equal (0.2753031998031905),Equal (0.9389233379809986),Less (3.526008132004964e-14),Less (8.570016615070745e-07),Less (1.79203955533715e-10),Equal (0.3514055114377772),Equal (0.17619444262179806),Equal (0.6088293004947093),Less (9.834140349677022e-05),,,,,,,,Greater (0.991342879779981),Less (9.441036536177785e-95),Less (0.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
executive-soa and middlewares,,,,,,,,,,,,,Less (9.41136216238504e-12),Greater (0.9993496369216249),,,,,,,,Less (4.267728750975286e-276),Less (4.674342865328557e-59),Less (0.0),Less (1.305783181811139e-36),Equal (0.22813674117291516),Less (3.8015411225576484e-14),Equal (0.606171656972248),Less (5.438236491201198e-153),Less (1.3923293206126441e-08),Less (1.355854316844701e-175),Less (2.568053594101372e-06),Equal (0.99549918681551),Less (0.005293637354227658),Equal (0.10510208806256739),Less (1.8366642042358268e-25),Less (5.408362886223345e-08),Less (5.0244702113449646e-15),Less (0.0017886125962024008),Less (0.0057636081404024595),Equal (0.06783366009327378),Less (1.2637911161186819e-05),,,,,,,,Less (1.1860234010822143e-99),Less (6.585047127438203e-227),Less (0.0),Less (2.1921138763768456e-78),Greater (1.0),Less (1.4109831198607322e-10),Greater (1.0),
executive-software development tools,,,,,,,,,,,,,,Greater (1.0),,,,,,,,Less (5.612172734754483e-174),Less (4.175849576756542e-40),Less (9.329667689049242e-272),Less (3.318871354052809e-23),Greater (0.9999669172884261),Less (1.0244015965179715e-08),Equal (0.062334322633416),Less (1.4516107990913586e-117),Less (2.333311178364158e-06),Less (5.524776488683925e-146),Less (0.0002822137063598009),Equal (0.24084752642185536),Equal (0.05443035270695283),Equal (0.39470891439839306),Less (1.0657150267003023e-19),Less (4.4379473518617033e-07),Less (1.4329613398092937e-12),Less (0.01332451842824347),Less (0.02012257079288514),Equal (0.19274122824924544),Less (5.3851224652805856e-05),,,,,,,,Less (1.2486843814295801e-25),Less (1.084096166486955e-96),Less (3.109102846524781e-226),Less (6.339340266312105e-17),Greater (1.0),Greater (0.999073233205835),Greater (1.0),
executive-web development,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Less (1.4392692360916284e-63),Less (0.0),Less (2.7468293296278962e-42),Equal (0.8832385004225501),Less (1.6155083863401666e-15),Equal (0.25182821868831373),Less (1.4592552053065036e-164),Less (3.783845986487658e-09),Less (6.1197777466550414e-183),Less (2.4666185633976474e-07),Equal (0.779217305375),Less (0.00297988715917867),Equal (0.06404160356806363),Less (2.5104057722474984e-27),Less (4.081736420812857e-08),Less (9.62501856145879e-16),Less (0.0008164752128023965),Less (0.0034489389498795382),Less (0.020434665126172244),Less (1.3718213018121825e-05),,,,,,,,Less (4.27023522882794e-169),Less (0.0),Less (0.0),Less (6.338190142529543e-151),Greater (0.9999999999999927),Less (7.451930811975475e-29),Greater (1.0),
existence-executive-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
property-full,,,,,,,,,,,,,,,,,,,,,,,Equal (0.3835947951911496),Less (1.9108990539736416e-30),Greater (0.9999964708531373),Greater (1.0),Greater (0.9997054354223396),Greater (1.0),Less (1.6736886240087323e-14),Equal (0.9896036662800213),Less (3.132148226267789e-37),Greater (0.9964801337236011),Greater (0.9999999280098907),Equal (0.23021977312080322),Greater (0.9922613407454053),Equal (0.33434759282933213),Less (0.004619961732864969),Less (0.0055545040728098025),Greater (0.990226313032177),Equal (0.5070769934975186),Equal (0.2010638092007816),Equal (0.30140215368534806),,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
property-content management,,,,,,,,,,,,,,,,,,,,,,,,Less (2.547245541645654e-13),Greater (0.9985827251937042),Greater (1.0),Greater (0.9949657905730888),Greater (1.0),Less (9.673674775971533e-10),Equal (0.7526785457944143),Less (9.843299516289918e-25),Greater (0.9890961857905464),Greater (0.9999989663991833),Equal (0.3178321184887679),Greater (0.983078027187125),Equal (0.2080003525105748),Less (0.002839336267926),Less (0.0033083280548191203),Greater (0.9851203721486353),Equal (0.6183412414291443),Equal (0.2672170679753134),Equal (0.25425514043751785),,,,,,,,Greater (1.0),Greater (0.9999999834713161),Greater (0.9999993016351743),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (0.9999999999999815),Greater (1.0),Equal (0.8187912281421504),Greater (0.9858203768475361),Less (1.5506178757076345e-10),Greater (0.9999999799673981),Greater (0.9999999999998938),Greater (0.996278103683106),Greater (0.9999730996585607),Greater (0.9961748206119604),Equal (0.13132869930701602),Equal (0.6296809861589265),Greater (0.9999917791750074),Equal (0.0544928236013378),Greater (0.9940843610761859),Equal (0.8498395816786168),,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Equal (0.6882930147325605),Greater (0.9999999999906228),Less (8.072079256160909e-19),Equal (0.1342862381747862),Less (5.263262753288336e-38),Equal (0.4071230227752194),Greater (0.9999659619470856),Equal (0.8155983450151274),Equal (0.14961456620694522),Less (0.0004568990459067497),Less (0.0002505374756574668),Less (3.978439430895465e-05),Equal (0.3592243948248355),Equal (0.8475360772033975),Equal (0.6034066018940367),Less (0.01454061659573665),,,,,,,,Greater (0.9999999998028758),Equal (0.10299848221911995),Equal (0.7072543822374735),Greater (0.9999999999999999),Greater (1.0),Greater (1.0),Greater (1.0),
property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (5.5576838029113604e-11),Equal (0.2889265627011477),Less (4.488064489451648e-60),Less (3.7355873104884725e-08),Less (3.1222053939705633e-80),Less (2.974390386839226e-06),Equal (0.7000783115462114),Less (0.0039959153277919005),Equal (0.07020273922576097),Less (2.7730210681033185e-20),Less (9.293712850116455e-08),Less (7.486954666530901e-14),Less (0.0016255699779528737),Less (0.004547587790519829),Less (0.024312931725159234),Less (2.375765765378612e-05),,,,,,,,Less (3.345429064747574e-12),Less (2.3105202651126815e-23),Less (1.606008582148193e-40),Less (6.185546369056741e-11),Equal (0.08477588313838348),Less (0.0018715157064379175),Greater (0.982680975603559),
property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999988930611038),Less (1.0756053994924966e-11),Equal (0.10641378837196465),Less (6.093197019404765e-23),Equal (0.6619780944379712),Greater (0.9991851819177616),Equal (0.9743308192881595),Equal (0.3045048822954636),Less (0.0011407733145003757),Less (0.0003324308022358794),Less (7.95538267807881e-05),Equal (0.4273022594182746),Equal (0.7459924188556502),Equal (0.7824085457875232),Less (0.023313611310434423),,,,,,,,Greater (0.9997063561183879),Equal (0.6026193989384099),Equal (0.6060608438831061),Greater (0.9999982457777361),Greater (1.0),Greater (0.9999999993095842),Greater (1.0),
property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.6842848321686845e-37),Less (3.148170487859406e-06),Less (2.3568797565357814e-53),Less (0.00031360302928206166),Equal (0.8342426688387955),Less (0.019206877836690138),Equal (0.2051705043253278),Less (7.010914754881476e-14),Less (1.0699754504924364e-06),Less (6.53832512680544e-11),Less (0.021968211417611093),Less (0.017253242553981203),Equal (0.11774058966803376),Less (0.00029538175026748426),,,,,,,,Less (5.087715173219321e-05),Less (4.353844094347997e-11),Less (1.497752108755604e-18),Less (0.0003636643793814811),Greater (0.9969868706735531),Equal (0.39587109406527277),Greater (0.9985578930782578),
existence-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9815996856419622),Less (4.5628255506216656e-07),Greater (0.9999996781634558),Greater (0.9999999999959585),Greater (0.994427747794877),Greater (0.999934005838945),Greater (0.9917730267071451),Equal (0.17496744048841872),Equal (0.6807475338995361),Greater (0.9999593080678958),Equal (0.0703431459539856),Greater (0.9907166602423434),Equal (0.8629909581201235),,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (2.8420868283758538e-05),Equal (0.10013746183596679),Greater (0.9999066206885743),Equal (0.35327368260540615),Equal (0.05279538664185687),Equal (0.5749716408827164),Less (0.015814346424602166),Equal (0.06833953467691863),Equal (0.07863584585248268),Equal (0.6039590810775011),Equal (0.3172706481982759),Equal (0.3799150957223556),,,,,,,,Greater (0.9998088531258191),Greater (0.9778871288942731),Equal (0.0886801584005883),Greater (0.9999816637410662),Greater (0.9999999999135274),Greater (0.9999992837988076),Greater (0.9999999999166453),
existence-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999999998541),Greater (1.0),Greater (0.9999413022369953),Greater (0.9999999033326818),Greater (0.9999999713548517),Equal (0.7718554401592841),Equal (0.136709561088406),Greater (0.9999999911181519),Greater (0.9983720844212418),Greater (0.9997185901126072),Equal (0.1898322432102567),,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9975517274702429),Equal (0.8429935431210142),Equal (0.397919942275045),Less (0.0013651096137316683),Less (0.00017242938530121125),Less (8.751228078578656e-05),Equal (0.852444966598715),Equal (0.5558900412117895),Equal (0.8816502015154672),Less (0.005097996712442628),,,,,,,,Equal (0.083211883498372),Equal (0.9326742183281388),Equal (0.2570827658996131),Greater (0.9925301735147694),Greater (0.9999999952758041),Greater (0.9998300558282402),Greater (0.9999999961833497),
existence-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.05385410872500513),Equal (0.22619729064168936),Less (1.4031827575449173e-07),Less (5.66899040406871e-06),Less (7.653727745792977e-08),Equal (0.06733552697716806),Less (0.020827795122171627),Equal (0.11614083871528087),Less (0.0005008958256363601),,,,,,,,Less (0.02044199879090871),Less (0.0005980185832578584),Less (8.525234733280413e-06),Equal (0.06705024424191508),Equal (0.2944859733428914),Equal (0.5283235859181336),Equal (0.24545748189496197),
existence-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.4448503374923518),Equal (0.11872945851805197),Less (0.005266853967629656),Less (0.00883484883691246),Equal (0.7001117209383578),Equal (0.8021234457262614),Equal (0.832799416866129),Equal (0.09748928968768038),,,,,,,,Equal (0.262647104812607),Equal (0.8872989937291677),Equal (0.7844750961272808),Equal (0.13879958460619812),Greater (0.9991329263358371),Greater (0.97929155403427),Greater (0.9991818570653176),
existence-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0032874868217659665),Less (0.00047800694853037675),Less (0.00034073390781616867),Equal (0.6644934215086478),Equal (0.3404966436769491),Equal (0.6671725586596909),Less (0.012254411178502834),,,,,,,,Equal (0.9190270209756708),Equal (0.36656221550314994),Equal (0.14492225042863688),Equal (0.7132090064194138),Greater (0.9901960102722135),Equal (0.2644141801327966),Greater (0.9915448618942116),
executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.012470834346994341),Equal (0.08732266356324275),Greater (0.9952087677671928),Equal (0.31520341903361426),Equal (0.09453863259509608),Equal (0.39111978000350733),,,,,,,,Greater (0.9999999999984105),Greater (0.9999914032730789),Greater (0.9999454247389787),Greater (0.9999999999999999),Greater (1.0),Greater (1.0),Greater (1.0),
executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.32362723909547586),Greater (0.9998268550583769),Greater (0.9905120071408163),Greater (0.9966542983669401),Equal (0.18730338035973748),,,,,,,,Greater (0.9999949792755648),Greater (0.9997861734338096),Greater (0.9999281654551543),Greater (0.9999993026814591),Greater (0.9999999879237238),Greater (0.9999995590148708),Greater (0.9999999847944233),
executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9996335384466424),Equal (0.06591765746850757),Greater (0.9912143091957558),Equal (0.781601448410771),,,,,,,,Greater (0.9999999981330074),Greater (0.9999929108898618),Greater (0.9999932073548963),Greater (0.9999999999781688),Greater (1.0),Greater (0.9999999999988132),Greater (1.0),
executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.4909692450911042),Equal (1.0),Less (0.002696579691451892),,,,,,,,Equal (0.41825598922012075),Equal (0.6091282401842364),Equal (0.22423587471521345),Equal (0.13663439734012617),Greater (0.9998291178145204),Greater (0.9826471578399909),Greater (0.9997979614894963),
executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.5772098988300636),Equal (0.14284426432029174),,,,,,,,Equal (0.18376262152979483),Equal (0.6261096069649503),Equal (0.8477964874424329),Equal (0.09638351982607363),Greater (0.998609767655372),Greater (0.9816454635351742),Greater (0.9986220520737811),
executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.021602334695927657),,,,,,,,Equal (0.5229741594006447),Equal (0.8989461705002957),Equal (0.5555790919051664),Equal (0.3838894229562462),Greater (0.9912758961436908),Equal (0.15156688391237635),Greater (0.9921387762250826),
executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9990209249334788),Greater (0.9830382074059779),Greater (0.9894293285910306),Greater (0.9998970637182273),Greater (0.9999944858444036),Greater (0.9998873039489802),Greater (0.9999906205241167),
existence-executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Less (0.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (4.8740977128116606e-172),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
