,existence-full,existence-content management,existence-data storage & processing,existence-devops and cloud,existence-soa and middlewares,existence-software development tools,existence-web development,executive-full,executive-content management,executive-data storage & processing,executive-devops and cloud,executive-soa and middlewares,executive-software development tools,executive-web development,existence-executive-full,existence-executive-content management,existence-executive-data storage & processing,existence-executive-devops and cloud,existence-executive-soa and middlewares,existence-executive-software development tools,existence-executive-web development,property-full,property-content management,property-data storage & processing,property-devops and cloud,property-soa and middlewares,property-software development tools,property-web development,existence-property-full,existence-property-content management,existence-property-data storage & processing,existence-property-devops and cloud,existence-property-soa and middlewares,existence-property-software development tools,existence-property-web development,executive-property-full,executive-property-content management,executive-property-data storage & processing,executive-property-devops and cloud,executive-property-soa and middlewares,executive-property-software development tools,executive-property-web development,existence-executive-property-full,existence-executive-property-content management,existence-executive-property-data storage & processing,existence-executive-property-devops and cloud,existence-executive-property-soa and middlewares,existence-executive-property-software development tools,existence-executive-property-web development,-full,-content management,-data storage & processing,-devops and cloud,-soa and middlewares,-software development tools,-web development,
executive-devops and cloud,,,,,,,,,,,,Less (4.700376454237204e-07),Less (3.744885507362654e-105),Less (3.6801099119180753e-09),,,,,,,,Less (2.5780235681932384e-253),Less (8.14390231128703e-295),Less (3.3991292155702105e-85),Less (2.3219926455462787e-147),Less (4.4504205082192214e-12),Less (3.0904105520505037e-102),Less (1.2804398110628377e-37),Less (1.1170887893529824e-126),Less (6.864105613967718e-92),Less (9.43205950557146e-71),Less (2.8452473942543556e-06),Less (8.72413691391938e-10),Less (8.402092356551647e-22),Less (2.174447268073603e-09),Less (8.604574326158318e-18),Less (1.7762877118913336e-14),Less (1.0617821140643537e-15),Equal (0.7308924035853123),Equal (0.6236574454596611),Equal (0.07669932330696459),Less (0.00865670016438666),,,,,,,,Less (6.603256748745057e-248),Less (0.0),Less (0.001135945719374507),Less (9.10791817093316e-123),Less (3.6827114767067165e-18),Less (0.0),Less (8.27850046937332e-62),
executive-soa and middlewares,,,,,,,,,,,,,Less (3.167986058632507e-39),Equal (0.7319805314073919),,,,,,,,Less (6.99435705721632e-105),Less (1.1767854980101852e-162),Less (7.514172614859914e-35),Less (1.4308574922535254e-82),Less (1.2158258336583495e-05),Less (4.197769288951035e-62),Less (3.840158183726582e-21),Less (2.5852863332267753e-65),Less (1.1648753563073066e-60),Less (2.290162276047783e-37),Less (0.0006353471726914526),Less (3.0150243235912825e-06),Less (6.03744971396356e-15),Less (2.4692093902134116e-06),Less (1.9595573150342053e-10),Less (4.2747075627573354e-10),Less (3.980614381804905e-10),Equal (0.4702938299657413),Equal (0.8996921175546497),Equal (0.22930541768463053),Equal (0.07388470906707847),,,,,,,,Less (2.2210519358155973e-74),Less (0.0),Greater (0.9999241859543451),Less (4.084510306891024e-30),Equal (0.5923717379405744),Less (4.786528260600183e-109),Less (1.0475300307653913e-10),
executive-software development tools,,,,,,,,,,,,,,Greater (1.0),,,,,,,,Less (1.83041751809781e-16),Less (3.972939157468655e-55),Equal (0.6562210407285154),Less (3.4192856554692014e-21),Equal (0.09208431189861485),Less (1.2664912977310987e-17),Less (0.0036180820446379603),Less (1.340869250589886e-11),Less (2.446740884042528e-21),Less (4.278449705043532e-05),Equal (0.8694922882298772),Equal (0.2235189739738137),Less (2.51998195914508e-05),Equal (0.08264951968303408),Equal (0.14393210100023993),Less (0.0008108620175637323),Less (0.008651160485620575),Equal (0.06928786318168033),Equal (0.4147855106022582),Equal (0.9020128418874099),Equal (0.6730844358554833),,,,,,,,Equal (0.05039347383584979),Less (1.5721011127177636e-259),Greater (1.0),Greater (0.9999999997347484),Greater (1.0),Less (4.382992428220713e-11),Greater (1.0),
executive-web development,,,,,,,,,,,,,,,,,,,,,,Less (8.261470330791638e-124),Less (1.1608331446359525e-176),Less (7.842777751791677e-38),Less (9.509206036206517e-87),Less (1.8779733038247328e-05),Less (3.5602166246662574e-63),Less (4.6781509643740456e-21),Less (1.612453754163703e-69),Less (1.8811556979181926e-60),Less (2.019804255985436e-38),Less (0.0008472520143711713),Less (4.486139403707516e-06),Less (1.2525058828355078e-14),Less (3.6019442200358914e-06),Less (3.377729079613332e-10),Less (7.309346764021837e-10),Less (6.910200667123328e-10),Equal (0.45346607442462883),Equal (0.9199015347093067),Equal (0.24430444937933993),Equal (0.08118618355152053),,,,,,,,Less (4.053202796018483e-95),Less (0.0),Greater (0.9999995890172879),Less (5.578158719103564e-37),Equal (0.912122222627551),Less (3.9104167921275383e-140),Less (3.532855762476453e-12),
existence-executive-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
property-full,,,,,,,,,,,,,,,,,,,,,,,Less (2.757291425687091e-26),Greater (0.9999999999538979),Less (3.6313635837668e-07),Greater (0.9999994106152043),Less (1.6578541571009773e-07),Equal (0.6459548230688354),Equal (0.12712998910685258),Less (3.499125114287729e-12),Equal (0.7025451793302171),Equal (0.19120841033988),Equal (0.783771348726192),Less (0.003557504229740598),Equal (0.5918353121317935),Equal (0.4312201955753635),Less (0.021018868535757965),Equal (0.44749382423578987),Greater (0.9943786136073035),Equal (0.17302974876188182),Equal (0.4261230272545705),Equal (0.844432093750934),,,,,,,,Greater (1.0),Less (1.439211130202455e-166),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999991037920732),Greater (1.0),
property-content management,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (0.9993485636465153),Greater (1.0),Equal (0.22811674045924546),Greater (0.9999999991043997),Greater (0.9999999999981493),Less (0.013761346988981531),Greater (0.9999999999999687),Greater (0.9999860228547152),Greater (0.9991838535285332),Equal (0.8130255207360817),Equal (0.08108604949111553),Greater (0.999999624366969),Equal (0.993816620314177),Greater (0.9887645198175702),Greater (0.9999809845899513),Greater (0.9942970228029281),Greater (0.9839395678021038),Equal (0.1560537718564071),,,,,,,,Greater (1.0),Equal (0.2343236009865599),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.885575572836215e-18),Equal (0.05837788316428109),Less (2.7567313936679932e-16),Less (0.007147060465111768),Less (1.3002781411570794e-09),Less (1.1790525843875131e-20),Less (0.00021501389803375436),Equal (0.934080375351934),Equal (0.25266541079340876),Less (2.8755178042264808e-05),Equal (0.09170660724142861),Equal (0.18993554280777414),Less (0.000868776524276221),Less (0.010921509305776607),Equal (0.05730571183229553),Equal (0.3823661247953527),Equal (0.8538095829373819),Equal (0.6941433204885548),,,,,,,,Equal (0.3295043865067434),Less (3.6467690431666755e-150),Greater (1.0),Greater (0.9999999600640169),Greater (1.0),Less (3.2069659486228857e-06),Greater (1.0),
property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.999999999999634),Equal (0.21423657355335568),Greater (0.9995491793384321),Greater (0.9986756253573738),Less (4.633541918203134e-05),Greater (0.9999629204680426),Greater (0.9975987454705925),Equal (0.06904043778044168),Equal (0.2119873174102399),Equal (0.4709114112305698),Greater (0.9983956549331096),Equal (0.3870198266030932),Equal (0.36444512197244094),Greater (0.9995542659144914),Equal (0.050351584901878826),Equal (0.133598384854039),Equal (0.38663457532044965),,,,,,,,Greater (1.0),Less (1.0994650871023939e-07),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999997837),Greater (1.0),
property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (5.895450303409041e-14),Less (0.00046616063467002733),Less (7.108285213060027e-08),Less (4.383983353318295e-20),Less (3.6757424369717956e-05),Equal (0.34231256561920176),Equal (0.05000942877660795),Less (1.7538663023389606e-06),Less (0.008976970753229964),Less (0.010257045179969167),Less (8.807995305683374e-05),Less (0.001047441712122131),Equal (0.13635917358731298),Equal (0.5838174098405139),Equal (0.8169871488789346),Equal (0.4267679251804235),,,,,,,,Less (0.00889280492767941),Less (4.20902150961708e-36),Greater (0.999999999555543),Equal (0.9508543183802866),Greater (0.9999915988720662),Less (8.244028866414678e-05),Greater (0.9752858656693416),
property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999616213528111),Greater (0.9998902304675845),Less (0.0031470177066997606),Greater (0.9999964974856465),Greater (0.9995297615748004),Greater (0.990776944903991),Equal (0.4904901031572403),Equal (0.23285386197590474),Greater (0.9998166326066008),Equal (0.6844108947864604),Equal (0.12906930345109197),Greater (0.999861398680708),Greater (0.9863941312799236),Equal (0.07380944041778642),Equal (0.2619368475821645),,,,,,,,Greater (1.0),Less (0.01869759422133723),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999879168),Greater (1.0),
property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.21883994802810902),Less (1.0836691475913336e-09),Equal (0.8771219385181573),Equal (0.3146523394281254),Equal (0.9582325538644032),Less (0.003615500434943671),Equal (0.5032707858545009),Equal (0.6983558000034633),Less (0.018201167774621357),Equal (0.36615783464265594),Greater (0.9918251762899479),Equal (0.20326542328469677),Equal (0.4902353734457684),Equal (0.9159377287277375),,,,,,,,Greater (0.9864529597423581),Less (1.345604337638617e-14),Greater (1.0),Greater (0.9999994675391665),Greater (1.0),Equal (0.44045821078305825),Greater (0.9999999999993399),
existence-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (2.8971532368901674e-09),Equal (0.17066078207402402),Equal (0.09158337135054244),Equal (0.4939114114780401),Less (0.011267501526173054),Equal (0.8414028835840877),Equal (0.17542771587067718),Equal (0.0866560376075704),Equal (0.7683383682759202),Greater (0.996934373161532),Equal (0.1283417663651578),Equal (0.3238837680018992),Equal (0.7116620633485322),,,,,,,,Greater (0.9999999999760317),Less (9.218415955688178e-29),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999585991668538),Greater (1.0),
existence-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.999999999945923),Greater (0.9999997587479215),Greater (0.9999805280455841),Equal (0.3448958529195659),Greater (0.9972468749214405),Greater (0.9999999847550671),Equal (0.3145607083312646),Greater (0.999672415935794),Greater (0.9999995636306219),Greater (0.9993982609059664),Greater (0.9982191669758587),Greater (0.9832031751969124),,,,,,,,Greater (1.0),Equal (0.05797664844256947),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999992),Greater (1.0),
existence-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.2599058527737894),Equal (0.8910724679516631),Less (0.0031421641896292644),Equal (0.5273019609982319),Equal (0.5853793820235035),Less (0.017915590279201546),Equal (0.39023672666547027),Greater (0.9932001535784161),Equal (0.1878399550819635),Equal (0.4582845992003346),Equal (0.8902468119124137),,,,,,,,Greater (0.9997054719051554),Less (1.4424644627653623e-26),Greater (1.0),Greater (0.9999999999998024),Greater (1.0),Equal (0.1691198149340335),Greater (1.0),
existence-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.4607609965418987),Less (0.0018871123882736142),Equal (0.20858055630217287),Equal (0.49979516937004365),Less (0.006701459186842938),Equal (0.13179490814864156),Equal (0.0718601131253905),Equal (0.40017430626763106),Equal (0.8447548854369576),Equal (0.7580466997529896),,,,,,,,Equal (0.9177990971225667),Less (1.483833096540245e-06),Greater (0.9999798700745566),Equal (0.28890477104129353),Greater (0.9992618664487939),Equal (0.4559547493590529),Greater (0.9775008147496583),
existence-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.013308025623038363),Equal (0.5487293906916709),Equal (0.8328344955442052),Equal (0.06613186654190649),Equal (0.4710056920024669),Greater (0.988022002307587),Equal (0.23205391664323693),Equal (0.5335606743067707),Equal (0.94803021453455),,,,,,,,Equal (0.33888538447946426),Less (0.00017673890717857826),Greater (0.9999999851154778),Greater (0.9854839287354594),Greater (0.9999966266790297),Equal (0.7659275530631915),Greater (0.9993251681394585),
existence-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.15918301183843553),Greater (0.9970180996923305),Equal (0.8905408822185448),Equal (0.10588553729784951),Greater (0.9998516841419666),Greater (0.9894760657047423),Equal (0.05832225466291977),Equal (0.19149572063681508),,,,,,,,Greater (0.9999413004326969),Equal (0.9834817904748548),Greater (1.0),Greater (0.9999998481625586),Greater (0.9999999999999938),Greater (0.9993824013492616),Greater (0.9999999997715743),
existence-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.3949149233676187),Equal (0.24880661254842917),Equal (0.9849665100246208),Greater (0.9950622843408168),Equal (0.14381420276886692),Equal (0.3438963463726046),Equal (0.6780115901829514),,,,,,,,Equal (0.12553588016536318),Less (0.021562427278491985),Greater (0.999999972803299),Greater (0.9946389347404633),Greater (0.9999970374524654),Equal (0.31722281665220364),Greater (0.9996817012823161),
executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.013749694594182647),Equal (0.2697237332904625),Greater (0.987296416303659),Equal (0.24953549579129564),Equal (0.5862887104372859),Equal (0.9899626432907916),,,,,,,,Equal (0.28441181989918796),Less (3.0798285547484047e-09),Greater (0.9999999999999986),Greater (0.9981944333013087),Greater (0.999999999889147),Equal (0.9445870985441767),Greater (0.999995158735391),
executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.19942148230637347),Greater (0.9997308544446583),Greater (0.9860231846655316),Equal (0.08195016057380908),Equal (0.23465039410928867),,,,,,,,Greater (0.9985410460679325),Equal (0.8404638438336745),Greater (0.9999999999993429),Greater (0.999968867778765),Greater (0.9999999994579811),Greater (0.9932531344930036),Greater (0.9999995299198715),
executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9971042189724292),Equal (0.11504316178254996),Equal (0.2919736155646351),Equal (0.6476557392110862),,,,,,,,Greater (0.9823390070787111),Less (0.0036998533415113846),Greater (0.9999999999999212),Greater (0.9997450145004312),Greater (0.9999999996134904),Equal (0.16680099940391646),Greater (0.9999982858866583),
executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.5635082626508223),Equal (0.1730053045628498),Equal (0.07867782650779642),,,,,,,,Equal (0.050367456875275426),Less (6.694727832760298e-06),Equal (0.623922620060283),Equal (0.13961084441874458),Equal (0.4467352749678424),Less (0.011876608234127556),Equal (0.2533300584549616),
executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.5744187692061539),Equal (0.3694448207074241),,,,,,,,Equal (0.35641876907014514),Less (0.0037326496025054056),Equal (0.7257146945359487),Equal (0.5916818446168668),Equal (0.9252993625620721),Equal (0.2477821165769163),Equal (0.8031178890755912),
executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.7051946425779623),,,,,,,,Equal (0.7988285269461901),Less (0.010665417928526509),Equal (0.11987532383759958),Equal (0.8008687695022692),Equal (0.246238609523469),Equal (0.5855425108640208),Equal (0.5121925022211067),
executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.7564709478371222),Equal (0.11941671253648632),Greater (0.9849439149876296),Equal (0.41806548603520555),Equal (0.0801360666645666),Equal (0.9676379982916128),Equal (0.22044863242031032),
existence-executive-property-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-property-content management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-property-data storage & processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-property-devops and cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-property-soa and middlewares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-property-software development tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
existence-executive-property-web development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Greater (1.0),Greater (1.0),Greater (1.0),Less (5.037919649251056e-167),Greater (1.0),
