,full-existence,full-executive,full-existence-executive,full-property,full-existence-property,full-executive-property,full-existence-executive-property,full-,content management-existence,content management-executive,content management-existence-executive,content management-property,content management-existence-property,content management-executive-property,content management-existence-executive-property,content management-,data storage & processing-existence,data storage & processing-executive,data storage & processing-existence-executive,data storage & processing-property,data storage & processing-existence-property,data storage & processing-executive-property,data storage & processing-existence-executive-property,data storage & processing-,devops and cloud-existence,devops and cloud-executive,devops and cloud-existence-executive,devops and cloud-property,devops and cloud-existence-property,devops and cloud-executive-property,devops and cloud-existence-executive-property,devops and cloud-,soa and middlewares-existence,soa and middlewares-executive,soa and middlewares-existence-executive,soa and middlewares-property,soa and middlewares-existence-property,soa and middlewares-executive-property,soa and middlewares-existence-executive-property,soa and middlewares-,software development tools-existence,software development tools-executive,software development tools-existence-executive,software development tools-property,software development tools-existence-property,software development tools-executive-property,software development tools-existence-executive-property,software development tools-,web development-existence,web development-executive,web development-existence-executive,web development-property,web development-existence-property,web development-executive-property,web development-existence-executive-property,web development-,
content management-existence-executive,,,,,,,,,,,,Greater (1.0),Greater (0.9999586559331842),Greater (1.0),Greater (0.9873861055991942),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999997512),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999984748),Greater (1.0),Greater (0.9819822801611237),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999968302421011),Greater (1.0),
content management-property,,,,,,,,,,,,,Less (3.749893929566847e-09),Greater (0.9858411809613149),Equal (0.08182962922152542),Equal (0.16556210424817752),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999528960949),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999134933903),Greater (0.9999973294675274),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999953588924362),Greater (1.0),Greater (0.9999999999999774),Greater (1.0),Greater (0.9997516617431077),Equal (0.11862973981681683),Equal (0.5920563632264932),Greater (0.9999999465252485),Equal (0.6830972784318203),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999993383604),Greater (1.0),Greater (0.9999999999999998),Greater (1.0),Equal (0.09008210796529131),Greater (1.0),
content management-existence-property,,,,,,,,,,,,,,Greater (0.9999999999745606),Equal (0.5959169825745787),Greater (0.9999999999984392),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999998036252),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999996703),Greater (0.9999999992789573),Greater (0.9999980346002975),Greater (1.0),Equal (0.3175672722095896),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999719667684577),Greater (1.0),
content management-executive-property,,,,,,,,,,,,,,,Less (0.003116409969486723),Less (0.00021569085979165076),Greater (1.0),Greater (1.0),Greater (0.9999999999999992),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9994492526061347),Greater (1.0),Greater (0.9999999999999999),Greater (1.0),Greater (1.0),Greater (0.9885641693661378),Equal (0.1561712499341153),Greater (1.0),Greater (0.9999999999997782),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999996),Greater (0.999624762655499),Greater (1.0),Greater (0.9968876010078116),Greater (1.0),Equal (0.16546500952449872),Equal (0.5769916954574776),Equal (0.19595432461386453),Greater (0.9994627358981597),Equal (0.2539270280557715),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.99990808019952),Greater (0.9999999999999998),Greater (0.9999998232247916),Greater (0.9999999999940018),Equal (0.4337749817987616),Greater (1.0),
content management-existence-executive-property,,,,,,,,,,,,,,,,Equal (0.1599858292809686),Greater (1.0),Greater (1.0),Greater (0.9999999999999899),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999994347690148),Greater (1.0),Greater (0.9999999999998787),Greater (1.0),Greater (1.0),Greater (0.9999872952769053),Greater (0.9999018794344151),Greater (1.0),Greater (0.9999999999999999),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999987650121663),Greater (1.0),Greater (0.9999956811188229),Greater (1.0),Greater (0.9998049899426392),Greater (0.9928678716755182),Equal (0.056985064136090634),Greater (0.9999992492845122),Equal (0.584630720818405),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999998804558169),Greater (1.0),Greater (0.9999999993513733),Greater (0.9999999999999957),Greater (0.9927574954328818),Greater (1.0),
content management-,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999558509),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999686),Greater (0.9999999999998969),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999994310763964),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999981470091237),Greater (0.9973170271017625),Equal (0.15031191711552963),Greater (0.9999999999339544),Equal (0.8714877624351083),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999545),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9795214230875932),Greater (1.0),
data storage & processing-existence,,,,,,,,,,,,,,,,,,Greater (0.9999742622657176),Less (1.7120431726199197e-46),Equal (0.07576063729412758),Less (4.025324940208421e-46),Less (1.701661434282084e-05),Less (2.0423559889146454e-26),Greater (1.0),Less (1.8402098625968536e-167),Greater (1.0),Greater (0.9999795915408596),Less (9.573555988212938e-91),Less (1.336848082037743e-147),Less (0.0057446259390158535),Equal (0.19007069485302952),Less (1.2972512029956842e-38),Less (0.002157659686716475),Greater (1.0),Less (5.38921341205884e-10),Equal (0.3677252707542238),Less (1.2129840178299297e-10),Equal (0.23269865007322776),Less (0.0015525840950003423),Greater (1.0),Less (5.24980075575646e-310),Less (5.875598634620858e-75),Less (2.3811148873961817e-52),Less (1.6029020266340882e-119),Less (1.8045085796282564e-110),Less (3.4818135627634644e-23),Less (1.2218323673887185e-16),Less (2.3292554156707697e-222),Less (2.193004734312237e-42),Greater (0.9999762209879627),Less (4.441434991441455e-27),Less (1.0329579769478037e-06),Less (6.905821927761936e-32),Equal (0.0708697093714877),Less (7.995918787949172e-12),Equal (0.7181342505174234),
data storage & processing-executive,,,,,,,,,,,,,,,,,,,Less (1.772596121361299e-65),Less (2.3433608455993127e-05),Less (1.1106173145710522e-72),Less (6.025030759941715e-09),Less (8.346606661146645e-34),Greater (1.0),Less (7.968414912471827e-249),Greater (1.0),Greater (0.9886559398814807),Less (4.4171866239387885e-116),Less (3.1002240157573735e-189),Less (9.84582379590716e-05),Less (0.018376959520444748),Less (1.1481043696959136e-89),Less (2.5018845934725717e-09),Greater (0.99999996386989),Less (1.1545258766158623e-14),Less (0.021255951472736328),Less (5.75863958939602e-16),Less (0.020657933859823487),Less (0.00018489114505294154),Greater (0.9999999999376571),Less (0.0),Less (2.2279719367435025e-125),Less (1.2206660794663664e-65),Less (1.1186929492059082e-148),Less (3.771836465679818e-136),Less (9.197376336083365e-30),Less (1.0375110459628764e-19),Less (0.0),Less (2.020003029061122e-68),Equal (0.5510738876108057),Less (4.804906528246876e-35),Less (6.585585187744906e-10),Less (2.6699081416588743e-42),Less (0.0046825192633335655),Less (2.4252970129750598e-14),Less (1.2816795219484578e-09),
data storage & processing-existence-executive,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (0.9994433184068996),Greater (0.99999491051983),Less (0.007160074154457729),Greater (1.0),Equal (0.12488580689429107),Greater (1.0),Greater (1.0),Less (1.5798878502412585e-09),Less (1.2395063098399699e-15),Greater (0.9999905176966871),Greater (0.9995608768846039),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9914895768611739),Greater (0.9999999926204179),Greater (0.9978474790225392),Greater (0.9999447158136819),Equal (0.6127520862885822),Greater (1.0),Less (3.180941258086132e-17),Greater (0.9998904753896392),Less (1.5862167670132403e-07),Less (3.632424654531814e-19),Less (3.649437778032599e-20),Less (0.016553951611876106),Less (2.469272442855442e-05),Equal (0.5320900251312257),Greater (0.9999392900653993),Greater (1.0),Less (0.015472305311178212),Greater (0.9959765836150869),Equal (0.11895216094685726),Greater (0.9978985025120272),Less (0.007055596195170642),Greater (1.0),
data storage & processing-property,,,,,,,,,,,,,,,,,,,,,Less (3.4377135244151627e-15),Less (0.004663105368677257),Less (2.2805145422453852e-18),Greater (1.0),Less (2.7336418784580824e-43),Greater (1.0),Greater (0.9999982688839496),Less (2.7552514720421596e-50),Less (4.054866662182299e-72),Equal (0.14278836466284364),Equal (0.49995597279352655),Less (2.299804427583379e-05),Equal (0.6774372496401149),Greater (0.9999999999996206),Less (5.445263279301254e-06),Equal (0.9933178966309503),Less (4.827374264975643e-06),Equal (0.6141304841097948),Less (0.007261880462447944),Greater (0.9999999999997243),Less (2.2197875946979084e-95),Less (3.1917377707296025e-17),Less (1.1951409106731084e-34),Less (2.6961503205706415e-70),Less (1.4967804560153764e-68),Less (3.6173614493955106e-16),Less (5.93032215428866e-14),Less (1.6028466267733218e-36),Less (2.345501368944192e-13),Greater (0.9999880578105094),Less (3.891068919448975e-18),Less (0.0003278442246035109),Less (1.7978506652509396e-19),Equal (0.25250383748829164),Less (1.0312122695555728e-09),Equal (0.08130075680081965),
data storage & processing-existence-property,,,,,,,,,,,,,,,,,,,,,,Greater (0.9943851667804642),Less (3.883813197144456e-06),Greater (1.0),Less (1.664927985610521e-12),Greater (1.0),Greater (1.0),Less (3.125234430482631e-22),Less (3.277014722446686e-37),Greater (0.9966847543846555),Greater (0.9854925946424203),Greater (0.9999999999999692),Greater (1.0),Greater (1.0),Equal (0.6757852684859456),Greater (0.999984541096596),Equal (0.4403938714750806),Greater (0.9957252596447367),Equal (0.721951407102616),Greater (1.0),Less (1.1491143309207764e-56),Equal (0.8452963352451944),Less (7.9157585081562e-15),Less (2.411111753046171e-37),Less (6.1234681101515765e-37),Less (2.6749695298032847e-05),Less (2.4348288272536596e-07),Less (8.36241131593318e-07),Equal (0.46316783825663776),Greater (1.0),Less (9.616660280545411e-06),Equal (0.35876924876762906),Less (2.7257866308104446e-05),Equal (0.0866589076196043),Less (0.00023483158989666305),Greater (1.0),
data storage & processing-executive-property,,,,,,,,,,,,,,,,,,,,,,,Less (2.5718710374791486e-08),Greater (1.0),Less (1.0598571923266339e-09),Greater (1.0),Greater (0.9999999995593584),Less (3.282130626864164e-19),Less (5.777592100696705e-26),Equal (0.5678415855739148),Equal (0.4548562792494383),Equal (0.6477507551308618),Greater (0.9936082506556408),Greater (0.9999999999999989),Equal (0.1202285452400684),Equal (0.06882927743281789),Equal (0.16029853008343542),Equal (0.31027965172591376),Equal (0.2012948928168593),Greater (0.9999999999999959),Less (4.814533717022913e-27),Less (0.005744897705772139),Less (9.818444295824029e-16),Less (7.671182709796675e-30),Less (8.285795596971423e-31),Less (2.1951512475388568e-07),Less (3.0680687818683385e-09),Less (9.557617177093202e-07),Less (0.01642621244415935),Greater (0.9999999968260058),Less (8.266919366457534e-08),Equal (0.3225245937754193),Less (2.506371240468828e-07),Equal (0.7519755226280948),Less (5.979063133027006e-06),Greater (0.9999849222679844),
data storage & processing-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Equal (0.06798795688986799),Greater (1.0),Greater (1.0),Equal (0.10638523616637889),Less (0.006297411982300529),Greater (0.999999958980272),Greater (0.9999961852655592),Greater (0.9999999999998814),Greater (1.0),Greater (1.0),Greater (0.999951203430309),Greater (0.9999999999721245),Greater (0.9999909886774957),Greater (0.9999997296950843),Equal (0.10362092652528632),Greater (1.0),Equal (0.06261871436328591),Greater (0.9999979433288059),Equal (0.07558457671404227),Less (7.125852698478737e-05),Less (9.439754731254619e-06),Equal (0.8589068548204111),Less (0.0041978509815562524),Greater (0.9987501029688397),Greater (0.9999991169165394),Greater (1.0),Equal (0.7529996861228005),Greater (0.999975834641232),Equal (0.3031690771407124),Greater (0.9999739358140927),Equal (0.30284637284736615),Greater (1.0),
data storage & processing-,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Less (0.003969773565142625),Less (4.743811496391477e-05),Less (7.148120605770298e-248),Less (0.0),Less (1.5659867778616308e-15),Less (1.0004673001282272e-06),Less (0.0),Less (3.3108839719849466e-69),Less (9.896334195657692e-11),Less (3.764982857183718e-40),Less (1.8442308047292194e-09),Less (1.1122509350283035e-45),Less (3.775959552305484e-07),Less (5.692112166735344e-09),Less (1.6182609497257585e-84),Less (0.0),Less (0.0),Less (9.016998727309195e-131),Less (1.0145653837925994e-296),Less (4.806818779613133e-264),Less (6.820020079649264e-62),Less (9.622133840619147e-34),Less (0.0),Less (2.1842780112008147e-253),Less (6.309212637938444e-43),Less (2.3868819142862736e-74),Less (2.0925611008687728e-27),Less (2.2923505937453024e-95),Less (4.9282054343389455e-08),Less (3.9173633226350105e-26),Less (0.0),
devops and cloud-existence,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Less (2.5518713685440652e-09),Less (3.3234572267142707e-18),Greater (0.999999968938767),Greater (0.9999631705338422),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9998520397653224),Greater (0.999999999996621),Greater (0.999990347051457),Greater (0.9999977368096623),Equal (0.3808510370117071),Greater (1.0),Less (3.0750152666002546e-30),Greater (1.0),Less (1.0631279617621705e-06),Less (1.6183751628578353e-20),Less (4.04041773929877e-21),Equal (0.12474716083314086),Less (0.00010222987020815618),Greater (0.9999998382717462),Greater (0.9999999999999994),Greater (1.0),Equal (0.13643850197526042),Greater (0.9998980969887596),Equal (0.47334482365669595),Greater (0.9997617116843577),Less (0.019558101125401264),Greater (1.0),
