,existence-full,existence-content management,existence-data storage & processing,existence-devops and cloud,existence-soa and middlewares,existence-software development tools,existence-web development,executive-full,executive-content management,executive-data storage & processing,executive-devops and cloud,executive-soa and middlewares,executive-software development tools,executive-web development,existence-executive-full,existence-executive-content management,existence-executive-data storage & processing,existence-executive-devops and cloud,existence-executive-soa and middlewares,existence-executive-software development tools,existence-executive-web development,property-full,property-content management,property-data storage & processing,property-devops and cloud,property-soa and middlewares,property-software development tools,property-web development,existence-property-full,existence-property-content management,existence-property-data storage & processing,existence-property-devops and cloud,existence-property-soa and middlewares,existence-property-software development tools,existence-property-web development,executive-property-full,executive-property-content management,executive-property-data storage & processing,executive-property-devops and cloud,executive-property-soa and middlewares,executive-property-software development tools,executive-property-web development,existence-executive-property-full,existence-executive-property-content management,existence-executive-property-data storage & processing,existence-executive-property-devops and cloud,existence-executive-property-soa and middlewares,existence-executive-property-software development tools,existence-executive-property-web development,-full,-content management,-data storage & processing,-devops and cloud,-soa and middlewares,-software development tools,-web development,
executive-devops and cloud,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (0.9922947648433494),Less (1.6597407842991419e-07),Less (2.5416169421263407e-68),Less (0.00036492475923505447),Equal (0.8989707244384436),Greater (0.9999999968036896),Less (0.0079345234520109),Equal (0.3863076117208132),Less (3.946948318662478e-12),Less (5.5798360180159525e-133),Equal (0.35311746148545053),Less (2.0394994787479945e-05),Greater (0.9999999999212414),Equal (0.09301687318518526),Greater (0.9999990293935811),Less (9.106243581353662e-14),Less (4.4186062674455374e-111),Equal (0.6942437049883574),Less (2.768612804430726e-14),Greater (0.9999916639794922),Equal (0.632232320140027),Greater (0.9999998872926714),Less (1.3795846400031489e-56),Less (3.2558847756273596e-82),Less (3.116857402420041e-29),Less (0.005748366548923468),Equal (0.2604864690678521),Less (0.013623804250576537),Equal (0.050304411447251646),Less (0.0002311143093924118),Less (4.383411314253603e-24),Equal (0.39182436918284647),Equal (0.49029021923892846),Greater (0.9772717807521485),Equal (0.7982389291418389),Equal (0.41040997474583496),Greater (0.9999999999999998),Less (3.4848492725134574e-203),Greater (1.0),Less (9.029496466362508e-197),Greater (1.0),Greater (1.0),Greater (1.0),
executive-soa and middlewares,,,,,,,,,,,,,Less (1.811478555806948e-11),Less (6.787500990570311e-53),Less (6.425260294884699e-77),Less (9.76579293154707e-139),Less (2.3270944410813042e-33),Less (2.1464607041791572e-27),Equal (0.2448687754127179),Less (1.4366089261051938e-13),Less (0.00017370931144562816),Less (1.9374684555538757e-89),Less (1.3188296803472e-248),Less (5.229761019700992e-22),Less (1.3485727622815416e-29),Greater (0.9803265547890991),Less (0.0006665330014224225),Equal (0.591479864272365),Less (5.554530859679374e-98),Less (1.5469565837728718e-215),Less (2.2191722967297294e-30),Less (2.001840678451908e-58),Equal (0.17513757178708456),Less (4.272624524003545e-08),Equal (0.4313849655297851),Less (1.9150057316501693e-160),Less (3.8506632483799655e-164),Less (1.9236619264671624e-86),Less (3.9241433140315867e-19),Less (0.0024396754884825015),Less (3.6131971443458796e-12),Less (1.2047496049521276e-10),Less (8.479524182223511e-26),Less (8.645607486340232e-46),Less (4.814244678491475e-07),Less (1.2066230695481777e-06),Equal (0.7946646964169979),Equal (0.07900903192400154),Equal (0.39795753654523947),Less (9.679232194496165e-63),Less (2.570374027555212e-304),Less (7.363633397474486e-21),Less (0.0),Greater (1.0),Equal (0.3762207663990329),Equal (0.7952188153676563),
executive-software development tools,,,,,,,,,,,,,,Less (9.710436471812338e-17),Less (1.0591116520354601e-35),Less (6.578109268974451e-100),Less (4.1551460343056086e-16),Less (8.263257224748361e-10),Greater (0.99907406145915),Less (1.9488983449145505e-07),Equal (0.09888868746270987),Less (3.6242783470150285e-44),Less (1.4832210643924453e-180),Less (2.8092497738470617e-07),Less (4.149345497230979e-16),Greater (0.9999441444843137),Equal (0.2721466124423517),Greater (0.9902614033981976),Less (1.4400728609537417e-48),Less (2.3969844333813117e-155),Less (1.8319932980287677e-10),Less (3.248443617398049e-34),Equal (0.30220553336180156),Less (0.0006724526834632256),Greater (0.9959982713859303),Less (1.748457648879195e-101),Less (8.154946279331085e-119),Less (1.6216539750201061e-55),Less (7.123416280714623e-10),Equal (0.27730777153212627),Less (8.59067700326229e-07),Less (5.352771624588134e-06),Less (1.6756515950854667e-13),Less (4.497544823960836e-34),Less (0.0010064687609989892),Less (0.0017388350671152918),Equal (0.3232628125748934),Equal (0.2861179377647467),Equal (0.9051601428708396),Less (7.034807121744766e-16),Less (8.04353918958107e-189),Equal (0.6932336420116586),Less (4.784892060958629e-197),Greater (1.0),Greater (1.0),Greater (1.0),
executive-web development,,,,,,,,,,,,,,,Less (7.234133930385943e-10),Less (4.496371650110319e-70),Less (2.6190320333117377e-05),Equal (0.27688694268929614),Greater (0.9999999672552154),Less (0.0020599441876434014),Equal (0.6975976024467927),Less (3.170331607092641e-14),Less (9.066370741067869e-133),Equal (0.9922777356788341),Less (6.976799251331149e-07),Greater (0.9999999991378264),Equal (0.23042169989155148),Greater (0.9999950559193407),Less (2.111406318549559e-15),Less (1.6301634538103896e-110),Equal (0.5578853149053173),Less (6.241936868600768e-17),Greater (0.9999138131321704),Equal (0.3443856821173561),Greater (0.9999992468312514),Less (1.0881001375888676e-58),Less (2.1460740835888456e-85),Less (6.345937422194149e-33),Less (0.0006684566995103527),Equal (0.42835263942744495),Less (0.003784156587858263),Less (0.006568887284917345),Less (2.5771940569914154e-05),Less (3.305855721281374e-25),Equal (0.24020820676425936),Equal (0.27628734472152716),Equal (0.06542187240840197),Equal (0.7026715923692817),Equal (0.5002618271113898),Greater (0.9980391878441918),Less (1.0838920400723315e-114),Greater (1.0),Less (5.731410004177687e-122),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-full,,,,,,,,,,,,,,,,Less (4.179892513545036e-44),Equal (0.5726575602893893),Greater (0.9990308580098547),Greater (0.9999999999982446),Equal (0.33466125423196125),Greater (0.9791875433986424),Equal (0.20989259062306298),Less (4.997566050947554e-77),Greater (0.9999188688483699),Less (0.024146631487891423),Greater (0.9999999999999589),Greater (0.9984988918095146),Greater (0.9999999977527186),Equal (0.21017026509856884),Less (1.2758354260355266e-64),Greater (0.9998821620783848),Less (2.572257837669517e-06),Greater (0.9999999933093495),Equal (0.388326693406867),Greater (0.9999999998613874),Less (5.983450770316143e-22),Less (1.5327659130443885e-53),Less (1.3199895986392185e-15),Equal (0.4603286923186808),Greater (0.9862329229460979),Equal (0.36450486755890255),Equal (0.43589821954642505),Equal (0.18461737911080178),Less (2.902320449266168e-18),Equal (0.7679201453792248),Equal (0.6698766729768281),Greater (0.9931063713781548),Equal (0.8396296666313581),Equal (0.19993123184719175),Greater (1.0),Less (1.5600218965931304e-20),Greater (1.0),Less (3.2888735582266528e-21),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-content management,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999978108),Greater (1.0),Greater (1.0),Equal (0.8201841961702254),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.44810350472199323),Greater (1.0),Greater (0.999999999999999),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999977),Equal (0.5885505115190957),Greater (0.9999999770562569),Greater (1.0),Greater (1.0),Greater (0.9999999999664977),Greater (0.9999999997146228),Greater (1.0),Equal (0.07821326981386377),Greater (0.9999999999984835),Greater (0.9999999999990764),Greater (0.9999999969066754),Greater (0.9988582643665753),Greater (0.9999951023355594),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-data storage & processing,,,,,,,,,,,,,,,,,,Greater (0.9972839671542658),Greater (0.9999999999881205),Equal (0.5544683608845873),Greater (0.98416396589088),Equal (0.8197855930035431),Less (4.842088900985527e-41),Greater (0.9993776450921523),Equal (0.18867395900067707),Greater (0.9999999999997069),Greater (0.9985932607220288),Greater (0.9999999944617629),Equal (0.8335511466575494),Less (2.2296593537673663e-35),Greater (0.9987160612802571),Less (0.0006388195992957557),Greater (0.9999999621109329),Equal (0.2879217111265868),Greater (0.9999999995113884),Less (1.7540479137981344e-09),Less (1.1257974881147268e-34),Less (1.5945814871540192e-09),Equal (0.7624706539779298),Greater (0.9892793429591824),Equal (0.5594562966190177),Equal (0.6361336358359778),Equal (0.4467475462237259),Less (9.245691603779067e-16),Equal (0.6169249909016699),Equal (0.5216992481314975),Greater (0.9942160817998824),Equal (0.7601283655134765),Equal (0.17302354037068046),Greater (0.9999999380886916),Less (3.9824871006719986e-05),Greater (1.0),Less (3.0287357426629235e-05),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-devops and cloud,,,,,,,,,,,,,,,,,,,Greater (0.9999999732109147),Less (0.010831003107723582),Equal (0.438969805478042),Less (2.345387481338685e-05),Less (5.900775446341309e-78),Equal (0.524446298294587),Less (0.00012322301465915746),Greater (0.9999999992555751),Equal (0.1265694233380338),Greater (0.9999965861517688),Less (1.9395785623332912e-05),Less (8.44385631262898e-67),Equal (0.8313044240947108),Less (1.7250525468555552e-10),Greater (0.9999524135907867),Equal (0.6252396208777629),Greater (0.9999994485375509),Less (1.31297035122871e-26),Less (1.3879259580514145e-59),Less (5.615915591542144e-21),Less (0.009501605800173535),Equal (0.2916010012084145),Less (0.016668279804602018),Equal (0.054761911392690925),Less (0.0009780704438981072),Less (1.9475764596185588e-22),Equal (0.39992711287066707),Equal (0.4870830436196655),Greater (0.9754428937872529),Equal (0.793146689773527),Equal (0.42224364886458476),Greater (0.9907849188927249),Less (2.074109124913872e-22),Greater (0.9999999999712771),Less (6.534540887808756e-23),Greater (1.0),Greater (1.0),Greater (1.0),
existence-executive-soa and middlewares,,,,,,,,,,,,,,,,,,,,Less (1.1026913371618852e-09),Less (0.00027265147313386255),Less (7.131833654260617e-14),Less (9.321989008107e-56),Less (2.699294073305192e-07),Less (7.942222609152193e-14),Equal (0.45860464512752785),Less (0.000941412927460925),Equal (0.6873755772060771),Less (7.949791819099708e-14),Less (1.3640994992584159e-50),Less (6.581980664976444e-08),Less (1.1281190419078803e-19),Equal (0.07007210720284444),Less (1.714196397320008e-06),Equal (0.8128022670477272),Less (1.0676163833932966e-27),Less (9.454707187756536e-54),Less (8.422129884897005e-28),Less (7.144537004379325e-11),Less (0.0015424134388318908),Less (2.6025231888686454e-09),Less (1.1902467366236684e-08),Less (4.644952289240559e-12),Less (7.078724979081211e-33),Less (3.463654245963397e-06),Less (5.115924381002918e-06),Equal (0.863110888911216),Less (0.02025179950249659),Equal (0.22656490731990986),Less (5.613522987999193e-07),Less (3.8207306354691636e-22),Less (0.0005673129287509701),Less (3.1251407373101746e-23),Greater (0.9955513870272895),Equal (0.3250871997647363),Equal (0.21275290671596825),
existence-executive-software development tools,,,,,,,,,,,,,,,,,,,,,Greater (0.9875972089631201),Equal (0.5942475133010314),Less (5.5654218613188335e-15),Greater (0.9952497964295328),Equal (0.7315593167304268),Greater (0.9999999999670314),Greater (0.9980409181263787),Greater (0.9999999250562065),Equal (0.57757834327879),Less (5.632389132638238e-13),Greater (0.9917062515942706),Equal (0.13414408369521807),Greater (0.9999985429280179),Equal (0.1753975920245694),Greater (0.9999999850134068),Less (0.0032450556244107043),Less (2.7321458929586784e-15),Less (0.00045039338007303283),Equal (0.7378457056773688),Greater (0.9920898681577422),Equal (0.9986591595027092),Equal (0.9598201038514841),Equal (0.9710928820666),Less (3.403083046041544e-11),Equal (0.3812502693017581),Equal (0.3237497991120245),Greater (0.9965627646445239),Equal (0.6319008054727565),Equal (0.11909394330349576),Greater (0.9996418525654603),Equal (0.1773624606665274),Greater (0.9999998067016164),Equal (0.1712925943204734),Greater (1.0),Greater (0.9999999999999902),Greater (0.999999999999926),
existence-executive-web development,,,,,,,,,,,,,,,,,,,,,,Less (0.007891235894230979),Less (2.0758308276616993e-24),Equal (0.68713116210568),Less (0.0017402347206694735),Greater (0.9999764161047108),Equal (0.615377740504883),Greater (0.9981454825093417),Less (0.008581189156208415),Less (1.649285090139014e-21),Equal (0.5405120409124027),Less (1.5837828584624762e-05),Greater (0.9776899486846348),Equal (0.34652196505403066),Greater (0.999084907106406),Less (2.13342199077247e-08),Less (2.2668350005583193e-24),Less (1.9027152382111947e-09),Less (0.01392331439150765),Equal (0.7563926336041419),Less (0.01517691983593102),Less (0.019344021954494358),Less (0.00620206049458862),Less (8.980477908074469e-17),Equal (0.2465700670254487),Equal (0.27901475354015837),Equal (0.11808155988303272),Equal (0.6236815551689932),Equal (0.6321911980339109),Equal (0.9525478448265734),Less (1.068525934881929e-05),Equal (0.11502378627226927),Less (5.896956067169027e-06),Greater (0.999999999999977),Greater (0.999934230056201),Greater (0.9998262581236692),
property-full,,,,,,,,,,,,,,,,,,,,,,,Less (3.046879198147631e-70),Greater (0.9999988927739867),Equal (0.16386635985046338),Greater (0.9999999999999983),Greater (0.9996513406099751),Greater (0.9999999998212371),Equal (0.9529817725211119),Less (9.322725894087477e-59),Greater (0.9999990415490274),Less (6.219853187446658e-05),Greater (0.9999999996845719),Equal (0.1994650233549249),Greater (0.9999999999915249),Less (7.249787249527265e-18),Less (5.2637197035339266e-49),Less (2.8490677655102095e-13),Equal (0.8287300155420405),Greater (0.9948156959924138),Equal (0.6011824845310929),Equal (0.6649546510128714),Equal (0.47566708483559683),Less (5.286807682055422e-17),Equal (0.5132419384639467),Equal (0.4373611161274965),Greater (0.995567411132118),Equal (0.729000706737001),Equal (0.15227809895801428),Greater (1.0),Less (1.706939160383693e-14),Greater (1.0),Less (3.1273307837960075e-15),Greater (1.0),Greater (1.0),Greater (1.0),
