,full-existence,full-executive,full-existence-executive,full-property,full-existence-property,full-executive-property,full-existence-executive-property,full-,content management-existence,content management-executive,content management-existence-executive,content management-property,content management-existence-property,content management-executive-property,content management-existence-executive-property,content management-,data storage & processing-existence,data storage & processing-executive,data storage & processing-existence-executive,data storage & processing-property,data storage & processing-existence-property,data storage & processing-executive-property,data storage & processing-existence-executive-property,data storage & processing-,devops and cloud-existence,devops and cloud-executive,devops and cloud-existence-executive,devops and cloud-property,devops and cloud-existence-property,devops and cloud-executive-property,devops and cloud-existence-executive-property,devops and cloud-,soa and middlewares-existence,soa and middlewares-executive,soa and middlewares-existence-executive,soa and middlewares-property,soa and middlewares-existence-property,soa and middlewares-executive-property,soa and middlewares-existence-executive-property,soa and middlewares-,software development tools-existence,software development tools-executive,software development tools-existence-executive,software development tools-property,software development tools-existence-property,software development tools-executive-property,software development tools-existence-executive-property,software development tools-,web development-existence,web development-executive,web development-existence-executive,web development-property,web development-existence-property,web development-executive-property,web development-existence-executive-property,web development-,
content management-existence-executive,,,,,,,,,,,,Equal (0.8201841961702254),Equal (0.44810350472199323),Equal (0.5885505115190957),Equal (0.07821326981386377),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999770562569),Greater (0.9999999999984835),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999999999999),Greater (1.0),Greater (0.9999999999990764),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999969066754),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999978108),Greater (1.0),Greater (1.0),Greater (0.9999999999664977),Greater (0.9988582643665753),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999997146228),Greater (0.9999951023355594),Greater (1.0),
content management-property,,,,,,,,,,,,,Equal (0.49328800338762036),Equal (0.43439913281958353),Less (0.01393619447125236),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999865239),Greater (0.9999999999999919),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999962),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999999685234),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999944),Greater (1.0),Greater (1.0),Greater (0.9999999999998483),Greater (0.9992245360986709),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999975582),Greater (0.9999985465401761),Greater (1.0),
content management-existence-property,,,,,,,,,,,,,,Equal (0.16102720178877306),Less (0.009471189180950298),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999939502756),Greater (0.9999999999995608),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999997164),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999976211144),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999994372),Greater (1.0),Greater (1.0),Greater (0.99999999998696),Greater (0.9985776163358764),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999999845117),Greater (0.9999948833885813),Greater (1.0),
content management-executive-property,,,,,,,,,,,,,,,Equal (0.08483987826018853),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999532686),Greater (0.9999999999999981),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999999999999),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999492218),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999972),Greater (1.0),Greater (1.0),Greater (0.9999999999999475),Greater (0.9996663712515781),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999992166),Greater (0.999999628384728),Greater (1.0),
content management-existence-executive-property,,,,,,,,,,,,,,,,Greater (0.9999999999993716),Greater (1.0),Greater (1.0),Greater (0.9999999999999991),Greater (1.0),Greater (1.0),Greater (0.9999998147339593),Greater (0.9999999999857344),Greater (1.0),Greater (0.9999999999583644),Greater (1.0),Greater (1.0),Greater (0.9999999999985232),Greater (0.9999999999357989),Greater (0.9999999999998946),Greater (0.9999999999967537),Greater (0.9999999999997717),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999998),Greater (0.999999999847997),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999661485),Greater (1.0),Greater (0.9999999999999902),Greater (0.9999999998960105),Greater (0.9999112473992702),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999999),Greater (1.0),Greater (1.0),Greater (0.9999999997864375),Greater (0.9999997692194659),Greater (1.0),
content management-,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (0.9999601752127443),Greater (1.0),Greater (1.0),Less (7.292293745416066e-06),Greater (0.9879963703147109),Greater (1.0),Less (7.915737859933429e-07),Greater (1.0),Greater (1.0),Equal (0.16453271137666314),Equal (0.5478395418238058),Greater (0.9889215600902428),Greater (0.9910555180602918),Equal (0.9246698121545898),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999876661351911),Greater (0.9996282432812418),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.1773624606665274),Greater (0.9999999791225087),Greater (0.9994392453197087),Equal (0.20990483140522975),Equal (0.3535254008750077),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999893147894269),Greater (0.9999999999999999),Greater (1.0),Equal (0.22091553466716085),Greater (0.9827641261302957),Greater (1.0),
data storage & processing-existence,,,,,,,,,,,,,,,,,,Less (1.9938826562034109e-28),Less (1.6286944565604657e-11),Less (0.0004950389059349118),Less (5.332417611409026e-06),Less (8.258488341984164e-47),Less (0.008127115325020475),Greater (0.9999672019652768),Less (2.5457490127213986e-149),Less (1.734738527107226e-18),Less (1.1060084456477013e-05),Less (3.1049183865151384e-12),Less (2.002924886916663e-27),Less (3.012057184310642e-07),Less (0.012890340929148349),Less (2.6800931503514627e-209),Greater (1.0),Greater (1.0),Greater (0.9999509953073499),Greater (0.9999978002890387),Greater (0.9764483635521646),Equal (0.6748774508366139),Equal (0.20173323848892477),Greater (1.0),Equal (0.07350302354216098),Greater (0.9982289929366744),Less (1.2020432398245915e-05),Equal (0.7910170479113903),Less (0.008754918313418703),Less (3.295080823249688e-05),Equal (0.4295616565275683),Greater (1.0),Greater (1.0),Less (3.463700109326077e-09),Equal (0.37372269624951937),Greater (0.998872746258971),Greater (0.9996636447786752),Less (0.00013325591972808437),Equal (0.8691323077934158),Greater (1.0),
data storage & processing-executive,,,,,,,,,,,,,,,,,,,Less (0.016474119501409812),Greater (0.9914810990824985),Greater (0.9834065119621102),Less (5.0087634072014685e-24),Equal (0.7317462501445653),Greater (1.0),Less (5.078254756223679e-74),Greater (0.9995260779337724),Equal (0.129364435639396),Less (0.0005015712210828325),Less (6.902498066859178e-11),Equal (0.06740086144279461),Equal (0.826475765819938),Less (2.302061373802942e-112),Greater (1.0),Greater (1.0),Greater (0.9999999999068812),Greater (0.9999999999977442),Greater (0.9999996267395487),Equal (0.10646237059115092),Greater (0.9858528700468018),Greater (1.0),Greater (0.9999997185758263),Greater (1.0),Equal (0.07240022704090861),Greater (0.9873547010726627),Equal (0.9300602857310835),Equal (0.09136726372018701),Equal (0.9631598015099482),Greater (1.0),Greater (1.0),Greater (0.9999982048087784),Equal (0.1785492744899584),Greater (0.9999999431783065),Greater (0.9999999950943393),Equal (0.12802884990194635),Equal (0.30815244828681476),Greater (1.0),
data storage & processing-existence-executive,,,,,,,,,,,,,,,,,,,,Greater (0.9993776450921523),Greater (0.9987160612802571),Less (1.5945814871540192e-09),Equal (0.6169249909016699),Greater (1.0),Less (9.805046772084988e-09),Greater (0.9996350791929745),Greater (0.9972839671542658),Equal (0.18867395900067707),Less (0.0006388195992957557),Equal (0.7624706539779298),Equal (0.5216992481314975),Less (3.0287357426629235e-05),Greater (1.0),Greater (1.0),Greater (0.9999999999881205),Greater (0.9999999999997069),Greater (0.9999999621109329),Greater (0.9892793429591824),Greater (0.9942160817998824),Greater (1.0),Greater (0.9999991446189994),Greater (0.9999999999999996),Equal (0.5544683608845873),Greater (0.9985932607220288),Equal (0.2879217111265868),Equal (0.5594562966190177),Equal (0.7601283655134765),Greater (1.0),Greater (1.0),Greater (0.9999738104706387),Greater (0.98416396589088),Greater (0.9999999944617629),Greater (0.9999999995113884),Equal (0.6361336358359778),Equal (0.17302354037068046),Greater (1.0),
data storage & processing-property,,,,,,,,,,,,,,,,,,,,,Equal (0.6559691287090796),Less (6.254086571782489e-23),Equal (0.2545750457540059),Greater (0.9999999749540809),Less (7.814624827415833e-33),Equal (0.35311746148545053),Equal (0.524446298294587),Less (1.426682715463126e-05),Less (4.782109237114088e-12),Less (0.0024131786322431517),Equal (0.3207161878283775),Less (4.1633803041943894e-26),Greater (1.0),Greater (1.0),Greater (0.999999730141826),Greater (0.9999999907526594),Greater (0.9996494283950603),Equal (0.4665032228475162),Equal (0.07517348954811903),Greater (1.0),Equal (0.13908375914090812),Greater (0.9999997190841646),Less (0.004751152989781653),Equal (0.26389706978397964),Equal (0.38397411268850123),Less (0.006492704342501454),Equal (0.7372127425433521),Greater (1.0),Greater (1.0),Equal (0.9922777356788341),Equal (0.68713116210568),Greater (0.9999819962101201),Greater (0.999996509812404),Less (0.011805620456208192),Equal (0.5115625209964125),Greater (1.0),
data storage & processing-existence-property,,,,,,,,,,,,,,,,,,,,,,Less (2.2570601926538843e-23),Equal (0.33127665797236505),Greater (0.9999999999996909),Less (7.806672334173552e-39),Equal (0.6942437049883574),Equal (0.8313044240947108),Less (2.983126203509435e-05),Less (5.86260972377992e-12),Less (0.004501278728117642),Equal (0.41496768589144384),Less (3.451876979098895e-32),Greater (1.0),Greater (1.0),Greater (0.9999999341930136),Greater (0.9999999978285882),Greater (0.999894642637374),Equal (0.3622390567716651),Equal (0.06418566226663583),Greater (1.0),Greater (0.9819843217143779),Greater (0.9999999998168065),Less (0.008294844648285442),Equal (0.17479190407987377),Equal (0.5071611475534783),Less (0.010690687166982644),Equal (0.8039624356986784),Greater (1.0),Greater (1.0),Equal (0.5578853149053173),Equal (0.5405120409124027),Greater (0.9999936837594523),Greater (0.9999989620815959),Less (0.018638988787279015),Equal (0.4641620834502159),Greater (1.0),
data storage & processing-executive-property,,,,,,,,,,,,,,,,,,,,,,,Greater (0.999965109556666),Greater (1.0),Greater (0.9953079493466419),Greater (1.0),Greater (1.0),Greater (0.9999568764415303),Greater (0.9970867624630483),Greater (0.9999964931255275),Greater (0.9999724226782805),Greater (0.9999933486327173),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999969888879),Greater (0.9999925936772989),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9995498637574534),Greater (0.9999999999993393),Greater (0.9999998242136462),Greater (0.9992813761967599),Equal (0.09517817956232803),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999998099099),Greater (1.0),Greater (1.0),Greater (0.9987026616247989),Greater (0.9986306863777749),Greater (1.0),
data storage & processing-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9989170410437681),Less (0.0007232353348972464),Equal (0.39182436918284647),Equal (0.39992711287066707),Equal (0.17338463457119746),Less (0.007931507324819271),Equal (0.4627605615977083),Equal (0.9406481891198367),Less (0.009083467869097578),Greater (1.0),Greater (0.999999518630897),Greater (0.9999965417424335),Greater (0.9999997865682188),Greater (0.9992348596133852),Equal (0.16956897247368496),Greater (0.9826309830890185),Greater (1.0),Equal (0.0752125547404299),Greater (0.9989936051840264),Equal (0.3812502693017581),Equal (0.09168493541449452),Equal (0.7593885461716973),Equal (0.37334886718333016),Equal (0.9256864578367091),Greater (0.9999998747988642),Greater (0.9999999331427526),Equal (0.24020820676425936),Equal (0.2465700670254487),Greater (0.9999555665367124),Greater (0.9999845150897907),Equal (0.40637609651593587),Equal (0.2898734729513771),Greater (0.9999995768096256),
data storage & processing-,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Less (1.7805823029497924e-98),Less (2.8722952497520808e-11),Less (6.363081265587173e-17),Less (3.3268619186243954e-38),Less (4.6338152885655815e-10),Less (0.0020332056101453997),Less (0.0),Greater (1.0),Greater (1.0),Greater (0.9994326883041578),Greater (0.9999685563368164),Equal (0.24175450538882515),Equal (0.3033329847778984),Equal (0.30655279662594836),Greater (1.0),Less (1.396398077273752e-05),Equal (0.6932336420116586),Less (1.93299239471615e-07),Equal (0.3072499299447482),Less (0.0007549244018349729),Less (9.027618137718847e-07),Equal (0.30107574680599714),Greater (1.0),Greater (0.9999999999997884),Less (5.014906724018391e-33),Equal (0.11502378627226927),Greater (0.9928131497872345),Greater (0.997247215004992),Less (6.620478401748383e-06),Equal (0.9303100047461232),Greater (1.0),
devops and cloud-existence,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),Greater (0.9974571329673262),Equal (0.2615860558827068),Greater (0.999787507633047),Greater (0.9993247405762135),Greater (0.9999978673990086),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999998740172771),Greater (0.9999479318136031),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9891436519438846),Greater (0.9999999999782726),Greater (0.9999917573602335),Greater (0.9859046267861492),Equal (0.21786805928756103),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999092804315),Greater (1.0),Greater (1.0),Greater (0.9795666139044946),Greater (0.994483996801882),Greater (1.0),
