,full-existence,full-executive,full-existence-executive,full-property,full-existence-property,full-executive-property,full-existence-executive-property,full-,content management-existence,content management-executive,content management-existence-executive,content management-property,content management-existence-property,content management-executive-property,content management-existence-executive-property,content management-,data storage & processing-existence,data storage & processing-executive,data storage & processing-existence-executive,data storage & processing-property,data storage & processing-existence-property,data storage & processing-executive-property,data storage & processing-existence-executive-property,data storage & processing-,devops and cloud-existence,devops and cloud-executive,devops and cloud-existence-executive,devops and cloud-property,devops and cloud-existence-property,devops and cloud-executive-property,devops and cloud-existence-executive-property,devops and cloud-,soa and middlewares-existence,soa and middlewares-executive,soa and middlewares-existence-executive,soa and middlewares-property,soa and middlewares-existence-property,soa and middlewares-executive-property,soa and middlewares-existence-executive-property,soa and middlewares-,software development tools-existence,software development tools-executive,software development tools-existence-executive,software development tools-property,software development tools-existence-property,software development tools-executive-property,software development tools-existence-executive-property,software development tools-,web development-existence,web development-executive,web development-existence-executive,web development-property,web development-existence-property,web development-executive-property,web development-existence-executive-property,web development-,
content management-property,,,,,,,,,,,,,Equal (0.32871522918890683),Equal (0.3540669820300366),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (1.0),Greater (0.9936815181557671),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999999999999932),Greater (0.9984365760406556),Greater (0.9999104504730087),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9999976345859218),Greater (0.9883404531811236),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999999999999993),Greater (0.9998060562653001),Greater (0.9861762993842147),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9999924477766717),Equal (0.5557799986932996),,Greater (1.0),
content management-existence-property,,,,,,,,,,,,,,Equal (0.7260746605506667),,Greater (0.9999999335935443),Greater (0.9999999999999992),Greater (0.9999999999955268),,Greater (0.9999999999997626),Greater (0.9999999999960227),Greater (0.9955753775533176),,Greater (1.0),Greater (0.9999994204476045),Greater (1.0),,Greater (0.9999995330486794),Greater (0.9983012260127213),Greater (0.9999224375320546),,Greater (0.9999999942471418),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9999942966744957),Greater (0.9936527998135194),,Greater (1.0),Greater (0.9999999999307233),Greater (1.0),,Greater (0.9999999997727061),Greater (0.9998703608428601),Greater (0.9920916763166528),,Greater (1.0),Greater (1.0),Greater (0.9999999999999999),,Greater (0.9999999999999973),Greater (0.9999942712347457),Equal (0.36126622558088184),,Greater (1.0),
content management-executive-property,,,,,,,,,,,,,,,,Greater (0.9994860848948697),Greater (0.9999995661530049),Greater (0.9999855254583703),,Greater (0.9999966899380939),Greater (0.9999974085246004),Greater (0.9856445455383627),,Greater (0.9999999870596002),Greater (0.9991327017089868),Greater (0.9999999718971649),,Greater (0.9994557974893623),Greater (0.9899205946795431),Greater (0.9996908766677488),,Greater (0.9997693176892384),Greater (0.9999999999999548),Greater (0.9999999998605894),,Greater (0.9999999972574893),Greater (0.9999135605013633),Greater (0.99258030570643),,Greater (1.0),Greater (0.9999927170676572),Greater (0.999999897837277),,Greater (0.9999965597663847),Greater (0.9996723256112213),Greater (0.9902184504981887),,Greater (0.9999999999754853),Greater (0.9999999999998936),Greater (0.9999997648147108),,Greater (0.9999999923386176),Greater (0.9999874843129708),Equal (0.35904011678325054),,Greater (0.9999999999435841),
content management-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
content management-,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9999991390020811),Equal (0.5594310900247101),,Greater (1.0),Equal (0.37258915805772863),Greater (1.0),,Equal (0.7971865955523372),Equal (0.31659751358953536),Equal (0.07890943391225987),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999999999885328),Equal (0.060860976840688794),Equal (0.46591634432412077),,Greater (1.0),Greater (0.9998119385891517),Greater (1.0),,Greater (0.999568579223141),Equal (0.073642126891356),Equal (0.5113088933844143),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999999855047361),Greater (0.9969427254231784),Equal (0.19008934526026722),,Greater (1.0),
data storage & processing-existence,,,,,,,,,,,,,,,,,,Less (3.0136359884675165e-07),,Equal (0.0860956019155563),Equal (0.7967684135337203),Less (0.005522791238240324),,Greater (0.9998061519685836),Less (1.7885346416461398e-16),Greater (0.9940119396664624),,Less (1.420205304570881e-07),Less (0.00016825817925933634),Equal (0.559109207120081),,Less (5.9479558948467565e-28),Greater (0.9999999965280989),Greater (0.9999999989991248),,Greater (0.9929671292928437),Equal (0.840219480858168),Equal (0.7863149942523657),,Greater (1.0),Equal (0.3152061907604704),Equal (0.2996720928826083),,Equal (0.9575336860113858),Equal (0.46325767683596986),Equal (0.741743290477869),,Greater (1.0),Greater (0.9999998888190441),Equal (0.9946312407675754),,Greater (0.9846669299522048),Equal (0.060627466347220674),Less (0.004719956045829543),,Greater (1.0),
data storage & processing-executive,,,,,,,,,,,,,,,,,,,,Greater (0.9904068005253287),Greater (0.978195931858486),Equal (0.0951595826375337),,Greater (1.0),Less (1.110577801420752e-08),Greater (1.0),,Less (0.0017504616667028377),Less (0.007187621666158662),Equal (0.2677381657130554),,Less (3.530018125123852e-26),Greater (1.0),Greater (1.0),,Greater (0.999994653867396),Equal (0.3340258292304772),Equal (0.8413220595214661),,Greater (1.0),Equal (0.31134088413966665),Greater (0.9999999999984674),,Equal (0.12487402555327032),Equal (0.22198746556775395),Equal (0.9003049214459511),,Greater (1.0),Greater (0.9999999999999116),Greater (0.9999999999984908),,Greater (0.999892774464143),Greater (0.9885253946276169),Less (0.02103802502505224),,Greater (1.0),
data storage & processing-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data storage & processing-property,,,,,,,,,,,,,,,,,,,,,Equal (0.4788569157292608),Less (0.018600775218908096),,Greater (0.9999999745591076),Less (3.0893806301365814e-10),Greater (0.9999950194073208),,Less (6.362430320150935e-05),Less (0.0014781100370529548),Equal (0.4047309259461047),,Less (4.3210660835657e-13),Greater (0.999999999982358),Greater (0.9999999999999462),,Greater (0.9993512735676495),Equal (0.5820742566588456),Equal (0.9467502658323002),,Greater (1.0),Equal (0.949352542504449),Greater (0.9974062400455963),,Equal (0.47033360103429733),Equal (0.34541095763383467),Equal (0.9048155781737613),,Greater (1.0),Greater (0.9999999985012028),Greater (0.9792902821597135),,Greater (0.9974795906812046),Greater (0.9790287577738309),Less (0.011399905374721894),,Greater (1.0),
data storage & processing-existence-property,,,,,,,,,,,,,,,,,,,,,,Less (0.012831313809744234),,Equal (0.07590566882984362),Less (7.880883673292339e-07),Equal (0.1438407652501098),,Less (0.000228574212887262),Less (0.000954803187977995),Equal (0.5212448410692088),,Less (8.55621382241042e-06),Greater (0.9999990005629328),Greater (0.9996417450471968),,Greater (0.984977752501111),Equal (0.780726940617551),Equal (0.7955476576259672),,Greater (1.0),Equal (0.5384006805319458),Equal (0.43763918015042425),,Equal (0.8569950960309194),Equal (0.45564484895414614),Equal (0.7680016159888134),,Greater (0.9999848184531386),Greater (0.9999957692290143),Equal (0.8475658806994466),,Greater (0.9791176245652052),Equal (0.06025902929110595),Less (0.007537267900615082),,Greater (0.9999405845139139),
data storage & processing-executive-property,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9993684213199949),Equal (0.7010448568562302),Greater (0.9990479922944423),,Equal (0.5251617402834402),Equal (0.8853090944751623),Equal (0.07266936096445205),,Equal (0.3930068597526367),Greater (0.9999998682197149),Greater (0.9999724739372307),,Greater (0.9998343985896614),Equal (0.07578448214263754),Equal (0.3863947810171545),,Greater (0.9999999997251191),Equal (0.05105900382528415),Greater (0.9976230473947997),,Greater (0.9874393060977585),Equal (0.07044230304827728),Equal (0.41214518176407133),,Greater (0.9999907865184269),Greater (0.9999997744033688),Greater (0.9959351454988532),,Greater (0.9997370502863252),Greater (0.9970063966528196),Equal (0.43678526501580184),,Greater (0.9999842109620828),
data storage & processing-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data storage & processing-,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.1877603926190378e-38),Equal (0.1751705043349031),,Less (2.1393543655867167e-14),Less (3.2552975880706118e-06),Equal (0.7935155488480431),,Less (0.0),Greater (0.9999993316981011),Greater (0.999999699044147),,Equal (0.14633518079771646),Equal (0.7762476358861141),Equal (0.579741372093506),,Greater (1.0),Less (0.007530354758694413),Less (0.006887879434060401),,Equal (0.37304365707110054),Equal (0.6514478704929879),Equal (0.5410772140048649),,Greater (1.0),Greater (0.99999036986291),Less (4.400276919885297e-08),,Equal (0.18915478389077112),Equal (0.09701302413718194),Less (0.0012625850322430005),,Greater (1.0),
devops and cloud-existence,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),,Equal (0.45774975781809435),Equal (0.46117331295567865),Equal (0.058209385018383616),,Greater (0.9771197406997186),Greater (1.0),Greater (1.0),,Greater (0.999999999989589),Greater (0.981812795829797),Equal (0.36819865936234375),,Greater (1.0),Greater (0.9998840223784538),Greater (1.0),,Greater (0.9998155464270525),Greater (0.9752613764428967),Equal (0.42580518995607197),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999999929537764),Greater (0.9982819387504059),Equal (0.2096415949830941),,Greater (1.0),
devops and cloud-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.7895245602222894e-12),Less (8.694836653052587e-06),Equal (0.739763934664696),,Less (1.5160358074280357e-149),Greater (0.9999997748425297),Greater (0.9999999084137566),,Equal (0.08610644864630418),Equal (0.8338083185970164),Equal (0.6354469787448109),,Greater (1.0),Less (0.017178394721255607),Equal (0.17196514883464598),,Equal (0.5018432014167888),Equal (0.612213370994316),Equal (0.6005736592170072),,Greater (1.0),Greater (0.9999958799333571),Less (0.0008513956328242711),,Equal (0.12879083429719326),Equal (0.09019042634781546),Less (0.0020556731847828245),,Greater (1.0),
devops and cloud-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devops and cloud-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.29703674648769085),Equal (0.09333625477455931),,Equal (0.6531598908057983),Greater (1.0),Greater (1.0),,Greater (0.9999999770507751),Equal (0.07746995843993501),Equal (0.4774329627609363),,Greater (1.0),Greater (0.9962811162406807),Greater (0.9999999987552541),,Greater (0.9976728555562635),Equal (0.07960857826902011),Equal (0.5352310193322664),,Greater (1.0),Greater (0.9999999999999994),Greater (0.9999999900662152),,Greater (0.9999990620786756),Greater (0.9968089692455195),Equal (0.16272094558284966),,Greater (1.0),
devops and cloud-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9805196767251295),,Equal (0.18056335180609218),Greater (0.9999999999904409),Greater (0.9999999859846945),,Greater (0.9999986053429323),Greater (0.98534659155815),Equal (0.26686344752539404),,Greater (1.0),Greater (0.9962129225612925),Greater (0.9999632675133321),,Greater (0.9983708363669479),Greater (0.9826390709212142),Equal (0.30590071528563334),,Greater (0.999999998506225),Greater (0.9999999999525525),Greater (0.999913805026831),,Greater (0.999994263838455),Greater (0.9988473476524004),Equal (0.4258618663983773),,Greater (0.9999999958626824),
devops and cloud-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.10547143940313365),Equal (0.36072514126512334),Equal (0.8570395004648332),,Equal (0.8574728127134069),Equal (0.69432293008228),Equal (0.5774970839884053),,Equal (0.24402429516154556),Equal (0.40403118545443106),Equal (0.6529916763074077),,Equal (0.5973666480963207),Equal (0.8808223147308492),Equal (0.5576319109160148),,Equal (0.7834676748781819),Equal (0.35720811210875636),Equal (0.5774731223538629),,Equal (0.824998440809118),Equal (0.20701975529063177),Less (0.013959331844454205),,Equal (0.8284520572275822),
devops and cloud-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devops and cloud-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (1.0),,Greater (0.9999999998926348),Equal (0.09015466526498485),Equal (0.5039353759018981),,Greater (1.0),Greater (0.9988145714861522),Greater (1.0),,Greater (0.9986744442624916),Equal (0.08942234154512933),Equal (0.5619890714133486),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999999205612615),Greater (0.9963434879139857),Equal (0.13869237373385404),,Greater (1.0),
soa and middlewares-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0012442561172972347),,Less (0.02031495288513746),Equal (0.05206664754394823),Equal (0.10530683884962953),,Equal (0.39069314705432034),Less (6.74870217635201e-08),Less (2.7914009875322498e-08),,Less (0.00016063179971215669),Equal (0.5617643850670545),Equal (0.09373881151991995),,Less (0.003933713321961505),Equal (0.9330011748879037),Less (3.2925327669548356e-10),,Equal (0.09523972399485041),Equal (0.35080989499056414),Less (2.44431910703225e-06),,Less (0.0015194670629997738),
soa and middlewares-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.9697007069800933),Equal (0.375999626922768),Equal (0.3684557247668758),,Greater (1.0),Less (3.291373111901487e-05),Less (4.712102265322534e-08),,Less (0.020119317439916306),Equal (0.9221345758097083),Equal (0.3285727699310369),,Equal (0.1452682114946916),Greater (0.9967464178093743),Less (9.25089820603107e-14),,Equal (0.8833161495978901),Equal (0.15711685103110212),Less (0.00014428404340165012),,Equal (0.5543873034519456),
soa and middlewares-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soa and middlewares-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.40925537235834397),Equal (0.3753940518205674),,Greater (0.9997203184673014),Less (0.0031539113689296712),Less (0.018778276405253962),,Equal (0.1015479770130899),Equal (0.9309685196069815),Equal (0.3362648143668905),,Equal (0.6960103059223676),Greater (0.9758413525487948),Less (0.004799540476017934),,Equal (0.9249574508817558),Equal (0.1632271778586265),Less (0.00024080818526291597),,Equal (0.8914286470373569),
soa and middlewares-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.7301708788537812),,Greater (0.9921994046683742),Equal (0.5832011139492959),Equal (0.9841126351114442),,Equal (0.8748853677925866),Equal (0.5964398275728618),Equal (0.6988349349562717),,Equal (0.28571100212061873),Equal (0.05094312559437164),Equal (0.8304840368451468),,Equal (0.39159494394758876),Equal (0.09916501356063674),Less (0.012452445434287559),,Equal (0.33438546789445545),
soa and middlewares-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.061258044228238294),Equal (0.9912377541922741),Equal (0.714465460007073),,Equal (0.8008574536531301),Equal (0.4695951077754562),Equal (0.9610130374325765),,Equal (0.30170168614190995),Equal (0.10135621055675177),Equal (0.8178030231500519),,Equal (0.3686933846640871),Equal (0.06549005561265046),Equal (0.10608953001419061),,Equal (0.33918570157816297),
soa and middlewares-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soa and middlewares-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (6.497978487862237e-18),Less (7.770408137484121e-87),,Less (1.62291393991846e-07),Equal (0.4287092880487341),Equal (0.05416833429159902),,Less (3.225092165408011e-225),Equal (0.5302430475416526),Less (6.794980373722125e-174),,Less (0.004154680812244341),Equal (0.41196689568690525),Less (1.880941197113962e-07),,Less (7.000167543281571e-264),
software development tools-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.1236756750745312),,Equal (0.4990467673734198),Equal (0.33053270273758406),Equal (0.9376326627408006),,Greater (0.9999985105135356),Greater (0.9999995903714857),Equal (0.2672136018774596),,Greater (0.9933601658193221),Greater (0.9806125666942189),Less (0.012673436931306233),,Greater (0.9999943974460082),
software development tools-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.7567268807174402),Equal (0.5239200000141229),Equal (0.6615388885574955),,Greater (1.0),Greater (0.9999993457325028),Equal (0.20153589649593018),,Equal (0.06804528335032478),Equal (0.07022686990963173),Less (0.002496029999021185),,Greater (0.9999999999999997),
software development tools-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
software development tools-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.48221712840984055),Equal (0.7476649195093715),,Greater (0.9927791444369936),Greater (0.9997304436240027),Equal (0.9668576428501946),,Equal (0.11694924918474049),Equal (0.06474612461706303),Less (0.005965040460536105),,Greater (0.9875955549273611),
software development tools-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.44853237858784323),,Equal (0.9893340146330564),Equal (0.542934119070362),Equal (0.44245612761457476),,Equal (0.963871288133082),Equal (0.2547882389013867),Less (0.009030961092512767),,Equal (0.9582497744214771),
software development tools-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.2747533266093489),Equal (0.09285069492108762),Equal (0.7451811932454748),,Equal (0.33004416825055793),Equal (0.0655568923108766),Equal (0.13756065979799972),,Equal (0.3056087673801351),
software development tools-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
software development tools-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9917727764181007),Less (1.7555668549202618e-44),,Equal (0.8593531652937035),Equal (0.18330574501488706),Less (8.54012624597938e-05),,Less (0.0011857776473746195),
web development-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (2.6229510603313924e-08),,Equal (0.10352685000965521),Equal (0.3694961962188702),Less (3.3143698597286012e-06),,Less (0.004025450339486649),
web development-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9864598687124695),Equal (0.052961061736431655),Less (0.003111282907129259),,Greater (1.0),
web development-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
