,full-existence,full-executive,full-existence-executive,full-property,full-existence-property,full-executive-property,full-existence-executive-property,full-,content management-existence,content management-executive,content management-existence-executive,content management-property,content management-existence-property,content management-executive-property,content management-existence-executive-property,content management-,data storage & processing-existence,data storage & processing-executive,data storage & processing-existence-executive,data storage & processing-property,data storage & processing-existence-property,data storage & processing-executive-property,data storage & processing-existence-executive-property,data storage & processing-,devops and cloud-existence,devops and cloud-executive,devops and cloud-existence-executive,devops and cloud-property,devops and cloud-existence-property,devops and cloud-executive-property,devops and cloud-existence-executive-property,devops and cloud-,soa and middlewares-existence,soa and middlewares-executive,soa and middlewares-existence-executive,soa and middlewares-property,soa and middlewares-existence-property,soa and middlewares-executive-property,soa and middlewares-existence-executive-property,soa and middlewares-,software development tools-existence,software development tools-executive,software development tools-existence-executive,software development tools-property,software development tools-existence-property,software development tools-executive-property,software development tools-existence-executive-property,software development tools-,web development-existence,web development-executive,web development-existence-executive,web development-property,web development-existence-property,web development-executive-property,web development-existence-executive-property,web development-,
content management-existence-executive,,,,,,,,,,,,Equal (0.11939477326843452),Greater (0.9999985929971572),Greater (0.9945084383436716),Equal (0.05108014750868901),Greater (1.0),Equal (0.14411955784344477),Greater (0.9999999999924254),Equal (0.44352885861315916),Less (0.02219742422989346),Less (0.0023040808524604456),Equal (0.176333395028492),Less (0.001859863119724525),Greater (0.9814295054416691),Greater (1.0),Equal (0.5536830196281715),Equal (0.6191157486344108),Greater (1.0),Greater (1.0),Greater (0.9999999999999918),Equal (0.8912098612357661),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999987990854),Greater (0.9999999999991954),Greater (0.9999999999999992),Greater (0.9999999987834834),Greater (0.9999898067156294),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999746127235),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9993601209213254),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999798664173827),Greater (0.9999999999944502),Greater (0.9999994334880709),Greater (0.999999993800975),Greater (0.991011422843793),Greater (1.0),
content management-property,,,,,,,,,,,,,Greater (0.9999211918596302),Equal (0.16980539070471146),Less (0.0007452451317087005),Greater (1.0),Equal (0.3774067048841431),Greater (0.9999999999974433),Less (0.00047834374842202867),Less (3.067401657917266e-08),Less (8.903437159589983e-12),Equal (0.8196323724809664),Less (1.3766535665845717e-06),Equal (0.8611609559947383),Greater (1.0),Equal (0.3687937228187216),Less (0.011305552574332437),Greater (1.0),Greater (1.0),Greater (0.9999999999999979),Equal (0.43625323838506436),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999912022532),Greater (0.9999999999996305),Greater (0.9999999999999999),Greater (0.9999999927772234),Greater (0.9999634493860449),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999997143040505),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9983675644940228),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9983084821947887),Greater (0.9999999999935238),Greater (0.9999964064703846),Greater (0.9999999845569979),Equal (0.05785548099715301),Greater (1.0),
content management-existence-property,,,,,,,,,,,,,,Equal (0.06263473418341302),Less (1.6899183180639065e-05),Greater (0.9999995065100618),Less (2.5760311337096296e-08),Equal (0.37384845986798865),Less (1.9698881938614288e-11),Less (2.7150112626666336e-19),Less (3.844961434752495e-24),Less (0.00014274502494430015),Less (3.5414701100890945e-11),Less (1.175753307352461e-07),Greater (1.0),Less (4.7092608885342414e-14),Less (1.2404427872252128e-14),Greater (1.0),Greater (1.0),Greater (0.9999478803313043),Less (0.0004943409460907936),Greater (0.9999999979495282),Greater (0.9999999999850075),Greater (1.0),Equal (0.06763804222343509),Greater (0.998176423019609),Greater (0.9999145558286691),Greater (0.9959376330228525),Greater (0.9883793621884256),Greater (0.9999999999999484),Greater (1.0),Greater (1.0),Greater (0.9845209350933786),Greater (0.9999999924047746),Greater (0.9999999549933821),Greater (0.9999999834727596),Equal (0.07386882145222373),Greater (0.999999999724479),Greater (0.9989996510795432),Greater (1.0),Equal (0.6696650580126579),Greater (0.9956568810790214),Equal (0.6755745265234241),Greater (0.9921268324955556),Equal (0.5586185816960033),Greater (0.999450440195602),
content management-executive-property,,,,,,,,,,,,,,,Less (0.00018266775988092667),Greater (0.9999999999825631),Less (0.017360118710326593),Greater (0.99910667872401),Less (5.834565118769454e-05),Less (3.208306412059936e-08),Less (2.608136687498244e-10),Equal (0.14722790220525162),Less (1.7919851591781065e-07),Equal (0.1071886826845807),Greater (1.0),Less (0.0031350438714515907),Less (0.00016465260056704208),Greater (1.0),Greater (1.0),Greater (0.9999999789014081),Equal (0.07956093151451615),Greater (0.9999999999994803),Greater (0.9999999999999987),Greater (1.0),Greater (0.9997454446599919),Greater (0.9999983010954029),Greater (0.9999999707976451),Greater (0.9999768850810694),Greater (0.9993770671720678),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9997736746073149),Greater (0.9999999999996027),Greater (0.9999999999966923),Greater (0.9999999999993164),Greater (0.9935453807347203),Greater (0.9999999999999812),Greater (0.999999850056462),Greater (1.0),Equal (0.1919459356310561),Greater (0.9999946125212906),Greater (0.9912289307115277),Greater (0.9999565992510182),Equal (0.1852651966189267),Greater (0.9999999780869264),
content management-existence-executive-property,,,,,,,,,,,,,,,,Greater (0.9999999999838686),Greater (0.9979530828411703),Greater (0.999999875458322),Equal (0.06580892838968583),Equal (0.18071674707448826),Equal (0.41000516794919617),Greater (0.9979822491973817),Equal (0.9594877785747308),Greater (0.9998194436857032),Greater (1.0),Greater (0.9999398784833767),Greater (0.9995894970028151),Greater (0.9999999999999994),Greater (0.9999999999999999),Greater (0.9999999999384511),Greater (0.9986403263822332),Greater (0.9999999999980599),Greater (0.999999999999702),Greater (1.0),Greater (0.99999995333365),Greater (0.9999999993494177),Greater (0.9999999999007125),Greater (0.9999999941682088),Greater (0.9999996118407939),Greater (0.999999999999953),Greater (0.9999999999999996),Greater (0.9999999999999922),Greater (0.9999999385411716),Greater (0.9999999999996076),Greater (0.9999999999991425),Greater (0.9999999999996761),Greater (0.9999539389779352),Greater (0.9999999999992004),Greater (0.9999999997925947),Greater (0.9999999999999999),Greater (0.9999967099027367),Greater (0.9999999992486616),Greater (0.999999793869783),Greater (0.9999999961223052),Greater (0.9996995497905141),Greater (0.9999999999554077),
content management-,,,,,,,,,,,,,,,,,Less (0.0),Less (7.087999398459888e-96),Less (9.869846206046564e-78),Less (3.353353568609656e-178),Less (4.495063188703061e-269),Less (1.4543316594157532e-27),Less (1.0194444175274113e-28),Less (0.0),Greater (1.0),Less (0.0),Less (2.055125042732271e-201),Greater (0.9999999999999978),Greater (1.0),Equal (0.37739796993364894),Less (3.730294974285315e-17),Equal (0.768179181405161),Greater (0.9999999623477793),Greater (1.0),Less (0.02373862379334887),Equal (0.6588370459697439),Equal (0.6141030748677186),Equal (0.8377346478899421),Equal (0.33077698407518963),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.50726676972991),Greater (0.9999788895356405),Greater (0.9999529496853657),Greater (0.9999988889200351),Equal (0.316290164846473),Greater (1.0),Less (2.5124235126785907e-06),Greater (1.0),Less (5.159122507048032e-06),Equal (0.5820715203833031),Less (2.5804757736124638e-05),Equal (0.8923625937839837),Equal (0.4408575972193862),Less (1.7181736065878819e-87),
data storage & processing-existence,,,,,,,,,,,,,,,,,,Greater (1.0),Less (0.0001298884357106368),Less (1.203745236222985e-14),Less (1.8372104823590426e-28),Equal (0.6731721038761466),Less (1.7441856708174809e-06),Greater (0.9999975369848844),Greater (1.0),Equal (0.2948530746028144),Equal (0.06304262238222028),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.8632201397842423),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999997046),Greater (1.0),Greater (1.0),Greater (0.9999999999460509),Greater (0.9999830142136994),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999979980732),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9986235497354181),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9998824058952884),Greater (0.9999999999999999),Greater (0.9999999948400352),Greater (0.9999999994755291),Greater (0.981043090964989),Greater (1.0),
data storage & processing-executive,,,,,,,,,,,,,,,,,,,Less (4.065878407975085e-35),Less (8.333225382357093e-84),Less (1.1690790930281735e-129),Less (2.909908674681024e-10),Less (1.3800704822196445e-17),Less (1.1362475325084242e-204),Greater (1.0),Less (2.744151140470851e-239),Less (9.267244192273166e-65),Greater (1.0),Greater (1.0),Greater (0.9999952828007507),Less (1.0002149291273377e-06),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.08830216026203871),Greater (0.9995909776864065),Greater (0.9999979116467219),Greater (0.9964743694414511),Greater (0.9872149922971031),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.050090142716744744),Greater (0.9999999999982114),Greater (0.9999999999068018),Greater (0.9999999999604151),Equal (0.07785345913440397),Greater (1.0),Greater (0.9999999949799844),Greater (1.0),Equal (0.288397164697789),Greater (0.998493713521924),Equal (0.9871402590452654),Greater (0.9946473609514987),Equal (0.7241871332742063),Greater (1.0),
data storage & processing-existence-executive,,,,,,,,,,,,,,,,,,,,Equal (0.07484210854263734),Less (0.0005334421887928203),Greater (0.9964967416148991),Less (0.0028977805194648153),Greater (0.9999999886273876),Greater (1.0),Greater (0.9999998184688264),Greater (0.9960703693196249),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.12059454615768707),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999999),Greater (1.0),Greater (1.0),Greater (0.9999999999999664),Greater (0.9999994605453982),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999999998048),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9997803370113267),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999010194506),Greater (1.0),Greater (0.9999999999995499),Greater (0.9999999999996956),Greater (0.9972200510361756),Greater (1.0),
data storage & processing-property,,,,,,,,,,,,,,,,,,,,,Equal (0.06870748357865539),Greater (0.9999958429154144),Less (0.02178507429406558),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.999999998766247),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9969791196586031),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999814222772),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999540494702915),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999812378),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9994964801455142),Greater (1.0),
data storage & processing-existence-property,,,,,,,,,,,,,,,,,,,,,,Greater (0.999999987749856),Equal (0.19449064948977324),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999998),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9996765372170061),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999932089005),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999706409920183),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999997595),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9997633563062528),Greater (1.0),
data storage & processing-executive-property,,,,,,,,,,,,,,,,,,,,,,,Less (8.976328902758112e-06),Equal (0.6183873063155207),Greater (1.0),Equal (0.5247491930269346),Equal (0.0651389625637825),Greater (1.0),Greater (1.0),Greater (0.9999999999999181),Equal (0.5465208874009638),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999555948618),Greater (0.9999999999899386),Greater (0.9999999999999933),Greater (0.9999999751745461),Greater (0.9999475879208851),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999993636231932),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9980413848059928),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.99773552825424),Greater (0.9999999998976608),Greater (0.9999890736535575),Greater (0.9999999340489761),Equal (0.05422189491082112),Greater (1.0),
data storage & processing-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999866852981),Greater (1.0),Greater (0.9999999837893427),Greater (0.9999970477303253),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9997084858111901),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999999983),Greater (1.0),Greater (1.0),Greater (0.999999999999996),Greater (0.9999999941972119),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999998487),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999903299036722),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999994839609),Greater (1.0),Greater (0.9999999999998403),Greater (0.9999999999999896),Greater (0.9999235610644889),Greater (1.0),
data storage & processing-,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Less (0.00010344060888402203),Less (2.0567439742029026e-05),Greater (1.0),Greater (1.0),Greater (1.0),Equal (0.386792055637335),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999999995886),Greater (1.0),Greater (1.0),Greater (0.9999999999632286),Greater (0.9999855143103115),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9999999959188857),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9987773948386675),Greater (1.0),Greater (1.0),Greater (1.0),Greater (0.9997370449149346),Greater (1.0),Greater (0.9999999940331482),Greater (0.9999999998350523),Equal (0.05053500611965828),Greater (1.0),
devops and cloud-existence,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.0),Less (1.2546315757778089e-253),Equal (0.42189966682165025),Equal (0.0902623868897965),Less (2.853577990362364e-07),Less (1.123372550547138e-28),Less (4.811497607436605e-88),Less (2.648808550587548e-22),Greater (0.9983082246408961),Less (5.303667339022979e-15),Less (4.371003093557248e-10),Less (4.806107276671196e-10),Less (1.9071420636011937e-05),Equal (0.1971809353582642),Less (4.91576096545467e-50),Equal (0.07538242607407013),Less (5.0522823785113515e-12),Less (2.572063221461516e-07),Equal (0.08840221139416485),Equal (0.14811943545389697),Equal (0.6019117464337334),Equal (0.5304285822152801),Less (3.0113305002596905e-75),Less (5.950461918220562e-62),Less (9.928495960285632e-05),Less (9.962782232849479e-18),Less (5.934866624377664e-10),Less (5.2008947985522086e-21),Less (0.0001411100440686361),Less (0.004216835252666729),Less (9.286963175545208e-159),
