,full-existence,full-executive,full-existence-executive,full-property,full-existence-property,full-executive-property,full-existence-executive-property,full-,content management-existence,content management-executive,content management-existence-executive,content management-property,content management-existence-property,content management-executive-property,content management-existence-executive-property,content management-,data storage & processing-existence,data storage & processing-executive,data storage & processing-existence-executive,data storage & processing-property,data storage & processing-existence-property,data storage & processing-executive-property,data storage & processing-existence-executive-property,data storage & processing-,devops and cloud-existence,devops and cloud-executive,devops and cloud-existence-executive,devops and cloud-property,devops and cloud-existence-property,devops and cloud-executive-property,devops and cloud-existence-executive-property,devops and cloud-,soa and middlewares-existence,soa and middlewares-executive,soa and middlewares-existence-executive,soa and middlewares-property,soa and middlewares-existence-property,soa and middlewares-executive-property,soa and middlewares-existence-executive-property,soa and middlewares-,software development tools-existence,software development tools-executive,software development tools-existence-executive,software development tools-property,software development tools-existence-property,software development tools-executive-property,software development tools-existence-executive-property,software development tools-,web development-existence,web development-executive,web development-existence-executive,web development-property,web development-existence-property,web development-executive-property,web development-existence-executive-property,web development-,
content management-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
content management-property,,,,,,,,,,,,,Equal (0.5718145523379232),Equal (0.36018201394090066),,Greater (1.0),Equal (0.26408401416751714),Greater (0.9999999999472268),,Less (2.0221562110771153e-05),Less (5.762726191565658e-10),Equal (0.2922526539479604),,Greater (0.9924927905965547),Greater (1.0),Equal (0.1263193199333671),,Greater (0.9999999999998573),Greater (0.9999235293941263),Equal (0.23972815616794096),,Greater (1.0),Greater (0.9999999999999992),Greater (1.0),,Greater (0.9999999935611079),Greater (0.9991127920698598),Equal (0.4268110955529114),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999999999927652),Greater (0.997317530051219),Greater (0.9995615687504842),,Greater (1.0),Greater (0.9999999642683695),Greater (1.0),,Greater (0.9998356148445275),Equal (0.058935438362922817),Equal (0.7154279616247595),,Greater (1.0),
content management-existence-property,,,,,,,,,,,,,,Equal (0.588280722122167),,Greater (0.9999356759529593),Equal (0.8679731485971658),Greater (0.996786342143893),,Equal (0.3737868070998105),Less (0.017503465129058253),Equal (0.6930268299206688),,Equal (0.1581560710809614),Greater (0.9999997405811978),Equal (0.22058586507334177),,Greater (0.9999308776362015),Greater (0.9988087192547188),Equal (0.1929825321675488),,Greater (0.999872237287472),Greater (0.9999338579204392),Greater (0.9999999422231503),,Greater (0.9993913276467408),Greater (0.9960622067511772),Equal (0.3540323680456028),,Greater (0.9999971558124605),Greater (0.999999932106974),Greater (0.999999956453496),,Greater (0.9999839787712335),Greater (0.9956082603848981),Greater (0.9992795537574571),,Greater (0.9999869596574787),Greater (0.9982481225530738),Greater (0.9999999988956421),,Greater (0.9914327441600878),Equal (0.060031204396789245),Equal (0.5573366914960352),,Greater (0.9998814757927101),
content management-executive-property,,,,,,,,,,,,,,,,Greater (0.9959264203428689),Equal (0.5111691009785413),Greater (0.9803039310812574),,Equal (0.8991338587903009),Equal (0.5495127972245376),Equal (0.8438293588228667),,Equal (0.16591366490488024),Greater (0.9995743683811138),Equal (0.1501430521490289),,Greater (0.9967061859968085),Greater (0.9949569665464902),Equal (0.12457528348187635),,Greater (0.9954404565357432),Greater (0.9964395008463269),Greater (0.9996796873355246),,Greater (0.9922767128479758),Greater (0.9900200270656346),Equal (0.2618771073215096),,Greater (0.9987421721358298),Greater (0.9997975591514038),Greater (0.9997029757016416),,Greater (0.9983862934902875),Greater (0.9928921331605777),Greater (0.9985169376059624),,Greater (0.9977878248772726),Greater (0.9875850522546801),Greater (0.9999169386126574),,Equal (0.050307795064188726),Equal (0.06972864464122171),Equal (0.34507623682749367),,Greater (0.9951343188162641),
content management-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
content management-,,,,,,,,,,,,,,,,,Less (1.4801054676178138e-136),Less (6.770678942628106e-36),,Less (4.228582330180737e-180),Less (2.1736207341634758e-69),Less (3.485284134643888e-05),,Less (0.0),Greater (0.9999999999999949),Less (0.0),,Equal (0.1885331372378779),Equal (0.4013967859229871),Equal (0.09930222750752761),,Less (1.1180397520285625e-70),Equal (0.6709679263433671),Greater (1.0),,Equal (0.13701275870032262),Equal (0.8757477781212795),Equal (0.4563139213592029),,Greater (1.0),Greater (0.9999999999914021),Greater (1.0),,Greater (0.9955145676406846),Equal (0.41351380036073804),Greater (0.9914610452629434),,Greater (1.0),Less (0.0002918461286667822),Greater (1.0),,Less (0.000262698524485287),Equal (0.5625748694445427),Equal (0.14116462142200678),,Less (2.9132262441663626e-72),
data storage & processing-existence,,,,,,,,,,,,,,,,,,Greater (1.0),,Less (4.839676163612457e-07),Less (1.3235877480506183e-11),Equal (0.46848736242301803),,Greater (1.0),Greater (1.0),Greater (0.9999999978613294),,Greater (1.0),Greater (0.9999871996302412),Equal (0.1419704735021284),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999999999999877),Greater (0.9997548927193994),Equal (0.3301744732514109),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999999999999989),Greater (0.9983627158260325),Greater (0.9995912253370481),,Greater (1.0),Greater (0.9999999999999986),Greater (1.0),,Greater (0.9999994633586274),Greater (0.9825751050677497),Equal (0.5931975748759437),,Greater (1.0),
data storage & processing-executive,,,,,,,,,,,,,,,,,,,,Less (5.210744360057134e-89),Less (7.752146781895948e-46),Less (0.0012537384490280857),,Less (3.583866018518563e-92),Greater (1.0),Less (4.617296704579618e-117),,Greater (0.9999680745140664),Equal (0.05837185764207793),Equal (0.5216108210090908),,Greater (1.0),Greater (0.999962951665071),Greater (1.0),,Equal (0.17272954329372725),Equal (0.2630153725506582),Equal (0.7798804986908437),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999789806220848),Equal (0.14681140665447157),Greater (0.9949403732627254),,Greater (1.0),Equal (0.8927914712503706),Greater (1.0),,Equal (0.37502408020828015),Equal (0.81315805812158),Equal (0.4150406191260875),,Greater (0.9999999999999968),
data storage & processing-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data storage & processing-property,,,,,,,,,,,,,,,,,,,,,Less (6.816291513223939e-05),Equal (0.7997901915049489),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9999999625789515),Greater (0.99133598892082),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9999981179178773),Equal (0.12465282632510964),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9999006785840012),Greater (0.9999506163210724),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999999999998689),Greater (0.9985555588632733),Equal (0.2709914272773689),,Greater (1.0),
data storage & processing-existence-property,,,,,,,,,,,,,,,,,,,,,,Equal (0.15826987741232812),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.999999999737899),Greater (0.9994251096923137),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9999999715845224),Greater (0.982336701657432),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9999900244057075),Greater (0.9999817596918958),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.999874608392967),Equal (0.09984089656724816),,Greater (1.0),
data storage & processing-executive-property,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.07204244958671817),Greater (0.9999998081776543),Equal (0.16369821659283024),,Greater (0.9999620457661473),Greater (0.9993810132830792),Equal (0.12487015660117048),,Greater (0.9999064592174639),Greater (0.9999634950706346),Greater (0.9999999524982062),,Greater (0.9996261202026561),Greater (0.9982755277369368),Equal (0.2253132609252655),,Greater (0.9999979133896895),Greater (0.999999955796014),Greater (0.9999999680165876),,Greater (0.9999920415766094),Greater (0.9970529238477662),Greater (0.9995775696392281),,Greater (0.9999916522216864),Greater (0.9990698001403845),Greater (0.9999999988753502),,Greater (0.9957775404531595),Greater (0.9796377467842803),Equal (0.4790416774611642),,Greater (0.9999236124297773),
data storage & processing-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
data storage & processing-,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Less (4.093061544728166e-07),,Greater (1.0),Greater (0.9996044772079483),Equal (0.538109522356206),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999999992777465),Greater (0.9971941254501765),Equal (0.6241125189668133),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999999999997623),Greater (0.9947115153291425),Greater (0.9995973103949021),,Greater (1.0),Greater (0.9999999985148045),Greater (1.0),,Greater (0.9988130317930894),Equal (0.11694180681522526),Equal (0.9729034885829405),,Greater (1.0),
devops and cloud-existence,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.495927051705102e-92),,Less (0.0017276199709998637),Equal (0.25309443797601017),Less (0.0027560508447677014),,Less (1.38776245149126e-17),Less (3.1776276950399237e-06),Equal (0.5737929736819761),,Less (3.0431484855407253e-07),Equal (0.09666994160604582),Equal (0.10261588504787292),,Less (1.810033485964402e-06),Equal (0.16724072312250204),Equal (0.8766556373931383),,Equal (0.3670990812038982),Equal (0.6386183643848748),Equal (0.30867000724156224),,Less (8.148467464809404e-10),Less (1.4564788403541015e-12),Greater (0.9888348680582756),,Less (5.094545621024535e-10),Equal (0.08991739749789265),Less (0.020545631493444332),,Less (6.10561610460011e-20),
devops and cloud-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),Greater (0.9999396741324438),Equal (0.42289389713760395),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.9998920617392356),Equal (0.39276473452059535),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (1.0),Greater (0.999413353566228),Greater (0.9999911177871958),,Greater (1.0),Greater (1.0),Greater (1.0),,Greater (0.9999990192073898),Greater (0.991285050690716),Equal (0.8170551302617575),,Greater (1.0),
devops and cloud-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devops and cloud-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.8950376228415707),Equal (0.0835949643741891),,Less (0.024246349011630728),Equal (0.5522599441983171),Greater (0.9996498603340455),,Equal (0.09299452479963764),Equal (0.7434484626439286),Equal (0.3286256868596067),,Equal (0.4045177874992423),Greater (0.9998376695882336),Greater (0.9998606605992577),,Equal (0.20432270876499448),Equal (0.6759618165490164),Equal (0.08652194773093132),,Equal (0.8763841380625033),Less (0.0019561595922410156),Greater (0.9999999812299654),,Less (0.0010614260354622647),Equal (0.4905932885183104),Equal (0.15978812681737808),,Less (0.016126584971164516),
devops and cloud-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.14749977370867362),,Equal (0.4251089214741529),Equal (0.6061259753638767),Equal (0.31444381128407894),,Equal (0.30411000099788377),Equal (0.6448817230131378),Equal (0.29201027600777507),,Equal (0.9478228609205193),Equal (0.10597096836810913),Equal (0.28841970592752675),,Equal (0.6312345150899654),Equal (0.801315403259421),Equal (0.20551647261156314),,Equal (0.7448746192019735),Equal (0.10617049545845868),Equal (0.073950043002627),,Equal (0.059886748362493226),Equal (0.5345483440734393),Equal (0.20840919284615345),,Equal (0.30078141586256346),
devops and cloud-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.14177931694752796),Equal (0.08413459603337779),Greater (0.9985974630961251),,Equal (0.21620781833595148),Equal (0.20702187620899426),Equal (0.9336821839585744),,Greater (0.9890979062812266),Greater (0.9992936439185188),Greater (0.99885227750661),,Greater (0.9909274925933647),Equal (0.1026286085560102),Greater (0.9957029074958085),,Greater (0.9768861784188126),Equal (0.3819036796752955),Greater (0.999848711924041),,Equal (0.6196516262493392),Equal (0.39182421846626203),Equal (0.8220609041149675),,Equal (0.1325608856310732),
devops and cloud-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devops and cloud-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9844078183902818),Greater (1.0),,Equal (0.769333352989789),Equal (0.6402108477289954),Equal (0.5375774168084635),,Greater (1.0),Greater (0.9999999999997248),Greater (1.0),,Greater (0.9996225242639677),Equal (0.3135771639096795),Greater (0.9928801066743355),,Greater (1.0),Equal (0.0526204130442585),Greater (1.0),,Less (0.008330212315830827),Equal (0.8880076923650283),Equal (0.22099294690551363),,Greater (0.9998279722792314),
soa and middlewares-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.9999999983091942),,Equal (0.14722776808870797),Equal (0.995769090561182),Equal (0.42519503410378834),,Greater (0.9866161972008782),Greater (0.9999997803281463),Greater (0.9999999999197415),,Greater (0.9801559067447905),Equal (0.4961416047667526),Greater (0.9867643907508584),,Equal (0.3687159852583981),Less (0.0023627275933408376),Greater (1.0),,Less (0.0008607013659174169),Equal (0.5246012135111866),Equal (0.13672346697083115),,Less (0.01815947995227592),
soa and middlewares-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (5.625839269402814e-10),Equal (0.09679167561741216),Equal (0.10796848348629781),,Less (8.441353012102618e-27),Greater (0.9862822170607537),Equal (0.26516778660538254),,Equal (0.4302035872990734),Equal (0.6718064915866575),Equal (0.16594405370681453),,Less (7.878234043461584e-44),Less (3.21548673615939e-19),Greater (0.9999999963373641),,Less (1.9369701669379767e-13),Equal (0.05623655673123392),Less (0.011262998332511844),,Less (5.912070759212929e-106),
soa and middlewares-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soa and middlewares-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.5637088319574443),Equal (0.589908559755296),,Greater (0.9997154317188582),Greater (0.9999999795948229),Greater (0.9999999999341498),,Greater (0.9978861623216994),Equal (0.2791900204648218),Greater (0.9939484069819013),,Greater (0.9933368419993365),Equal (0.31863378516240326),Greater (1.0),,Equal (0.09372829250804456),Equal (0.9145164250538076),Equal (0.24733444974102448),,Equal (0.675737321702327),
soa and middlewares-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.48965882807290473),,Equal (0.5523087231228773),Greater (0.9874039052613417),Equal (0.07188109774523752),,Equal (0.304352236895325),Equal (0.5384053340505499),Equal (0.0645223002283858),,Equal (0.8137975447752792),Equal (0.27885615570967903),Greater (0.9933800081854949),,Equal (0.14997822025521146),Equal (0.6301703025625847),Equal (0.2106175154756278),,Equal (0.5806686108999317),
soa and middlewares-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.27303847150620997),Equal (0.05688940271336304),Equal (0.09445032189307065),,Equal (0.202338554380473),Equal (0.27827987696180956),Greater (0.9797916566237119),,Equal (0.3548057622340224),Equal (0.7719213543720134),Greater (0.9767697228945709),,Equal (0.9508891215593545),Equal (0.7543302710350295),Equal (0.7003626088065891),,Equal (0.5752193543440083),
soa and middlewares-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soa and middlewares-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (0.999999555434097),Greater (1.0),,Equal (0.18901864542171176),Equal (0.7650938991803953),Greater (0.978793695226904),,Less (1.2271104783559563e-31),Less (2.9519638868801353e-09),Greater (1.0),,Less (1.716409442913283e-07),Equal (0.26731624302869983),Equal (0.06678676719212481),,Less (0.0),
software development tools-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.060987946227878585),,Equal (0.0571897509324341),Equal (0.35783667584961687),Equal (0.4973865159749785),,Less (4.6389679315904866e-09),Less (1.1959851368955671e-12),Equal (0.6956665028235398),,Less (4.270107426083607e-11),Less (0.012427090538218291),Less (0.008311091287309438),,Less (4.287790684244481e-15),
software development tools-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.2728354867313165),Equal (0.6024283817793568),Equal (0.19708826993118234),,Less (1.1511005977941804e-44),Less (1.069059922994569e-20),Greater (0.9999859835524665),,Less (2.3298293143207932e-14),Less (0.020772563558567086),Less (0.009492266214195992),,Less (8.135140593471435e-101),
software development tools-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
software development tools-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.8958258670163116),Equal (0.1424460563657787),,Equal (0.05142695153729979),Less (6.122517868826065e-05),Greater (0.9887639211327918),,Less (3.118830992381739e-05),Equal (0.15167864608565257),Equal (0.051584907685543496),,Less (0.00021187521529460044),
software development tools-existence-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.2041891176818169),,Equal (0.5874775517773567),Equal (0.14480772635598346),Equal (0.3320787143084405),,Equal (0.09063978233969795),Equal (0.4019732710249314),Equal (0.12419913146174384),,Equal (0.2791280961569267),
software development tools-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (0.014118929460005593),Less (0.002407389093516547),Equal (0.32705193516429076),,Less (0.0015468195358783912),Less (0.013956290835452642),Less (0.003941772718828574),,Less (0.003352224215058426),
software development tools-existence-executive-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
software development tools-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (1.8680537898585862e-06),Greater (1.0),,Less (9.309825301936636e-06),Equal (0.3997409601213956),Equal (0.09838779325981714),,Less (3.1014228537211894e-174),
web development-existence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greater (1.0),,Equal (0.34712585570761634),Equal (0.8320869466986685),Equal (0.33784222124339547),,Greater (0.9817037848454626),
web development-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less (3.242870364279463e-20),Less (0.005579369537550184),Less (0.0037064865180892552),,Less (5.835051946267356e-256),
web development-existence-executive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
web development-property,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Equal (0.5894411397054284),Equal (0.480108156580482),,Greater (0.995714456521753),
